family	genus	species	taxid	segment	experiment	result_type	cluster	timestamp	last_changed_timestamp	num_input_seqs	num_curated_seqs	num_clusters	rss	elapsed_time	mean_cluster_objective_value	mean_cluster_target_len	mean_cluster_num_primers5	mean_cluster_num_primers3	mean_cluster_num_guides	mean_cluster_guide_set_frac_bound	mean_cluster_guide_set_expected_activity	mean_cluster_guide_set_median_activity	mean_cluster_guide_set_5th_pctile_activity
Arenaviridae	Mammarenavirus	Argentinian mammarenavirus	2169991	L	nonspecific_min-guides	taxon	NA	1588974985	1588974985	20	18	1	626040.0	37.24	3.201838730514401	88	1	1	1	1.0	3.1475857694943747	3.270107328891754	2.740010380744934
Arenaviridae	Mammarenavirus	Brazilian mammarenavirus	2169992	L	nonspecific_min-guides	taxon	NA	1588977698	1588977698	3	2	1	542096.0	17.93	3.201838730514401	88	1	1	1	1.0	3.2875521779060364	3.2875521779060364	3.2875521779060364
Arenaviridae	Mammarenavirus	Cali mammarenavirus	2169993	L	nonspecific_min-guides	taxon	NA	1588978776	1588978776	4	1	1	532108.0	19.30	3.201838730514401	88	1	1	1	1.0	3.256738007068634	3.256738007068634	3.256738007068634
Arenaviridae	Mammarenavirus	Paraguayan mammarenavirus	2169994	L	nonspecific_min-guides	taxon	NA	1589044397	1589044397	1	1	1	539704.0	48.25	3.201838730514401	88	1	1	1	1.0	3.390870153903961	3.390870153903961	3.390870153903961
Arenaviridae	Mammarenavirus	Ryukyu mammarenavirus	2169995	L	nonspecific_min-guides	taxon	NA	1589045367	1589045367	1	1	1	538580.0	60.76	3.201838730514401	88	1	1	1	1.0	3.362577438354492	3.362577438354492	3.362577438354492
Arenaviridae	Mammarenavirus	Serra do Navio mammarenavirus	2169996	L	nonspecific_min-guides	taxon	NA	1589045851	1589045851	2	1	1	541304.0	54.14	3.201838730514401	88	1	1	1	1.0	3.1214648485183716	3.1214648485183716	3.1214648485183716
Arenaviridae	Mammarenavirus	Souris mammarenavirus	2169997	L	nonspecific_min-guides	taxon	NA	1589046581	1589046581	1	1	1	536996.0	55.80	3.201838730514401	88	1	1	1	1.0	3.2153417468070984	3.2153417468070984	3.2153417468070984
Adenoviridae	Mastadenovirus	Dolphin mastadenovirus B	2170001	None	nonspecific_min-guides	taxon	NA	1588740652	1588740652	2	2	1	603800.0	383.88	3.3886472129194094	107	1	1	1	1.0	2.7921396493911743	2.7474868297576904	2.7474868297576904
Adenoviridae	Mastadenovirus	Simian mastadenovirus I	2170002	None	nonspecific_min-guides	taxon	NA	1588832251	1588832251	1	1	1	554908.0	142.85	3.201838730514401	88	1	1	1	1.0	3.0499609112739563	3.0499609112739563	3.0499609112739563
Adenoviridae	Mastadenovirus	Squirrel mastadenovirus A	2170003	None	nonspecific_min-guides	taxon	NA	1588840929	1588840929	1	1	1	563308.0	194.80	3.201838730514401	88	1	1	1	1.0	2.772027373313904	2.772027373313904	2.772027373313904
Caliciviridae	Nebovirus	Newbury 1 virus	2170030	None	nonspecific_min-guides	taxon	NA	1589115115	1589115115	1	1	1	536932.0	67.75	3.201838730514401	88	1	1	1	1.0	3.0731892585754395	3.0731892585754395	3.0731892585754395
Arenaviridae	Reptarenavirus	California reptarenavirus	2170175	L	nonspecific_min-guides	taxon	NA	1589049862	1589049862	1	1	1	533568.0	43.42	3.201838730514401	88	1	1	1	1.0	3.305533707141876	3.305533707141876	3.305533707141876
Arenaviridae	Reptarenavirus	Giessen reptarenavirus	2170176	L	nonspecific_min-guides	taxon	NA	1589050353	1589050353	3	3	1	599836.0	261.63	3.201838730514401	88	1	1	1	1.0	3.15798282623291	3.3686909079551697	2.736566662788391
Arenaviridae	Reptarenavirus	Golden reptarenavirus	2170177	L	nonspecific_min-guides	taxon	NA	1589050617	1589050617	1	1	1	537260.0	54.17	3.201838730514401	88	1	1	1	1.0	3.2421570420265198	3.2421570420265198	3.2421570420265198
Arenaviridae	Reptarenavirus	Ordinary reptarenavirus	2170178	L	nonspecific_min-guides	taxon	NA	1589051455	1589051455	4	4	1	580180.0	67.05	3.201838730514401	88	1	1	1	1.0	3.227620482444763	3.227620482444763	3.227620482444763
Arenaviridae	Reptarenavirus	Rotterdam reptarenavirus	2170179	L	nonspecific_min-guides	taxon	NA	1589052029	1589052029	1	1	1	536044.0	56.34	3.201838730514401	88	1	1	1	1.0	3.252717435359955	3.252717435359955	3.252717435359955
Adomaviridae	unknown	Rhynchobatus djiddensis adomavirus 1	2175117	None	nonspecific_min-guides	taxon	NA	1588868301	1588868301	1	1	1	551916.0	84.47	3.201838730514401	88	1	1	1	1.0	3.033770799636841	3.033770799636841	3.033770799636841
Adomaviridae	unknown	Symphysodon discus adomavirus 1	2175118	None	nonspecific_min-guides	taxon	NA	1588870364	1588870364	1	1	1	548412.0	73.24	3.201838730514401	88	1	1	1	1.0	2.9317586421966553	2.9317586421966553	2.9317586421966553
Astroviridae	unknown	Sichuan takin astrovirus	2220003	None	nonspecific_min-guides	taxon	NA	1589078918	1589078918	1	1	1	531760.0	68.44	3.201838730514401	88	1	1	1	1.0	3.2939988374710083	3.2939988374710083	3.2939988374710083
Anelloviridae	Gyrovirus	Ashy storm petrel gyrovirus	2249930	None	nonspecific_min-guides	taxon	NA	1588952214	1588952214	1	1	1	523296.0	12.13	3.201838730514401	88	1	1	1	1.0	2.9341251850128174	2.9341251850128174	2.9341251850128174
Circoviridae	Circovirus	Feline stool-associated circular virus KU14	2249941	None	nonspecific_min-guides	taxon	NA	1589142644	1589142644	1	1	1	522596.0	33.97	3.201838730514401	88	1	1	1	1.0	3.035815477371216	3.035815477371216	3.035815477371216
Adenoviridae	Mastadenovirus	Polar bear mastadenovirus 1	2250215	None	nonspecific_min-guides	taxon	NA	1588783121	1588783121	1	1	1	553076.0	145.75	3.201838730514401	88	1	1	1	1.0	3.095766246318817	3.095766246318817	3.095766246318817
Circoviridae	unknown	Paguma larvata circovirus	2294094	None	nonspecific_min-guides	taxon	NA	1589136314	1589136314	3	3	1	589768.0	70.16	3.201838730514401	88	1	1	1	1.0	3.2203369736671448	3.2987690567970276	3.063472807407379
Adenoviridae	Mastadenovirus	Tree shrew mastadenovirus A	242710	None	nonspecific_min-guides	taxon	NA	1588846043	1588846043	2	2	1	595168.0	182.17	3.201838730514401	88	1	1	1	1.0	3.044845759868622	3.0383890867233276	3.0383890867233276
Caliciviridae	unknown	Calicivirus isolate TCG	243550	None	nonspecific_min-guides	taxon	NA	1589109075	1589109075	1	1	1	536052.0	66.69	3.201838730514401	88	1	1	1	1.0	2.9958401918411255	2.9958401918411255	2.9958401918411255
Arteriviridae	Muarterivirus	Muarterivirus afrigant	2499618	None	nonspecific_min-guides	taxon	NA	1589064589	1589064589	1	1	1	540324.0	187.75	3.201838730514401	88	1	1	1	1.0	3.1456971764564514	3.1456971764564514	3.1456971764564514
Arteriviridae	Alphaarterivirus	Alphaarterivirus equid	2499620	None	nonspecific_min-guides	taxon	NA	1589053144	1589053144	91	91	1	1124900.0	54603.80	3.201838730514401	88	1	1	1	1.0	3.307929834821722	3.404687464237213	3.0013819336891174
Arteriviridae	Lambdaarterivirus	Lambdaarterivirus afriporav	2499621	None	nonspecific_min-guides	taxon	NA	1589063347	1589063347	1	1	1	544652.0	226.17	3.201838730514401	88	1	1	1	1.0	2.7277073860168457	2.7277073860168457	2.7277073860168457
Arteriviridae	Deltaarterivirus	Deltaarterivirus pejah	2499623	None	nonspecific_min-guides	taxon	NA	1589054827	1589054827	3	3	1	546708.0	202.37	3.201838730514401	88	1	1	1	1.0	3.4181452989578247	3.4181452989578247	3.4181452989578247
Arteriviridae	Kappaarterivirus	Kappaarterivirus wobum	2499677	None	nonspecific_min-guides	taxon	NA	1589061364	1589061364	2	2	1	592460.0	1978.55	3.201838730514401	88	1	1	1	1.0	3.2386335134506226	3.0720567107200623	3.0720567107200623
Arteriviridae	Betaarterivirus	Betaarterivirus suid 1	2499680	None	nonspecific_min-guides	taxon	NA	1589053680	1589053680	8	8	1	760312.0	2174.01	3.201838730514401	88	1	1	1	1.0	3.1863803267478943	3.1144461631774902	3.043409049510956
Arteriviridae	Betaarterivirus	Betaarterivirus suid 2	2499685	None	nonspecific_min-guides	taxon	NA	1589054237	1589054237	21	21	1	1008176.0	14805.48	3.201838730514401	88	1	1	1	1.0	3.0450363698459806	3.137031853199005	2.895918130874634
Arteriviridae	Betaarterivirus	Betaarterivirus chinrav 1	2499930	None	nonspecific_min-guides	taxon	NA	1589053387	1589053387	2	2	1	597256.0	1436.43	3.201838730514401	88	1	1	1	1.0	2.8609036207199097	2.7700681686401367	2.7700681686401367
Arteriviridae	Zetaarterivirus	Zetaarterivirus ugarco 1	2499932	None	nonspecific_min-guides	taxon	NA	1589069046	1589069046	49	49	1	994464.0	6720.91	3.201838730514401	88	1	1	1	1.0	3.3629093900018807	3.4086808562278748	3.1302881240844727
Arteriviridae	Iotaarterivirus	Iotaarterivirus debrazmo	2501947	None	nonspecific_min-guides	taxon	NA	1589059589	1589059589	1	1	1	544012.0	200.71	3.201838730514401	88	1	1	1	1.0	3.042376697063446	3.042376697063446	3.042376697063446
Arteriviridae	Iotaarterivirus	Iotaarterivirus kibreg 1	2501948	None	nonspecific_min-guides	taxon	NA	1589060631	1589060631	1	1	1	545416.0	183.03	3.201838730514401	88	1	1	1	1.0	3.0968414545059204	3.0968414545059204	3.0968414545059204
Arteriviridae	Epsilonarterivirus	Epsilonarterivirus hemcep	2501964	None	nonspecific_min-guides	taxon	NA	1589055857	1589055857	1	1	1	542376.0	215.01	3.201838730514401	88	1	1	1	1.0	3.002116620540619	3.002116620540619	3.002116620540619
Arteriviridae	Epsilonarterivirus	Epsilonarterivirus safriver	2501965	None	nonspecific_min-guides	taxon	NA	1589056865	1589056865	18	18	1	990152.0	9450.69	3.201838730514401	88	1	1	1	1.0	3.088758283191257	3.1231395602226257	2.8918800354003906
Arteriviridae	Etaarterivirus	Etaarterivirus ugarco 1	2501969	None	nonspecific_min-guides	taxon	NA	1589057830	1589057830	28	28	1	933632.0	1052.10	3.201838730514401	88	1	1	1	1.0	3.2956151579107558	3.330861806869507	2.9340816736221313
Caliciviridae	Bavovirus	Bavaria virus	2560343	None	nonspecific_min-guides	taxon	NA	1589111589	1589111589	4	4	1	621504.0	129.59	3.201838730514401	88	1	1	1	1.0	3.0870527029037476	2.955296754837036	2.8596415519714355
Caliciviridae	Nacovirus	Nacovirus A	2560612	None	nonspecific_min-guides	taxon	NA	1589114175	1589114175	1	1	1	534528.0	83.04	3.201838730514401	88	1	1	1	1.0	3.3390541076660156	3.3390541076660156	3.3390541076660156
Caliciviridae	Salovirus	Nordland virus	2560615	None	nonspecific_min-guides	taxon	NA	1589117889	1589117889	3	3	1	612872.0	1143.17	3.201838730514401	88	1	1	1	1.0	3.130019744237264	3.2473928928375244	2.8884520530700684
Anelloviridae	Lambdatorquevirus	Torque teno seal virus 8	2560820	None	nonspecific_min-guides	taxon	NA	1588957870	1588957870	133	133	1	1477360.0	297.55	4.8729632740824185	105	4	1	1	1.0	3.24712739447902	3.271007776260376	3.003078281879425
Arteriviridae	unknown	Porcine reproductive and respiratory syndrome virus	28344	None	nonspecific_min-guides	taxon	NA	1589169419	1589169419	991	990	1	9018672.0	251610.82	4.701838730514401	88	4	1	1	1.0	3.2467301974994967	3.3368866443634033	3.001780688762665
Adenoviridae	Siadenovirus	Frog siadenovirus A	298331	None	nonspecific_min-guides	taxon	NA	1588853484	1588853484	1	1	1	545512.0	75.18	3.201838730514401	88	1	1	1	1.0	3.2312061190605164	3.2312061190605164	3.2312061190605164
Adenoviridae	Siadenovirus	Turkey siadenovirus A	298333	None	nonspecific_min-guides	taxon	NA	1588865823	1588865823	2	2	1	568028.0	56.14	3.201838730514401	88	1	1	1	1.0	2.8930803537368774	2.8930803537368774	2.8930803537368774
Adenoviridae	Mastadenovirus	Simian mastadenovirus A	298334	None	nonspecific_min-guides	taxon	NA	1588804698	1588804698	3	3	1	605400.0	139.36	3.201838730514401	88	1	1	1	1.0	3.2574719190597534	3.2574719190597534	3.2574719190597534
Arenaviridae	Arenavirus	Mopeia Lassa virus reassortant 29	300180	L	nonspecific_min-guides	taxon	NA	1588970292	1588970292	23	23	1	542204.0	29.47	3.201838730514401	88	1	1	1	1.0	3.2709049401075942	3.2721434235572815	3.2721434235572815
Caliciviridae	Vesivirus	Rabbit vesivirus	303317	None	nonspecific_min-guides	taxon	NA	1589124303	1589124303	1	1	1	535484.0	89.65	3.201838730514401	88	1	1	1	1.0	3.118515193462372	3.118515193462372	3.118515193462372
Birnaviridae	Blosnavirus	Blotched snakehead virus	311176	A	nonspecific_min-guides	taxon	NA	1589103077	1589103077	1	1	1	529664.0	46.16	3.201838730514401	88	1	1	1	1.0	2.795019745826721	2.795019745826721	2.795019745826721
Alloherpesviridae	Cyprinivirus	Cyprinid herpesvirus 1	317858	None	nonspecific_min-guides	taxon	NA	1588917007	1588917007	1	1	1	767600.0	21835.02	3.201838730514401	88	1	1	1	1.0	3.1550116539001465	3.1550116539001465	3.1550116539001465
Alloherpesviridae	Cyprinivirus	Cyprinid herpesvirus 2	317878	None	nonspecific_min-guides	taxon	NA	1588917248	1588917248	4	4	1	798320.0	18597.09	3.201838730514401	88	1	1	1	1.0	3.295476198196411	3.295476198196411	3.295476198196411
Alloherpesviridae	Ictalurivirus	Acipenserid herpesvirus 2	320884	None	nonspecific_min-guides	taxon	NA	1588919167	1588919167	1	1	1	584156.0	677.93	3.201838730514401	88	1	1	1	1.0	2.9995334148406982	2.9995334148406982	2.9995334148406982
Circoviridae	Circovirus	Duck circovirus	324685	None	nonspecific_min-guides	taxon	NA	1589142122	1589142122	140	140	1	1405988.0	8168.15	3.201838730514401	88	1	1	1	1.0	3.2261005610227587	3.190521240234375	2.9767746925354004
Astroviridae	Avastrovirus	Chicken astrovirus	336959	None	nonspecific_min-guides	taxon	NA	1589080438	1589080438	6	1	1	535916.0	74.46	3.201838730514401	88	1	1	1	1.0	2.977575421333313	2.977575421333313	2.977575421333313
Caliciviridae	Lagovirus	European brown hare syndrome virus	33756	None	nonspecific_min-guides	taxon	NA	1589111863	1589111863	4	4	1	621480.0	120.37	3.201838730514401	88	1	1	1	1.0	2.9200179874897003	2.852870225906372	2.767928957939148
Caliciviridae	Vesivirus	Vesicular exanthema of swine virus	35612	None	nonspecific_min-guides	taxon	NA	1589126866	1589126866	5	5	1	660596.0	1119.31	3.201838730514401	88	1	1	1	1.0	3.138192582130432	3.211103141307831	2.81680166721344
Birnaviridae	Aquabirnavirus	Tellina virus	359995	A	nonspecific_min-guides	taxon	NA	1589100757	1589100757	1	1	1	533072.0	39.33	3.201838730514401	88	1	1	1	1.0	3.336528241634369	3.336528241634369	3.336528241634369
Arteriviridae	Simartevirus	Simian hemorrhagic fever virus	38143	None	nonspecific_min-guides	taxon	NA	1589068574	1589068574	11	10	1	573480.0	255.22	3.201838730514401	88	1	1	1	1.0	2.983202815055847	2.983202815055847	2.983202815055847
Adenoviridae	Mastadenovirus	Simian adenovirus 19	38416	None	nonspecific_min-guides	taxon	NA	1588793293	1588793293	1	1	1	560640.0	195.38	3.201838730514401	88	1	1	1	1.0	3.1938765048980713	3.1938765048980713	3.1938765048980713
Alloherpesviridae	Batrachovirus	Ranid herpesvirus 2	389214	None	nonspecific_min-guides	taxon	NA	1588916282	1588916282	1	1	1	727500.0	11508.77	3.201838730514401	88	1	1	1	1.0	3.0965367555618286	3.0965367555618286	3.0965367555618286
Anelloviridae	unknown	Small anellovirus	393049	None	nonspecific_min-guides	taxon	NA	1588934426	1588934426	1	1	1	525220.0	16.38	3.201838730514401	88	1	1	1	1.0	3.091992974281311	3.091992974281311	3.091992974281311
Circoviridae	Circovirus	Gull circovirus	400121	None	nonspecific_min-guides	taxon	NA	1589145050	1589145050	5	5	1	565420.0	40.85	3.201838730514401	88	1	1	1	1.0	2.982547235488892	2.989739418029785	2.9399752616882324
Circoviridae	Circovirus	Finch circovirus	400122	None	nonspecific_min-guides	taxon	NA	1589143099	1589143099	1	1	1	529788.0	34.19	3.201838730514401	88	1	1	1	1.0	3.3839948177337646	3.3839948177337646	3.3839948177337646
Adenoviridae	Mastadenovirus	Simian adenovirus 8	413258	None	nonspecific_min-guides	taxon	NA	1588796939	1588796939	1	1	1	554816.0	117.63	3.201838730514401	88	1	1	1	1.0	2.9190962314605713	2.9190962314605713	2.9190962314605713
Arenaviridae	Mammarenavirus	Oliveros mammarenavirus	42764	L	nonspecific_min-guides	taxon	NA	1589043915	1589043915	1	1	1	536284.0	49.64	3.201838730514401	88	1	1	1	1.0	3.391036808490753	3.391036808490753	3.391036808490753
Caliciviridae	Vesivirus	Steller sea lion vesivirus	436911	None	nonspecific_min-guides	taxon	NA	1589126070	1589126070	2	2	1	574268.0	168.11	3.201838730514401	88	1	1	1	1.0	3.0339760184288025	2.9059934616088867	2.9059934616088867
Arenaviridae	Mammarenavirus	Guanarito mammarenavirus	45219	L	nonspecific_min-guides	taxon	NA	1588984234	1588984234	17	15	1	856392.0	196.68	3.201838730514401	88	1	1	1	1.0	3.118604584534963	3.1767484545707703	2.7276545763015747
Arenaviridae	Mammarenavirus	Flexal mammarenavirus	45220	L	nonspecific_min-guides	taxon	NA	1588982023	1588982023	1	1	1	531664.0	18.27	3.201838730514401	88	1	1	1	1.0	3.110711097717285	3.110711097717285	3.110711097717285
Arenaviridae	Mammarenavirus	Latino mammarenavirus	45221	L	nonspecific_min-guides	taxon	NA	1588991533	1588991533	1	1	1	531248.0	16.93	3.201838730514401	88	1	1	1	1.0	3.059567093849182	3.059567093849182	3.059567093849182
Arenaviridae	Mammarenavirus	Tamiami mammarenavirus	45223	L	nonspecific_min-guides	taxon	NA	1589047792	1589047792	2	2	1	538232.0	53.23	3.201838730514401	88	1	1	1	1.0	3.2433183789253235	3.2433183789253235	3.2433183789253235
Arenaviridae	Mammarenavirus	Whitewater Arroyo mammarenavirus	46919	L	nonspecific_min-guides	taxon	NA	1589048761	1589048761	2	2	1	572552.0	149.39	3.201838730514401	88	1	1	1	1.0	2.757761538028717	2.7472795248031616	2.7472795248031616
Arenaviridae	Mammarenavirus	Pirital mammarenavirus	49891	L	nonspecific_min-guides	taxon	NA	1589044882	1589044882	2	1	1	539060.0	52.47	3.201838730514401	88	1	1	1	1.0	2.814112663269043	2.814112663269043	2.814112663269043
Arenaviridae	Mammarenavirus	Chapare mammarenavirus	499556	L	nonspecific_min-guides	taxon	NA	1588980234	1588980234	1	1	1	527392.0	17.37	3.201838730514401	88	1	1	1	1.0	3.0477693676948547	3.0477693676948547	3.0477693676948547
Alloherpesviridae	Ictalurivirus	Ictalurid herpesvirus 2	508441	None	nonspecific_min-guides	taxon	NA	1588926502	1588926502	1	1	1	649592.0	4242.90	3.201838730514401	88	1	1	1	1.0	3.0690068006515503	3.0690068006515503	3.0690068006515503
Adenoviridae	Mastadenovirus	Human mastadenovirus G	536079	None	nonspecific_min-guides	taxon	NA	1588770857	1588770857	6	6	1	681632.0	211.62	3.201838730514401	88	1	1	1	1.0	2.951228270928065	2.908475160598755	2.7610241174697876
Arenaviridae	Mammarenavirus	Ippy mammarenavirus	55096	L	nonspecific_min-guides	taxon	NA	1588986211	1588986211	1	1	1	537080.0	18.30	3.201838730514401	88	1	1	1	1.0	3.2349892258644104	3.2349892258644104	3.2349892258644104
Arenaviridae	Mammarenavirus	Mobala mammarenavirus	55097	L	nonspecific_min-guides	taxon	NA	1589042208	1589042208	1	1	1	542588.0	55.00	3.201838730514401	88	1	1	1	1.0	3.1371657848358154	3.1371657848358154	3.1371657848358154
Astroviridae	Mamastrovirus	Astrovirus MLB1	568715	None	nonspecific_min-guides	taxon	NA	1589081753	1589081753	7	7	1	681008.0	103.64	3.201838730514401	88	1	1	1	1.0	3.1201521328517368	3.1623242497444153	2.8671194314956665
Arenaviridae	unknown	Morogoro mammarenavirus	573900	L	nonspecific_min-guides	taxon	NA	1588963841	1588963841	1	1	1	530068.0	19.15	3.201838730514401	88	1	1	1	1.0	2.994898796081543	2.994898796081543	2.994898796081543
Caliciviridae	Lagovirus	Rabbit calicivirus Australia 1 MIC-07	576948	None	nonspecific_min-guides	taxon	NA	1589112683	1589112683	1	1	1	534672.0	86.09	3.201838730514401	88	1	1	1	1.0	3.2090179920196533	3.2090179920196533	3.2090179920196533
Birnaviridae	Aquabirnavirus	Yellowtail ascites virus	59816	A	nonspecific_min-guides	taxon	NA	1589101837	1589101837	8	8	1	591796.0	56.39	3.201838730514401	88	1	1	1	1.0	2.9941533729434013	3.118167459964752	2.780495285987854
Caliciviridae	unknown	St-Valerien swine virus	646294	None	nonspecific_min-guides	taxon	NA	1589111102	1589111102	5	5	1	648368.0	226.12	3.201838730514401	88	1	1	1	1.0	3.270572543144226	3.4199728965759277	3.0464720129966736
Arenaviridae	Mammarenavirus	Lujo mammarenavirus	649188	L	nonspecific_min-guides	taxon	NA	1588995507	1588995507	2	2	1	527140.0	19.08	3.201838730514401	88	1	1	1	1.0	2.9959516525268555	2.9959516525268555	2.9959516525268555
Astroviridae	Mamastrovirus	HMO Astrovirus A	682382	None	nonspecific_min-guides	taxon	NA	1589086790	1589086790	2	2	1	563936.0	65.68	3.201838730514401	88	1	1	1	1.0	2.9749297499656677	2.9660706520080566	2.9660706520080566
Astroviridae	unknown	Astrovirus MLB2	683172	None	nonspecific_min-guides	taxon	NA	1589072156	1589072156	3	3	1	575172.0	59.50	3.201838730514401	88	1	1	1	1.0	3.1813000440597534	3.2840846180915833	2.9757308959960938
Astroviridae	unknown	Astrovirus VA3	683174	None	nonspecific_min-guides	taxon	NA	1589073633	1589073633	1	1	1	540984.0	57.06	3.201838730514401	88	1	1	1	1.0	3.0039634108543396	3.0039634108543396	3.0039634108543396
Anelloviridae	Alphatorquevirus	Torque teno virus 1	687340	None	nonspecific_min-guides	taxon	NA	1588937307	1588937307	20	20	1	807380.0	375.64	3.214495248781893	89	1	1	1	1.0	3.032769334316254	3.0922910571098328	2.78298282623291
Anelloviridae	Alphatorquevirus	Torque teno virus 2	687341	None	nonspecific_min-guides	taxon	NA	1588939627	1588939627	1	1	1	524676.0	13.93	3.201838730514401	88	1	1	1	1.0	3.475344240665436	3.475344240665436	3.475344240665436
Anelloviridae	Alphatorquevirus	Torque teno virus 3	687342	None	nonspecific_min-guides	taxon	NA	1588942048	1588942048	1	1	1	527468.0	14.79	3.201838730514401	88	1	1	1	1.0	3.112196981906891	3.112196981906891	3.112196981906891
Anelloviridae	Alphatorquevirus	Torque teno virus 4	687343	None	nonspecific_min-guides	taxon	NA	1588942289	1588942289	1	1	1	524004.0	15.62	3.201838730514401	88	1	1	1	1.0	3.139061212539673	3.139061212539673	3.139061212539673
Anelloviridae	Alphatorquevirus	Torque teno virus 5	687344	None	nonspecific_min-guides	taxon	NA	1588942530	1588942530	1	1	1	523676.0	14.09	3.201838730514401	88	1	1	1	1.0	3.0043129920959473	3.0043129920959473	3.0043129920959473
Anelloviridae	Alphatorquevirus	Torque teno virus 6	687345	None	nonspecific_min-guides	taxon	NA	1588942772	1588942772	1	1	1	526592.0	15.12	3.201838730514401	88	1	1	1	1.0	3.1800231337547302	3.1800231337547302	3.1800231337547302
Anelloviridae	Alphatorquevirus	Torque teno virus 7	687346	None	nonspecific_min-guides	taxon	NA	1588943013	1588943013	3	3	1	544680.0	15.26	3.201838730514401	88	1	1	1	1.0	3.0616615414619446	3.0616615414619446	3.0616615414619446
Anelloviridae	Alphatorquevirus	Torque teno virus 8	687347	None	nonspecific_min-guides	taxon	NA	1588943256	1588943256	1	1	1	525728.0	13.96	3.201838730514401	88	1	1	1	1.0	3.1372352242469788	3.1372352242469788	3.1372352242469788
Anelloviridae	Alphatorquevirus	Torque teno virus 9	687348	None	nonspecific_min-guides	taxon	NA	1588943497	1588943497	1	1	1	524168.0	12.76	3.201838730514401	88	1	1	1	1.0	3.402804136276245	3.402804136276245	3.402804136276245
Anelloviridae	Alphatorquevirus	Torque teno virus 10	687349	None	nonspecific_min-guides	taxon	NA	1588937550	1588937550	2	2	1	565488.0	37.53	3.201838730514401	88	1	1	1	1.0	2.8770908415317535	2.7493425607681274	2.7493425607681274
Anelloviridae	Alphatorquevirus	Torque teno virus 11	687350	None	nonspecific_min-guides	taxon	NA	1588937842	1588937842	1	1	1	534672.0	15.88	3.201838730514401	88	1	1	1	1.0	3.0121277570724487	3.0121277570724487	3.0121277570724487
Anelloviridae	Alphatorquevirus	Torque teno virus 12	687351	None	nonspecific_min-guides	taxon	NA	1588938172	1588938172	1	1	1	526112.0	18.21	3.201838730514401	88	1	1	1	1.0	3.381452262401581	3.381452262401581	3.381452262401581
Anelloviridae	Alphatorquevirus	Torque teno virus 13	687352	None	nonspecific_min-guides	taxon	NA	1588938414	1588938414	1	1	1	527376.0	16.75	3.201838730514401	88	1	1	1	1.0	3.0012701749801636	3.0012701749801636	3.0012701749801636
Anelloviridae	Alphatorquevirus	Torque teno virus 14	687353	None	nonspecific_min-guides	taxon	NA	1588938657	1588938657	1	1	1	529412.0	17.96	3.201838730514401	88	1	1	1	1.0	3.0138219594955444	3.0138219594955444	3.0138219594955444
Anelloviridae	Alphatorquevirus	Torque teno virus 15	687354	None	nonspecific_min-guides	taxon	NA	1588938899	1588938899	1	1	1	526756.0	19.42	3.201838730514401	88	1	1	1	1.0	3.1166953444480896	3.1166953444480896	3.1166953444480896
Anelloviridae	Alphatorquevirus	Torque teno virus 16	687355	None	nonspecific_min-guides	taxon	NA	1588939141	1588939141	1	1	1	524696.0	16.92	3.201838730514401	88	1	1	1	1.0	3.2282978892326355	3.2282978892326355	3.2282978892326355
Anelloviridae	Alphatorquevirus	Torque teno virus 19	687358	None	nonspecific_min-guides	taxon	NA	1588939384	1588939384	1	1	1	526292.0	15.72	3.201838730514401	88	1	1	1	1.0	3.1794925332069397	3.1794925332069397	3.1794925332069397
Anelloviridae	Alphatorquevirus	Torque teno virus 20	687359	None	nonspecific_min-guides	taxon	NA	1588939869	1588939869	1	1	1	524988.0	13.81	3.201838730514401	88	1	1	1	1.0	3.0012701749801636	3.0012701749801636	3.0012701749801636
Anelloviridae	Alphatorquevirus	Torque teno virus 21	687360	None	nonspecific_min-guides	taxon	NA	1588940110	1588940110	1	1	1	529948.0	14.10	3.201838730514401	88	1	1	1	1.0	3.0579735040664673	3.0579735040664673	3.0579735040664673
Anelloviridae	Alphatorquevirus	Torque teno virus 23	687362	None	nonspecific_min-guides	taxon	NA	1588940352	1588940352	1	1	1	526104.0	13.75	3.201838730514401	88	1	1	1	1.0	2.986476421356201	2.986476421356201	2.986476421356201
Anelloviridae	Alphatorquevirus	Torque teno virus 24	687363	None	nonspecific_min-guides	taxon	NA	1588940594	1588940594	1	1	1	524564.0	14.00	3.201838730514401	88	1	1	1	1.0	3.0043129920959473	3.0043129920959473	3.0043129920959473
Anelloviridae	Alphatorquevirus	Torque teno virus 25	687364	None	nonspecific_min-guides	taxon	NA	1588940837	1588940837	1	1	1	528372.0	14.59	3.201838730514401	88	1	1	1	1.0	3.116113781929016	3.116113781929016	3.116113781929016
Anelloviridae	Alphatorquevirus	Torque teno virus 26	687365	None	nonspecific_min-guides	taxon	NA	1588941079	1588941079	1	1	1	526112.0	16.10	3.201838730514401	88	1	1	1	1.0	2.9526439905166626	2.9526439905166626	2.9526439905166626
Anelloviridae	Alphatorquevirus	Torque teno virus 27	687366	None	nonspecific_min-guides	taxon	NA	1588941321	1588941321	1	1	1	522768.0	13.84	3.201838730514401	88	1	1	1	1.0	3.171791136264801	3.171791136264801	3.171791136264801
Anelloviridae	Alphatorquevirus	Torque teno virus 28	687367	None	nonspecific_min-guides	taxon	NA	1588941564	1588941564	1	1	1	522220.0	13.98	3.201838730514401	88	1	1	1	1.0	3.361365497112274	3.361365497112274	3.361365497112274
