family	genus	species	taxid	segment	refseqs	neighbor-count
Astroviridae	unknown	Bastrovirus BAS-1	2025396	None	NC_035758	1
Astroviridae	unknown	Bastrovirus BAS-2	2025397	None	NC_035471	1
Astroviridae	unknown	Bastrovirus BAS-3	2025398	None	NC_032484	3
Astroviridae	unknown	Bastrovirus-like_virus/VietNam/Bat/17819_21	1906170	None	NC_032426	1
Astroviridae	unknown	Bastrovirus/VietNam/Porcine/17489_85	1906173	None	NC_032423	1
Astroviridae	unknown	Bovine astrovirus CH13	1522059	None	NC_024498	9
Astroviridae	unknown	Mouse astrovirus M-52/USA/2008	1074210	None	NC_015935	1
Astroviridae	unknown	Murine astrovirus	1141625	None	NC_018702	3
Astroviridae	unknown	Porcine astrovirus 5	1093928	None	NC_023636	8
Astroviridae	unknown	Sichuan takin astrovirus	2220003	None	NC_037655	1
Astroviridae	Avastrovirus	Avastrovirus 3	1239439	None	NC_005790	2
Astroviridae	Avastrovirus	Chicken astrovirus	336959	None	NC_003790	3
Astroviridae	Avastrovirus	Duck astrovirus GII.A	905828	None	NC_012437	7
Astroviridae	Avastrovirus	Goose astrovirus	1349999	None	NC_034567	13
Astroviridae	Avastrovirus	Turkey astrovirus	70793	None	NC_002470	8
Astroviridae	Mamastrovirus	Astrovirus MLB1	568715	None	NC_011400	7
Astroviridae	Mamastrovirus	Astrovirus wild boar/WBAstV-1/2011/HUN	1137931	None	NC_016896	1
Astroviridae	Mamastrovirus	Bovine astrovirus	1435485	None	NC_024297	14
Astroviridae	Mamastrovirus	Bovine astrovirus B170/HK	1027244	None	NC_023632	1
Astroviridae	Mamastrovirus	Bovine astrovirus B18/HK	1027245	None	NC_023631	2
Astroviridae	Mamastrovirus	Bovine astrovirus B76-2/HK	1027247	None	NC_023630	1
Astroviridae	Mamastrovirus	Bovine astrovirus B76/HK	1027248	None	NC_023629	1
Astroviridae	Mamastrovirus	Burkina Faso astrovirus	1518574	None	NC_024472	1
Astroviridae	Mamastrovirus	Canine astrovirus	1157338	None	NC_026814	11
Astroviridae	Mamastrovirus	Dromedary astrovirus	1662272	None	NC_027711	4
Astroviridae	Mamastrovirus	Feline astrovirus 2	1389204	None	NC_022249	2
Astroviridae	Mamastrovirus	HMO Astrovirus A	682382	None	NC_013443	2
Astroviridae	Mamastrovirus	Mamastrovirus 1	1239565	None	NC_030922,NC_001943	38
Astroviridae	Mamastrovirus	Mamastrovirus 10	1239574	None	NC_004579	2
Astroviridae	Mamastrovirus	Mamastrovirus 11	1239575	None	NC_043097	1
Astroviridae	Mamastrovirus	Mamastrovirus 12	1239576	None	NC_043098	1
Astroviridae	Mamastrovirus	Mamastrovirus 13	1239577	None	NC_002469	4
Astroviridae	Mamastrovirus	Mamastrovirus 14	1239578	None	NC_043099	1
Astroviridae	Mamastrovirus	Mamastrovirus 15	1239579	None	NC_043100	1
Astroviridae	Mamastrovirus	Mamastrovirus 16	1239580	None	NC_043101	1
Astroviridae	Mamastrovirus	Mamastrovirus 17	1239581	None	NC_038368	1
Astroviridae	Mamastrovirus	Mamastrovirus 18	1239582	None	NC_043102	1
Astroviridae	Mamastrovirus	Mamastrovirus 19	1239583	None	NC_043103	1
Astroviridae	Mamastrovirus	Mamastrovirus 2	1239566	None	NC_024701,NC_034974,NC_034974,NC_024701	11
Astroviridae	Mamastrovirus	Mamastrovirus 3	1239567	None	NC_025379	6
Astroviridae	Mamastrovirus	Mamastrovirus 4	1239568	None	NC_034975	2
Astroviridae	Mamastrovirus	Mamastrovirus 5	1239569	None	NC_043416	2
Astroviridae	Mamastrovirus	Mamastrovirus 7	1239571	None	NC_043096	1
Astroviridae	Mamastrovirus	Mamastrovirus 9	1239573	None	NC_013060	4
Astroviridae	Mamastrovirus	Porcine astrovirus 2	1105378	None	NC_023674	19
Astroviridae	Mamastrovirus	Porcine astrovirus 3	1254425	None	NC_019494	10
Astroviridae	Mamastrovirus	Porcine astrovirus 4	1105379	None	NC_023675	26
Astroviridae	Mamastrovirus	Qinghai Himalayan marmot astrovirus 1	1961665	None	NC_033792	1
Astroviridae	Mamastrovirus	Qinghai Himalayan marmot astrovirus 2	1961666	None	NC_033821	1
Astroviridae	Mamastrovirus	Rabbit astrovirus TN/2208/2010	1161132	None	NC_025346	1
Astroviridae	Mamastrovirus	Rodent astrovirus	1914442	None	NC_036583	1
Birnaviridae	unknown	Espirito Santo virus	1127767	B	NC_016517	1
Birnaviridae	unknown	Espirito Santo virus	1127767	A	NC_016518	1
Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	11002	A	NC_001915	95
Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	11002	B	NC_001916	143
Birnaviridae	Aquabirnavirus	Tasmanian aquabirnavirus	1721090	A	NC_028252	14
Birnaviridae	Aquabirnavirus	Tasmanian aquabirnavirus	1721090	B	NC_028253	14
Birnaviridae	Aquabirnavirus	Tellina virus	359995	A	NC_038869	1
Birnaviridae	Aquabirnavirus	Tellina virus	359995	B	NC_038870	1
Birnaviridae	Aquabirnavirus	Victorian trout aquabirnavirus	1661392	A	NC_030242	1
Birnaviridae	Aquabirnavirus	Victorian trout aquabirnavirus	1661392	B	NC_030244	1
Birnaviridae	Aquabirnavirus	Yellowtail ascites virus	59816	A	NC_004168	8
Birnaviridae	Aquabirnavirus	Yellowtail ascites virus	59816	B	NC_004176	5
Birnaviridae	Avibirnavirus	Infectious bursal disease virus	10995	A	NC_004178	140
Birnaviridae	Avibirnavirus	Infectious bursal disease virus	10995	B	NC_004179	142
Birnaviridae	Blosnavirus	Blotched snakehead virus	311176	A	NC_005982	1
Birnaviridae	Blosnavirus	Blotched snakehead virus	311176	B	NC_005983	1
Bornaviridae	Carbovirus	Queensland carbovirus	2136037	None	NC_039013	1
Bornaviridae	Carbovirus	Southwest carbovirus	2136038	None	NC_039014	1
Bornaviridae	Orthobornavirus	Elapid 1 orthobornavirus	1881950	None	NC_024778	1
Bornaviridae	Orthobornavirus	Mammalian 1 orthobornavirus	1714619	None	NC_001607,NC_030692,NC_001607	34
Bornaviridae	Orthobornavirus	Mammalian 2 orthobornavirus	1897087	None	NC_030701	21
Bornaviridae	Orthobornavirus	Passeriform 1 orthobornavirus	1548720	None	NC_030690,NC_027892,NC_024296	1
Bornaviridae	Orthobornavirus	Passeriform 2 orthobornavirus	1548721	None	NC_038268	1
Bornaviridae	Orthobornavirus	Psittaciform 1 orthobornavirus	1548713	None	NC_030688,NC_030689,NC_039189,NC_028106,NC_030689,NC_039189,NC_028106	10
Bornaviridae	Orthobornavirus	Psittaciform 2 orthobornavirus	1884878	None	NC_039190	4
Bornaviridae	Orthobornavirus	Waterbird 1 orthobornavirus	1548722	None	NC_029642,NC_030691,NC_030691,NC_029642	5
Caliciviridae	unknown	Calicivirus isolate TCG	243550	None	NC_006875	1
Caliciviridae	unknown	Fathead minnow calicivirus	1949201	None	NC_035675	1
Caliciviridae	unknown	Goose calicivirus	1493858	None	NC_024078	3
Caliciviridae	unknown	St-Valerien swine virus	646294	None	NC_012699	5
Caliciviridae	Bavovirus	Bavaria virus	2560343	None	NC_033081	4
Caliciviridae	Lagovirus	European brown hare syndrome virus	33756	None	NC_002615	4
Caliciviridae	Lagovirus	Rabbit calicivirus Australia 1 MIC-07	576948	None	NC_011704	1
Caliciviridae	Lagovirus	Rabbit hemorrhagic disease virus	11976	None	NC_001543	85
Caliciviridae	Nacovirus	Nacovirus A	2560612	None	NC_043516	1
Caliciviridae	Nebovirus	Bovine calicivirus strain Kirklareli	1812179	None	NC_030793	1
Caliciviridae	Nebovirus	Newbury 1 virus	2170030	None	NC_007916,NC_004064	1
Caliciviridae	Norovirus	Marmot norovirus	2161807	None	NC_040674	1
Caliciviridae	Norovirus	Norwalk virus	11983	None	NC_029646,NC_008311,NC_029645,NC_001959,NC_029647,NC_029647	1384
Caliciviridae	Norovirus	Primate norovirus	1903318	None	NC_031324	1
Caliciviridae	Salovirus	Nordland virus	2560615	None	NC_024031	3
Caliciviridae	Sapovirus	Bat sapovirus	1959930	None	NC_033776	3
Caliciviridae	Sapovirus	Bat sapovirus TLC58/HK	1185359	None	NC_017936	1
Caliciviridae	Sapovirus	Sapporo virus	95342	None	NC_006554,NC_006269,NC_027026,NC_010624,NC_000940,NC_010624,NC_027026,NC_006269	143
Caliciviridae	Vesivirus	Canine calicivirus	1176484	None	NC_004542	3
Caliciviridae	Vesivirus	Feline calicivirus	11978	None	NC_001481	46
Caliciviridae	Vesivirus	Hom-1 vesivirus	1960046	None	NC_034444	1
Caliciviridae	Vesivirus	Mink calicivirus	154122	None	NC_019712	2
Caliciviridae	Vesivirus	Rabbit vesivirus	303317	None	NC_008580	1
Caliciviridae	Vesivirus	San Miguel sea lion virus 8	1564182	None	NC_025676	2
Caliciviridae	Vesivirus	Steller sea lion vesivirus	436911	None	NC_011050	2
Caliciviridae	Vesivirus	Vesicular exanthema of swine virus	35612	None	NC_029646,NC_008311,NC_029645,NC_001959,NC_029647,NC_004541,NC_002551	6
Caliciviridae	Vesivirus	Vesivirus ferret badger/JX12/China/2012	1615583	None	NC_027122	1
Circoviridae	unknown	Apteryx rowi circovirus-like virus	1634476	None	NC_040528	1
Circoviridae	unknown	Chimpanzee faeces associated circular DNA virus 1	1676184	None	NC_030466	1
Circoviridae	unknown	Circoviridae 1 LDMD-2013	1379692	None	NC_025705	1
Circoviridae	unknown	Circoviridae 10 LDMD-2013	1379714	None	NC_025715	1
Circoviridae	unknown	Circoviridae 11 LDMD-2013	1379715	None	NC_025716	1
Circoviridae	unknown	Circoviridae 13 LDMD-2013	1379717	None	NC_025717	1
Circoviridae	unknown	Circoviridae 14 LDMD-2013	1379718	None	NC_025718	1
Circoviridae	unknown	Circoviridae 15 LDMD-2013	1379719	None	NC_025719	1
Circoviridae	unknown	Circoviridae 16 LDMD-2013	1379720	None	NC_025720	1
Circoviridae	unknown	Circoviridae 17 LDMD-2013	1379721	None	NC_025709	2
Circoviridae	unknown	Circoviridae 19 LDMD-2013	1379723	None	NC_025723	1
Circoviridae	unknown	Circoviridae 2 LDMD-2013	1379695	None	NC_025706	1
Circoviridae	unknown	Circoviridae 21 LDMD-2013	1379725	None	NC_025724	1
Circoviridae	unknown	Circoviridae 3 LDMD-2013	1379707	None	NC_025708	1
Circoviridae	unknown	Circoviridae 6 LDMD-2013	1379710	None	NC_025711	1
Circoviridae	unknown	Circoviridae 7 LDMD-2013	1379711	None	NC_025712	1
Circoviridae	unknown	Circoviridae 8 LDMD-2013	1379712	None	NC_025713	1
Circoviridae	unknown	Circoviridae 9 LDMD-2013	1379713	None	NC_025714	1
Circoviridae	unknown	Circoviridae LDMD-2013a	1576597	None	NC_025710	2
Circoviridae	unknown	Circoviridae LDMD-2013b	1576598	None	NC_025722	2
Circoviridae	unknown	Circoviridae SFBeef	1548712	None	NC_025216	1
Circoviridae	unknown	Dromedary stool-associated circular ssDNA virus	1574422	None	NC_025959	8
Circoviridae	unknown	Fur seal faeces associated circular DNA virus	1353241	None	NC_023879	3
Circoviridae	unknown	Garrulus glandarius associated circular virus 1	2006642	None	NC_035209	1
Circoviridae	unknown	Human fecal virus Jorvi2	2017081	None	NC_035212	1
Circoviridae	unknown	Human fecal virus Jorvi3	2017082	None	NC_035213	1
Circoviridae	unknown	Human fecal virus Jorvi4	2017083	None	NC_035211	1
Circoviridae	unknown	Meles meles circovirus-like virus	1128073	None	NC_040362	1
Circoviridae	unknown	Paguma larvata circovirus	2294094	None	NC_040679	3
Circoviridae	unknown	Po-Circo-like virus	1454552	None	NC_025682	2
Circoviridae	unknown	Po-Circo-like virus 41	1105385	None	NC_025683	1
Circoviridae	unknown	Po-Circo-like virus 51	1105386	None	NC_025684	1
Circoviridae	unknown	Porcine stool-associated circular virus 4	1475062	None	NC_023877	1
Circoviridae	unknown	Porcine stool-associated circular virus 5	1475063	None	NC_023878	1
Circoviridae	unknown	Porcine stool-associated circular virus/BEL/15V010	2017724	None	NC_035476	1
Circoviridae	Circovirus	Anguilla anguilla circovirus	1420600	None	NC_023421	4
Circoviridae	Circovirus	Barbel circovirus	759938	None	NC_015399	2
Circoviridae	Circovirus	Bat associated circovirus 1	1868218	None	NC_038385	1
Circoviridae	Circovirus	Bat associated circovirus 2	1868219	None	NC_021206	1
Circoviridae	Circovirus	Bat associated circovirus 3	1868220	None	NC_038386	1
Circoviridae	Circovirus	Bat associated circovirus 4	2003309	None	NC_028045	1
Circoviridae	Circovirus	Bat associated circovirus 5	2003310	None	NC_038387	1
Circoviridae	Circovirus	Bat associated circovirus 6	2003311	None	NC_038388	1
Circoviridae	Circovirus	Bat associated circovirus 7	2003312	None	NC_038389	1
Circoviridae	Circovirus	Bat associated circovirus 8	2003313	None	NC_038390	1
Circoviridae	Circovirus	Bat associated circovirus 9	2169823	None	NC_039033	1
Circoviridae	Circovirus	Bat circovirus	1329650	None	NC_035799	1
Circoviridae	Circovirus	Beak and feather disease virus	77856	None	NC_001944	404
Circoviridae	Circovirus	Canary circovirus	142661	None	NC_003410	1
Circoviridae	Circovirus	Canine circovirus	1194757	None	NC_020904	87
Circoviridae	Circovirus	Chimpanzee associated circovirus 1	1959759	None	NC_038391	1
Circoviridae	Circovirus	Circovirus sp.	1964372	None	NC_034210	14
Circoviridae	Circovirus	Duck circovirus	324685	None	NC_006561,NC_007220,NC_005053	116
Circoviridae	Circovirus	European catfish circovirus	1959744	None	NC_025246	2
Circoviridae	Circovirus	Feline stool-associated circular virus KU14	2249941	None	NC_040381	1
Circoviridae	Circovirus	Finch circovirus	400122	None	NC_008522	1
Circoviridae	Circovirus	Giant panda circovirus 1	2016456	None	NC_035200	1
Circoviridae	Circovirus	Giant panda circovirus 2	2016457	None	NC_035195	1
Circoviridae	Circovirus	Giant panda circovirus 3	2016458	None	NC_035194	1
Circoviridae	Circovirus	Giant panda circovirus 4	2016459	None	NC_035196	1
Circoviridae	Circovirus	Goose circovirus	146032	None	NC_003054	67
Circoviridae	Circovirus	Gull circovirus	400121	None	NC_008521	5
Circoviridae	Circovirus	Human associated circovirus 1	1959761	None	NC_038392	1
Circoviridae	Circovirus	Human circovirus VS6600022	1525173	None	NC_024694	1
Circoviridae	Circovirus	Mink circovirus	1475143	None	NC_023885	9
Circoviridae	Circovirus	Molossus molossus circovirus 1	1959842	None	NC_040383	1
Circoviridae	Circovirus	Molossus molossus circovirus 2	1959843	None	NC_040382	1
Circoviridae	Circovirus	Molossus molossus circovirus 3	1959844	None	NC_040380	1
Circoviridae	Circovirus	Molossus molossus circovirus 4	1959845	None	NC_040386	1
Circoviridae	Circovirus	Pigeon circovirus	1414603	None	NC_002361	112
Circoviridae	Circovirus	Porcine circovirus 1	133704	None	NC_001792	71
Circoviridae	Circovirus	Porcine circovirus 2	85708	None	NC_005148	2256
Circoviridae	Circovirus	Porcine circovirus 3	1868221	None	NC_031753	409
Circoviridae	Circovirus	Porcine circovirus type 1/2a	720569	None	NC_013774	3
Circoviridae	Circovirus	Porcine circovirus-like virus P1	1506546	None	NC_036593	29
Circoviridae	Circovirus	Raven circovirus	345250	None	NC_008375	1
Circoviridae	Circovirus	Starling circovirus	349370	None	NC_008033	3
Circoviridae	Circovirus	Swan circovirus	459957	None	NC_025247	2
Circoviridae	Circovirus	Zebra finch circovirus	1642515	None	NC_026945	6
Circoviridae	Cyclovirus	Bat associated cyclovirus 1	2050928	None	NC_034547	1
Circoviridae	Cyclovirus	Bat associated cyclovirus 10	1987735	None	NC_025792	1
Circoviridae	Cyclovirus	Bat associated cyclovirus 11	1987736	None	NC_038400	1
Circoviridae	Cyclovirus	Bat associated cyclovirus 12	1987737	None	NC_025791	1
Circoviridae	Cyclovirus	Bat associated cyclovirus 13	1987738	None	NC_038401	1
Circoviridae	Cyclovirus	Bat associated cyclovirus 14	1987739	None	NC_038402	1
Circoviridae	Cyclovirus	Bat associated cyclovirus 15	1987740	None	NC_038403	1
Circoviridae	Cyclovirus	Bat associated cyclovirus 16	1987741	None	NC_038404	1
Circoviridae	Cyclovirus	Bat associated cyclovirus 2	2050585	None	NC_038393	1
Circoviridae	Cyclovirus	Bat associated cyclovirus 3	2050586	None	NC_038394	1
Circoviridae	Cyclovirus	Bat associated cyclovirus 4	2050587	None	NC_038395	1
Circoviridae	Cyclovirus	Bat associated cyclovirus 5	2050925	None	NC_014929	1
Circoviridae	Cyclovirus	Bat associated cyclovirus 6	1987731	None	NC_038396	1
Circoviridae	Cyclovirus	Bat associated cyclovirus 7	1987732	None	NC_038397	1
Circoviridae	Cyclovirus	Bat associated cyclovirus 8	1987733	None	NC_038398	1
Circoviridae	Cyclovirus	Bat associated cyclovirus 9	1987734	None	NC_038399	1
Circoviridae	Cyclovirus	Bovine associated cyclovirus 1	2050927	None	NC_038405	1
Circoviridae	Cyclovirus	Chicken associated cyclovirus 1	2050596	None	NC_038406,NC_014930,NC_014930,NC_038406	2
Circoviridae	Cyclovirus	Chicken associated cyclovirus 2	2109365	None	NC_040639	1
Circoviridae	Cyclovirus	Chimpanzee associated cyclovirus 1	2051672	None	NC_038407	1
Circoviridae	Cyclovirus	Cyclovirus PKgoat21/PAK/2009	942033	None	NC_014927	1
Circoviridae	Cyclovirus	Cyclovirus ZM36a	1506568	None	NC_025476	1
Circoviridae	Cyclovirus	Duck associated cyclovirus 1	2006585	None	NC_034977	5
Circoviridae	Cyclovirus	Feline associated cyclovirus 1	1987742	None	NC_024700	1
Circoviridae	Cyclovirus	Goat associated cyclovirus 1	2050926	None	NC_014928	1
Circoviridae	Cyclovirus	Horse associated cyclovirus 1	1987743	None	NC_038411	1
Circoviridae	Cyclovirus	Human associated cyclovirus 1	2038719	None	NC_038412	1
Circoviridae	Cyclovirus	Human associated cyclovirus 10	2038728	None	NC_023874	4
Circoviridae	Cyclovirus	Human associated cyclovirus 11	1987745	None	NC_038418	1
Circoviridae	Cyclovirus	Human associated cyclovirus 12	2169855	None	NC_032682	1
Circoviridae	Cyclovirus	Human associated cyclovirus 2	2038720	None	NC_036877	1
Circoviridae	Cyclovirus	Human associated cyclovirus 3	2038721	None	NC_038413	1
Circoviridae	Cyclovirus	Human associated cyclovirus 4	2038722	None	NC_038414	1
Circoviridae	Cyclovirus	Human associated cyclovirus 5	2038723	None	NC_038415	1
Circoviridae	Cyclovirus	Human associated cyclovirus 6	2038724	None	NC_038416	1
Circoviridae	Cyclovirus	Human associated cyclovirus 7	2038725	None	NC_038417	1
Circoviridae	Cyclovirus	Human associated cyclovirus 8	2038726	None	NC_039215	23
Circoviridae	Cyclovirus	Human associated cyclovirus 9	2038727	None	NC_021568	1
Circoviridae	Cyclovirus	Mouse associated cyclovirus 1	2169856	None	NC_031755	1
Circoviridae	Cyclovirus	Squirrel associated cyclovirus 1	1987744	None	NC_027530	1
Coronaviridae	unknown	Ball python nidovirus 1	1986118	None	NC_024709	2
Coronaviridae	unknown	Bat coronavirus	1508220	None	NC_034440	12
Coronaviridae	unknown	Bat coronavirus BM48-31/BGR/2008	864596	None	NC_014470	1
Coronaviridae	unknown	Bovine nidovirus 1	1986112	None	NC_027199	1
Coronaviridae	unknown	unidentified human coronavirus	694448	None	NC_036584	1
Coronaviridae	Alphacoronavirus	Alphacoronavirus 1	693997	None	NC_038861,NC_002306,NC_028806,NC_038861,NC_028806	131
Coronaviridae	Alphacoronavirus	Bat coronavirus 1A	393767	None	NC_010437	4
Coronaviridae	Alphacoronavirus	Bat coronavirus CDPHE15	1913643	None	NC_022103	2
Coronaviridae	Alphacoronavirus	Bat coronavirus HKU10	1244203	None	NC_018871	8
Coronaviridae	Alphacoronavirus	BtMr-AlphaCoV/SAX2011	1503289	None	NC_028811	1
Coronaviridae	Alphacoronavirus	BtNv-AlphaCoV/SC2013	1503291	None	NC_028833	1
Coronaviridae	Alphacoronavirus	BtRf-AlphaCoV/HuB2013	1503292	None	NC_028814	2
Coronaviridae	Alphacoronavirus	BtRf-AlphaCoV/YN2012	1503293	None	NC_028824	1
Coronaviridae	Alphacoronavirus	Coronavirus AcCoV-JC34	1964806	None	NC_034972	1
Coronaviridae	Alphacoronavirus	Ferret coronavirus	1264898	None	NC_030292	5
Coronaviridae	Alphacoronavirus	Human coronavirus 229E	11137	None	NC_028752	66
Coronaviridae	Alphacoronavirus	Human coronavirus NL63	277944	None	NC_005831	67
Coronaviridae	Alphacoronavirus	Lucheng Rn rat coronavirus	1508224	None	NC_032730	1
Coronaviridae	Alphacoronavirus	Miniopterus bat coronavirus HKU8	694001	None	NC_010438	5
Coronaviridae	Alphacoronavirus	Mink coronavirus 1	1913642	None	NC_023760	1
Coronaviridae	Alphacoronavirus	NL63-related bat coronavirus	1920748	None	NC_032107	3
Coronaviridae	Alphacoronavirus	Porcine epidemic diarrhea virus	28295	None	NC_003436	500
Coronaviridae	Alphacoronavirus	Rhinolophus bat coronavirus HKU2	693998	None	NC_009988	9
Coronaviridae	Alphacoronavirus	Scotophilus bat coronavirus 512	693999	None	NC_009657	1
Coronaviridae	Alphacoronavirus	Wencheng Sm shrew coronavirus	1508228	None	NC_035191	9
Coronaviridae	Bafinivirus	Fathead minnow nidovirus 1	1965074	None	NC_038295	1
Coronaviridae	Bafinivirus	White bream virus	405554	None	NC_008516	1
Coronaviridae	Betacoronavirus	Bat Hp-betacoronavirus Zhejiang2013	2501961	None	NC_025217	1
Coronaviridae	Betacoronavirus	Betacoronavirus 1	694003	None	NC_006213,NC_003045,NC_003045	309
Coronaviridae	Betacoronavirus	Betacoronavirus HKU24	1590370	None	NC_026011	3
Coronaviridae	Betacoronavirus	Hedgehog coronavirus 1	1965093	None	NC_039207	3
Coronaviridae	Betacoronavirus	Human coronavirus HKU1	290028	None	NC_006577	47
Coronaviridae	Betacoronavirus	Middle East respiratory syndrome-related coronavirus	1335626	None	NC_019843,NC_038294	566
Coronaviridae	Betacoronavirus	Murine coronavirus	694005	None	NC_001846,NC_012936,NC_012936,NC_001846	34
Coronaviridae	Betacoronavirus	Pipistrellus bat coronavirus HKU5	694008	None	NC_009020	8
Coronaviridae	Betacoronavirus	Rabbit coronavirus HKU14	1160968	None	NC_017083	4
Coronaviridae	Betacoronavirus	Rousettus bat coronavirus GCCDC1	2501962	None	NC_030886	2
Coronaviridae	Betacoronavirus	Rousettus bat coronavirus HKU9	694006	None	NC_009021	9
Coronaviridae	Betacoronavirus	Severe acute respiratory syndrome-related coronavirus	694009	None	NC_004718,NC_045512,NC_004718	1946
Coronaviridae	Betacoronavirus	Tylonycteris bat coronavirus HKU4	694007	None	NC_009019	9
Coronaviridae	Deltacoronavirus	Bulbul coronavirus HKU11	574549	None	NC_011547	2
