coverage.against.year	num.seqs.against.year	design.up.to.year	num.seqs.up.to.year	coverage
upto2013	135	2005	128	0.996667
upto2013	135	2005	128	0.995556
upto2013	135	2005	128	0.996296
upto2013	135	2005	128	0.996667
upto2013	135	2005	128	0.994815
upto2013	135	2005	128	0.996667
upto2013	135	2005	128	0.997407
upto2013	135	2005	128	0.994074
upto2013	135	2005	128	0.996667
upto2013	135	2005	128	0.996667
upto2013	135	2006	128	0.994815
upto2013	135	2006	128	0.997407
upto2013	135	2006	128	0.997778
upto2013	135	2006	128	0.995556
upto2013	135	2006	128	0.998519
upto2013	135	2006	128	0.996667
upto2013	135	2006	128	0.996667
upto2013	135	2006	128	0.994074
upto2013	135	2006	128	0.998519
upto2013	135	2006	128	0.995556
upto2013	135	2007	129	1
upto2013	135	2007	129	0.998519
upto2013	135	2007	129	0.995556
upto2013	135	2007	129	0.998519
upto2013	135	2007	129	0.998519
upto2013	135	2007	129	1
upto2013	135	2007	129	0.996667
upto2013	135	2007	129	1
upto2013	135	2007	129	0.997407
upto2013	135	2007	129	0.994815
upto2013	135	2008	130	1
upto2013	135	2008	130	1
upto2013	135	2008	130	1
upto2013	135	2008	130	1
upto2013	135	2008	130	0.998519
upto2013	135	2008	130	0.998519
upto2013	135	2008	130	0.996667
upto2013	135	2008	130	0.995556
upto2013	135	2008	130	0.998889
upto2013	135	2008	130	0.994815
upto2013	135	2009	130	1
upto2013	135	2009	130	0.99963
upto2013	135	2009	130	0.996667
upto2013	135	2009	130	0.998519
upto2013	135	2009	130	1
upto2013	135	2009	130	1
upto2013	135	2009	130	0.998519
upto2013	135	2009	130	0.996667
upto2013	135	2009	130	0.998519
upto2013	135	2009	130	1
upto2013	135	2010	130	0.998519
upto2013	135	2010	130	0.998519
upto2013	135	2010	130	0.996667
upto2013	135	2010	130	0.996667
upto2013	135	2010	130	1
upto2013	135	2010	130	1
upto2013	135	2010	130	1
upto2013	135	2010	130	1
upto2013	135	2010	130	0.998519
upto2013	135	2011	131	0.998519
upto2013	135	2011	131	0.997407
upto2013	135	2011	131	0.995556
upto2013	135	2011	131	1
upto2013	135	2011	131	0.998519
upto2013	135	2011	131	0.998519
upto2013	135	2011	131	1
upto2013	135	2011	131	0.996667
upto2013	135	2011	131	1
upto2013	135	2011	131	0.994815
upto2013	135	2012	135	0.998519
upto2013	135	2012	135	1
upto2013	135	2012	135	1
upto2013	135	2012	135	0.998889
upto2013	135	2012	135	0.998148
upto2013	135	2012	135	0.998148
upto2013	135	2012	135	0.997407
upto2013	135	2012	135	0.998148
upto2013	135	2012	135	0.996667
upto2013	135	2012	135	1
upto2013	135	2013	135	0.997407
upto2013	135	2013	135	1
upto2013	135	2013	135	0.998519
upto2013	135	2013	135	1
upto2013	135	2013	135	0.99963
upto2013	135	2013	135	0.998519
upto2013	135	2013	135	1
upto2013	135	2013	135	1
upto2013	135	2013	135	0.998148
upto2013	135	2013	135	1
upto2013	135	2014	1042	0.994815
upto2013	135	2014	1042	0.995185
upto2013	135	2014	1042	0.995556
upto2013	135	2014	1042	0.995556
upto2013	135	2014	1042	0.995185
upto2013	135	2014	1042	0.994815
upto2013	135	2014	1042	0.996296
upto2013	135	2014	1042	0.996667
upto2013	135	2014	1042	0.995185
upto2013	135	2014	1042	0.994074
upto2013	135	2015	1506	0.996296
upto2013	135	2015	1506	0.982593
upto2013	135	2015	1506	0.987037
upto2013	135	2015	1506	0.987037
upto2013	135	2015	1506	0.986667
upto2013	135	2015	1506	0.987037
upto2013	135	2015	1506	0.986296
upto2013	135	2015	1506	0.981852
upto2013	135	2015	1506	0.991481
upto2013	135	2015	1506	0.991481
upto2013	135	2016	1510	0.991481
upto2013	135	2016	1510	0.996296
upto2013	135	2016	1510	0.981852
upto2013	135	2016	1510	0.992593
upto2013	135	2016	1510	0.986667
upto2013	135	2016	1510	0.996296
upto2013	135	2016	1510	0.982222
upto2013	135	2016	1510	0.996296
upto2013	135	2016	1510	0.991481
upto2013	135	2016	1510	0.996296
upto2013	135	2017	1513	0.996296
upto2013	135	2017	1513	0.991481
upto2013	135	2017	1513	0.991481
upto2013	135	2017	1513	0.995926
upto2013	135	2017	1513	0.991481
upto2013	135	2017	1513	0.986667
upto2013	135	2017	1513	0.981852
upto2013	135	2017	1513	0.992222
upto2013	135	2017	1513	0.986667
upto2013	135	2017	1513	0.996667
upto2013	135	2018	1553	0.991852
upto2013	135	2018	1553	0.986667
upto2013	135	2018	1553	0.991111
upto2013	135	2018	1553	0.992222
upto2013	135	2018	1553	0.991111
upto2013	135	2018	1553	0.996667
upto2013	135	2018	1553	0.997407
upto2013	135	2018	1553	0.996296
upto2013	135	2018	1553	0.991852
upto2013	135	2018	1553	0.996296
upto2013	135	2019	1553	0.991852
upto2013	135	2019	1553	0.996296
upto2013	135	2019	1553	0.991111
upto2013	135	2019	1553	0.997407
upto2013	135	2019	1553	0.996296
upto2013	135	2019	1553	0.991852
upto2013	135	2019	1553	0.987407
upto2013	135	2019	1553	0.986667
upto2013	135	2019	1553	0.986667
upto2013	135	2019	1553	0.996296
2007	1	2005	128	0.85
2007	1	2005	128	0.8
2007	1	2005	128	0.85
2007	1	2005	128	0.85
2007	1	2005	128	0.85
2007	1	2005	128	0.85
2007	1	2005	128	0.9
2007	1	2005	128	0.85
2007	1	2005	128	0.85
2007	1	2005	128	0.85
2007	1	2006	128	0.85
2007	1	2006	128	0.9
2007	1	2006	128	0.85
2007	1	2006	128	0.8
2007	1	2006	128	0.9
2007	1	2006	128	0.85
2007	1	2006	128	0.85
2007	1	2006	128	0.85
2007	1	2006	128	0.9
2007	1	2006	128	0.8
2007	1	2007	129	1
2007	1	2007	129	1
2007	1	2007	129	0.8
2007	1	2007	129	0.9
2007	1	2007	129	1
2007	1	2007	129	1
2007	1	2007	129	0.85
2007	1	2007	129	1
2007	1	2007	129	0.9
2007	1	2007	129	0.85
2007	1	2008	130	1
2007	1	2008	130	1
2007	1	2008	130	1
2007	1	2008	130	1
2007	1	2008	130	0.9
2007	1	2008	130	1
2007	1	2008	130	0.85
2007	1	2008	130	0.8
2007	1	2008	130	1
2007	1	2008	130	0.85
2007	1	2009	130	1
2007	1	2009	130	1
2007	1	2009	130	0.85
2007	1	2009	130	0.9
2007	1	2009	130	1
2007	1	2009	130	1
2007	1	2009	130	0.9
2007	1	2009	130	0.85
2007	1	2009	130	0.9
2007	1	2009	130	1
2007	1	2010	130	0.9
2007	1	2010	130	1
2007	1	2010	130	0.85
2007	1	2010	130	0.85
2007	1	2010	130	1
2007	1	2010	130	1
2007	1	2010	130	1
2007	1	2010	130	1
2007	1	2010	130	1
2007	1	2011	131	0.9
2007	1	2011	131	0.9
2007	1	2011	131	0.8
2007	1	2011	131	1
2007	1	2011	131	0.9
2007	1	2011	131	1
2007	1	2011	131	1
2007	1	2011	131	0.85
2007	1	2011	131	1
2007	1	2011	131	0.85
2007	1	2012	135	0.9
2007	1	2012	135	1
2007	1	2012	135	1
2007	1	2012	135	1
2007	1	2012	135	0.95
2007	1	2012	135	0.95
2007	1	2012	135	0.85
2007	1	2012	135	1
2007	1	2012	135	0.85
2007	1	2012	135	1
2007	1	2013	135	0.9
2007	1	2013	135	1
2007	1	2013	135	0.9
2007	1	2013	135	1
2007	1	2013	135	1
2007	1	2013	135	0.9
2007	1	2013	135	1
2007	1	2013	135	1
2007	1	2013	135	1
2007	1	2013	135	1
2007	1	2014	1042	0.8
2007	1	2014	1042	0.8
2007	1	2014	1042	0.85
2007	1	2014	1042	0.85
2007	1	2014	1042	0.85
2007	1	2014	1042	0.8
2007	1	2014	1042	0.9
2007	1	2014	1042	0.9
2007	1	2014	1042	0.75
2007	1	2014	1042	0.75
2007	1	2015	1506	0.85
2007	1	2015	1506	0.8
2007	1	2015	1506	0.8
2007	1	2015	1506	0.8
2007	1	2015	1506	0.8
2007	1	2015	1506	0.8
2007	1	2015	1506	0.75
2007	1	2015	1506	0.8
2007	1	2015	1506	0.8
2007	1	2015	1506	0.8
2007	1	2016	1510	0.85
2007	1	2016	1510	0.85
2007	1	2016	1510	0.8
2007	1	2016	1510	0.85
2007	1	2016	1510	0.8
2007	1	2016	1510	0.85
2007	1	2016	1510	0.8
2007	1	2016	1510	0.85
2007	1	2016	1510	0.8
2007	1	2016	1510	0.85
2007	1	2017	1513	0.85
2007	1	2017	1513	0.8
2007	1	2017	1513	0.8
2007	1	2017	1513	0.8
2007	1	2017	1513	0.8
2007	1	2017	1513	0.8
2007	1	2017	1513	0.8
2007	1	2017	1513	0.85
2007	1	2017	1513	0.8
2007	1	2017	1513	0.85
2007	1	2018	1553	0.85
2007	1	2018	1553	0.8
2007	1	2018	1553	0.8
2007	1	2018	1553	0.85
2007	1	2018	1553	0.8
2007	1	2018	1553	0.85
2007	1	2018	1553	0.9
2007	1	2018	1553	0.85
2007	1	2018	1553	0.85
2007	1	2018	1553	0.85
2007	1	2019	1553	0.85
2007	1	2019	1553	0.85
2007	1	2019	1553	0.8
2007	1	2019	1553	0.9
2007	1	2019	1553	0.85
2007	1	2019	1553	0.85
2007	1	2019	1553	0.85
2007	1	2019	1553	0.8
2007	1	2019	1553	0.8
2007	1	2019	1553	0.85
2008	1	2005	128	0.85
2008	1	2005	128	0.8
2008	1	2005	128	0.85
2008	1	2005	128	0.85
2008	1	2005	128	0.85
2008	1	2005	128	0.85
2008	1	2005	128	0.9
2008	1	2005	128	0.85
2008	1	2005	128	0.85
2008	1	2005	128	0.85
2008	1	2006	128	0.85
2008	1	2006	128	0.9
2008	1	2006	128	0.85
2008	1	2006	128	0.8
2008	1	2006	128	0.9
2008	1	2006	128	0.85
2008	1	2006	128	0.85
2008	1	2006	128	0.85
2008	1	2006	128	0.9
2008	1	2006	128	0.8
2008	1	2007	129	1
2008	1	2007	129	0.95
2008	1	2007	129	0.8
2008	1	2007	129	0.9
2008	1	2007	129	0.95
2008	1	2007	129	1
2008	1	2007	129	0.85
2008	1	2007	129	1
2008	1	2007	129	0.9
2008	1	2007	129	0.85
2008	1	2008	130	1
2008	1	2008	130	1
2008	1	2008	130	1
2008	1	2008	130	1
2008	1	2008	130	0.9
2008	1	2008	130	0.95
2008	1	2008	130	0.85
2008	1	2008	130	0.8
2008	1	2008	130	1
2008	1	2008	130	0.85
2008	1	2009	130	1
2008	1	2009	130	1
2008	1	2009	130	0.85
2008	1	2009	130	0.9
2008	1	2009	130	1
2008	1	2009	130	1
2008	1	2009	130	0.9
2008	1	2009	130	0.85
2008	1	2009	130	0.9
2008	1	2009	130	1
2008	1	2010	130	0.9
2008	1	2010	130	0.95
2008	1	2010	130	0.85
2008	1	2010	130	0.85
2008	1	2010	130	1
2008	1	2010	130	1
2008	1	2010	130	1
2008	1	2010	130	1
2008	1	2010	130	0.95
2008	1	2011	131	0.9
2008	1	2011	131	0.9
2008	1	2011	131	0.8
2008	1	2011	131	1
2008	1	2011	131	0.9
2008	1	2011	131	0.95
2008	1	2011	131	1
2008	1	2011	131	0.85
2008	1	2011	131	1
2008	1	2011	131	0.85
2008	1	2012	135	0.9
2008	1	2012	135	1
2008	1	2012	135	1
2008	1	2012	135	1
2008	1	2012	135	0.95
2008	1	2012	135	0.95
2008	1	2012	135	0.85
2008	1	2012	135	1
2008	1	2012	135	0.85
2008	1	2012	135	1
2008	1	2013	135	0.9
2008	1	2013	135	1
2008	1	2013	135	0.9
2008	1	2013	135	1
2008	1	2013	135	1
2008	1	2013	135	0.9
2008	1	2013	135	1
2008	1	2013	135	1
2008	1	2013	135	1
2008	1	2013	135	1
2008	1	2014	1042	0.8
2008	1	2014	1042	0.8
2008	1	2014	1042	0.8
2008	1	2014	1042	0.85
2008	1	2014	1042	0.85
2008	1	2014	1042	0.8
2008	1	2014	1042	0.9
2008	1	2014	1042	0.9
2008	1	2014	1042	0.75
2008	1	2014	1042	0.75
2008	1	2015	1506	0.85
2008	1	2015	1506	0.8
2008	1	2015	1506	0.8
2008	1	2015	1506	0.8
2008	1	2015	1506	0.8
2008	1	2015	1506	0.8
2008	1	2015	1506	0.75
2008	1	2015	1506	0.8
2008	1	2015	1506	0.8
2008	1	2015	1506	0.8
2008	1	2016	1510	0.85
2008	1	2016	1510	0.85
2008	1	2016	1510	0.8
2008	1	2016	1510	0.85
2008	1	2016	1510	0.8
2008	1	2016	1510	0.85
2008	1	2016	1510	0.8
2008	1	2016	1510	0.85
2008	1	2016	1510	0.8
2008	1	2016	1510	0.85
2008	1	2017	1513	0.85
2008	1	2017	1513	0.8
2008	1	2017	1513	0.8
2008	1	2017	1513	0.8
2008	1	2017	1513	0.8
2008	1	2017	1513	0.8
2008	1	2017	1513	0.8
2008	1	2017	1513	0.85
2008	1	2017	1513	0.8
2008	1	2017	1513	0.85
2008	1	2018	1553	0.85
2008	1	2018	1553	0.8
2008	1	2018	1553	0.8
2008	1	2018	1553	0.85
2008	1	2018	1553	0.8
2008	1	2018	1553	0.85
2008	1	2018	1553	0.9
2008	1	2018	1553	0.85
2008	1	2018	1553	0.85
2008	1	2018	1553	0.85
2008	1	2019	1553	0.85
2008	1	2019	1553	0.85
2008	1	2019	1553	0.8
2008	1	2019	1553	0.9
2008	1	2019	1553	0.85
2008	1	2019	1553	0.85
2008	1	2019	1553	0.85
2008	1	2019	1553	0.8
2008	1	2019	1553	0.8
2008	1	2019	1553	0.85
2011	1	2005	128	1
2011	1	2005	128	1
2011	1	2005	128	1
2011	1	2005	128	1
2011	1	2005	128	1
2011	1	2005	128	1
2011	1	2005	128	1
2011	1	2005	128	1
2011	1	2005	128	1
2011	1	2005	128	1
2011	1	2006	128	1
2011	1	2006	128	1
2011	1	2006	128	1
2011	1	2006	128	1
2011	1	2006	128	1
2011	1	2006	128	1
2011	1	2006	128	1
2011	1	2006	128	1
2011	1	2006	128	1
2011	1	2006	128	1
2011	1	2007	129	1
2011	1	2007	129	1
2011	1	2007	129	1
2011	1	2007	129	1
2011	1	2007	129	1
2011	1	2007	129	1
2011	1	2007	129	1
2011	1	2007	129	1
2011	1	2007	129	1
2011	1	2007	129	1
2011	1	2008	130	1
2011	1	2008	130	1
2011	1	2008	130	1
2011	1	2008	130	1
2011	1	2008	130	1
2011	1	2008	130	1
2011	1	2008	130	1
2011	1	2008	130	1
2011	1	2008	130	1
2011	1	2008	130	1
2011	1	2009	130	1
2011	1	2009	130	1
2011	1	2009	130	1
2011	1	2009	130	1
2011	1	2009	130	1
2011	1	2009	130	1
2011	1	2009	130	1
2011	1	2009	130	1
2011	1	2009	130	1
2011	1	2009	130	1
2011	1	2010	130	1
2011	1	2010	130	1
2011	1	2010	130	1
2011	1	2010	130	1
2011	1	2010	130	1
2011	1	2010	130	1
2011	1	2010	130	1
2011	1	2010	130	1
2011	1	2010	130	1
2011	1	2011	131	1
2011	1	2011	131	1
2011	1	2011	131	1
2011	1	2011	131	1
2011	1	2011	131	1
2011	1	2011	131	1
2011	1	2011	131	1
2011	1	2011	131	1
2011	1	2011	131	1
2011	1	2011	131	1
2011	1	2012	135	1
2011	1	2012	135	1
2011	1	2012	135	1
2011	1	2012	135	1
