year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	59	24	.4067
2009	101	76	.7524
2010	39	22	.5641
2011	50	44	.8800
2012	27	27	1.0000
2013	293	289	.9863
2014	425	422	.9929
2015	83	64	.7710
2016	42	35	.8333
2017	47	46	.9787
2018	0	0	0
