name	N1	N2	N3	N4	N5	N6	N7	N8	N9
N1-u1-g1	0.7043303547824248	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u1-g2	0.0486966636704912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u1-g3	0.10236345370908899	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N2-u1-g1	0.0	0.7863562482072856	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N2-u1-g2	0.0	0.7934793001242949	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N2-u1-g3	0.0	0.00038244574051056506	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N2-u1-g4	0.0	0.6520221818529496	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N2-u1-g5	0.0	0.717229180610001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N3-u1-g1	0.0	0.0	0.5155945419103314	0.0	0.0	0.0	0.0	0.0	0.0
N3-u1-g2	0.0	0.0	0.2046783625730994	0.0	0.0	0.0	0.0	0.0	0.0
N3-u1-g3	0.0	0.0	0.10526315789473684	0.0	0.0	0.0	0.0	0.0	0.0
N3-u1-g4	0.0	0.0	0.001949317738791423	0.0	0.0	0.0	0.0	0.0	0.0
N4-u1-g1	0.0	0.0	0.0	0.6443298969072165	0.0	0.0	0.0	0.0	0.0
N4-u1-g2	0.0	0.0	0.0	0.7474226804123711	0.0	0.0	0.0	0.0	0.0
N4-u1-g3	0.0	0.0	0.0	0.10824742268041238	0.0	0.0	0.0	0.0	0.0
N4-u1-g4	0.0	0.0	0.0	0.1134020618556701	0.0	0.0	0.0	0.0	0.0
N5-u1-g1	5.287368476709142e-05	0.0	0.0	0.0	0.717948717948718	0.0	0.0	0.0	0.0
N5-u1-g2	0.0	0.0	0.0	0.0	0.02849002849002849	0.0	0.0	0.0	0.0
N5-u1-g3	0.0	0.0	0.0	0.0	0.1737891737891738	0.0	0.0	0.0	0.0
N6-u1-g1	0.0	0.0	0.0	0.0	0.0	0.09978540772532189	0.0	0.0	0.0
N6-u1-g2	0.0	0.0	0.0	0.0	0.0	0.4248927038626609	0.0	0.0	0.0
N6-u1-g3	0.0	0.0	0.0	0.0	0.0	0.34334763948497854	0.0	0.0	0.0
N6-u1-g4	0.0	0.0	0.0	0.0	0.0	0.053111587982832616	0.0	0.0	0.0
N6-u1-g5	0.0	0.0	0.0	0.0	0.0	0.21030042918454936	0.0	0.0	0.0
N7-u1-g1	0.0	0.0	0.0	0.0	0.0	0.0	0.22126929674099485	0.0	0.0
N7-u1-g2	0.0	0.0	0.0	0.0	0.0	0.0	0.6037735849056604	0.0	0.0
N7-u1-g3	0.0	0.0	0.0	0.0	0.0	0.0	0.11149228130360206	0.0	0.0
N7-u1-g4	0.0	0.0	0.0	0.0	0.0	0.0	0.5094339622641509	0.0	0.0
N8-u1-g1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5846422338568935	0.0
N8-u1-g2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47643979057591623	0.0
N8-u1-g3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15125072716695753	0.0
N9-u1-g1	0.0	0.0	0.0	0.0	0.0	0.000536480686695279	0.0	0.0	0.10548885077186965
N9-u1-g2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08147512864493997
N9-u1-g3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7435677530017153
N9-u1-g4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15866209262435677
