year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	182	100	.5494
2009	214	162	.7570
2010	285	239	.8385
2011	231	174	.7532
2012	84	63	.7500
2013	212	187	.8820
2014	230	213	.9260
2015	185	161	.8702
2016	85	80	.9411
2017	11	10	.9090
2018	0	0	0
