year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	50	49	.9800
2009	44	25	.5681
2010	16	13	.8125
2011	19	13	.6842
2012	4	4	1.0000
2013	6	6	1.0000
2014	22	22	1.0000
2015	7	6	.8571
2016	26	25	.9615
2017	0	0	0
2018	0	0	0
