year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	20	12	.6000
2009	28	14	.5000
2010	8	6	.7500
2011	16	11	.6875
2012	43	35	.8139
2013	18	18	1.0000
2014	18	18	1.0000
2015	13	13	1.0000
2016	1	1	1.0000
2017	0	0	0
2018	0	0	0
