year	num.seqs	num.covered	frac.covered
2007	1	0	0
2008	565	62	.1097
2009	7656	6936	.9059
2010	2097	1837	.8760
2011	1874	1588	.8473
2012	1280	952	.7437
2013	1871	1608	.8594
2014	1371	1124	.8198
2015	1286	1038	.8071
2016	2782	2606	.9367
2017	431	384	.8909
2018	0	0	0
