year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	51	51	1.0000
2009	77	76	.9870
2010	42	42	1.0000
2011	41	39	.9512
2012	35	34	.9714
2013	23	23	1.0000
2014	12	12	1.0000
2015	35	35	1.0000
2016	1	1	1.0000
2017	0	0	0
2018	0	0	0
