year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	114	88	.7719
2009	113	47	.4159
2010	87	50	.5747
2011	54	36	.6666
2012	31	19	.6129
2013	54	33	.6111
2014	108	32	.2962
2015	39	23	.5897
2016	4	2	.5000
2017	0	0	0
2018	0	0	0
