year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	51	48	.9411
2009	77	66	.8571
2010	42	41	.9761
2011	41	35	.8536
2012	35	32	.9142
2013	23	18	.7826
2014	12	8	.6666
2015	35	35	1.0000
2016	1	1	1.0000
2017	0	0	0
2018	0	0	0
