year	num.seqs	num.covered	frac.covered
2007	1	0	0
2008	565	64	.1132
2009	7656	6937	.9060
2010	2097	1839	.8769
2011	1874	1585	.8457
2012	1280	963	.7523
2013	1871	1642	.8776
2014	1371	1146	.8358
2015	1286	1044	.8118
2016	2782	2575	.9255
2017	431	378	.8770
2018	0	0	0
