year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	862	410	.4756
2009	6455	6052	.9375
2010	1890	1596	.8444
2011	1604	1297	.8086
2012	1153	773	.6704
2013	1446	1162	.8035
2014	1089	866	.7952
2015	1219	930	.7629
2016	2216	2032	.9169
2017	970	923	.9515
2018	9	9	1.0000
