year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	79	0	0
2009	175	0	0
2010	69	0	0
2011	25	0	0
2012	31	0	0
2013	88	0	0
2014	69	0	0
2015	23	0	0
2016	23	0	0
2017	1	0	0
2018	0	0	0
