name	N1	N2	N3	N4	N5	N6	N7	N8	N9
N1-u1-g1	0.04568286363876699	0.0	0.0	0.0	0.0	0.0	0.0	0.0017452006980802793	0.0
N1-u1-g2	0.7158039443768837	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u1-g3	0.10283931687199281	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u2-g1	0.04568286363876699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u2-g2	0.7379051446095278	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u2-g3	0.10283931687199281	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u3-g1	0.04874953735525829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u3-g2	0.10511288531697774	4.780571756382063e-05	0.0	0.0	0.5042735042735043	0.0	0.0	0.3344968004653869	0.0
N1-u3-g3	0.7051234600539311	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N5-u1-g1	5.287368476709142e-05	0.0	0.0	0.0	0.7264957264957265	0.0	0.0	0.06399069226294357	0.0
N5-u1-g2	0.0019034526516152912	0.0	0.0	0.0	0.03418803418803419	0.0	0.0	0.055264688772542175	0.0
N5-u1-g3	0.01152646327922593	0.0	0.0	0.0	0.1282051282051282	0.0	0.0	0.005817335660267597	0.0
N5-u2-g1	0.00021149473906836568	0.0	0.0	0.0	0.045584045584045586	0.0	0.0	0.013379872018615475	0.0
N5-u2-g2	0.003965526357531856	0.0	0.0	0.0	0.1282051282051282	0.0	0.0	0.011052937754508435	0.0
N5-u2-g3	5.287368476709142e-05	0.0	0.0	0.0	0.6495726495726496	0.0	0.0	0.06282722513089005	0.0
N5-u3-g1	5.287368476709142e-05	0.0	0.0	0.0	0.6866096866096866	0.0	0.0	0.009889470622454915	0.0
N5-u3-g2	5.287368476709142e-05	0.0	0.0	0.0	0.17663817663817663	0.0	0.0	0.3135543920884235	0.0
N5-u3-g3	0.0	0.0	0.0	0.0	0.18803418803418803	0.0	0.0	0.005235602094240838	0.0
N8-u1-g1	0.0	0.0	0.0	0.0	0.1168091168091168	0.0	0.0	0.6678301337987201	0.0
N8-u1-g2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11751018033740547	0.0
N8-u2-g1	0.0	0.0	0.0	0.0	0.1168091168091168	0.0	0.0	0.6660849331006399	0.0
N8-u2-g2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11634671320535195	0.0
N8-u3-g1	0.0	0.0	0.0	0.0	0.005698005698005698	0.0	0.0	0.6340895869691682	0.0
N8-u3-g2	0.0	0.0	0.0	0.0	0.002849002849002849	0.0	0.0	0.32577079697498545	0.0
N8-u3-g3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15939499709133217	0.0
