name	N1	N2	N3	N4	N5	N6	N7	N8	N9
N1-u1-g1	0.04568286363876699	9.561143512764126e-05	0.0	0.0	0.1339031339031339	0.0	0.0	0.0	0.0
N1-u1-g2	0.7158568180616507	9.561143512764126e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u1-g3	0.10283931687199281	9.561143512764126e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u2-g1	0.04568286363876699	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u2-g2	0.738539628826733	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u2-g3	0.10283931687199281	9.561143512764126e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u3-g1	0.04874953735525829	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u3-g2	0.10511288531697774	0.00023902858781910317	0.0	0.0	0.4586894586894587	0.003218884120171674	0.0	0.3251890634089587	0.0
N1-u3-g3	0.7051763337386983	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N5-u1-g1	5.287368476709142e-05	0.0	0.0	0.0	0.7264957264957265	0.0	0.0	0.7603257707969749	0.0
N5-u1-g2	0.0388092846190451	0.0	0.0	0.05154639175257732	0.03418803418803419	0.0	0.0	0.10645724258289703	0.0
N5-u1-g3	0.011632210648760112	0.0	0.0	0.04639175257731959	0.1282051282051282	0.0	0.0	0.13496218731820825	0.0
N5-u2-g1	0.00015862105430127426	0.0	0.0	0.0	0.045584045584045586	0.0	0.0	0.4688772542175684	0.0
N5-u2-g2	0.04356791624808333	4.780571756382063e-05	0.0	0.0	0.1282051282051282	0.0	0.0	0.2286212914485166	0.0
N5-u2-g3	5.287368476709142e-05	0.0	0.0	0.0	0.6495726495726496	0.0	0.0	0.912739965095986	0.0
N5-u3-g1	5.287368476709142e-05	0.0	0.0	0.0	0.6866096866096866	0.0	0.0	0.35718440954043046	0.0
N5-u3-g2	5.287368476709142e-05	0.0	0.0	0.03608247422680412	0.17663817663817663	0.0	0.0	0.36300174520069806	0.0
N5-u3-g3	5.287368476709142e-05	0.0	0.0	0.0	0.18803418803418803	0.0	0.0	0.2239674229203025	0.0
N8-u1-g1	0.00021149473906836568	0.0	0.0	0.0	0.7663817663817664	0.0	0.0	0.6678301337987201	0.0
N8-u1-g2	0.0008459789562734627	0.0	0.0	0.0	0.8433048433048433	0.0	0.0	0.11751018033740547	0.0
N8-u2-g1	5.287368476709142e-05	0.0	0.0	0.0	0.7663817663817664	0.0	0.0	0.6660849331006399	0.0
N8-u2-g2	0.000634484217205097	0.0	0.0	0.0	0.8433048433048433	0.0	0.0	0.11634671320535195	0.0
N8-u3-g1	0.00042298947813673135	0.0	0.0	0.020618556701030927	0.7037037037037037	0.0	0.0	0.6340895869691682	0.0
N8-u3-g2	0.102945064241527	4.780571756382063e-05	0.0	0.09278350515463918	0.43304843304843305	0.0	0.0	0.32577079697498545	0.0
N8-u3-g3	0.0	0.0	0.0	0.015463917525773196	0.42450142450142453	0.0	0.0	0.15939499709133217	0.0
