year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	862	458	.5313
2009	6455	6046	.9366
2010	1890	1579	.8354
2011	1604	1288	.8029
2012	1153	778	.6747
2013	1446	1159	.8015
2014	1089	850	.7805
2015	1219	951	.7801
2016	2216	2104	.9494
2017	970	947	.9762
2018	9	9	1.0000
