year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	144	96	.6666
2009	212	158	.7452
2010	263	210	.7984
2011	197	125	.6345
2012	80	47	.5875
2013	205	169	.8243
2014	226	210	.9292
2015	172	153	.8895
2016	6	4	.6666
2017	1	1	1.0000
2018	0	0	0
