year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	162	0	0
2009	289	0	0
2010	243	0	0
2011	145	0	0
2012	144	0	0
2013	136	0	0
2014	234	0	0
2015	151	0	0
2016	26	0	0
2017	0	0	0
2018	0	0	0
