year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	862	404	.4686
2009	6455	6050	.9372
2010	1890	1580	.8359
2011	1604	1287	.8023
2012	1153	759	.6582
2013	1446	1155	.7987
2014	1089	860	.7897
2015	1219	929	.7621
2016	2216	2066	.9323
2017	970	922	.9505
2018	9	9	1.0000
