year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	44	16	.3636
2009	32	15	.4687
2010	29	21	.7241
2011	33	25	.7575
2012	13	11	.8461
2013	40	32	.8000
2014	4	3	.7500
2015	15	12	.8000
2016	141	133	.9432
2017	0	0	0
2018	0	0	0
