year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	50	0	0
2009	44	0	0
2010	16	0	0
2011	19	0	0
2012	4	0	0
2013	6	0	0
2014	22	0	0
2015	7	0	0
2016	26	0	0
2017	0	0	0
2018	0	0	0
