year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	182	90	.4945
2009	214	164	.7663
2010	285	236	.8280
2011	231	144	.6233
2012	84	62	.7380
2013	212	188	.8867
2014	230	213	.9260
2015	185	155	.8378
2016	85	77	.9058
2017	11	10	.9090
2018	0	0	0
