year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	182	100	.5494
2009	214	168	.7850
2010	285	240	.8421
2011	231	174	.7532
2012	84	67	.7976
2013	212	190	.8962
2014	230	214	.9304
2015	185	162	.8756
2016	85	80	.9411
2017	11	10	.9090
2018	0	0	0
