year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	182	0	0
2009	214	0	0
2010	285	0	0
2011	231	0	0
2012	84	0	0
2013	212	0	0
2014	230	0	0
2015	185	0	0
2016	85	0	0
2017	11	0	0
2018	0	0	0
