family	genus	species	taxid	segment	refseqs
Flaviviridae	Flavivirus	Dengue virus	12637	None	NC_001474,NC_001474,NC_002640,NC_001475,NC_001477
Flaviviridae	Flavivirus	Donggang virus	985683	None	NC_016997
Flaviviridae	Flavivirus	Edge Hill virus	64296	None	NC_030289
Flaviviridae	Flavivirus	Entebbe bat virus	64283	None	NC_008718
Flaviviridae	Flavivirus	Gadgets Gully virus	64307	None	NC_033723
Flaviviridae	Flavivirus	Hanko virus	1125677	None	NC_030401
Flaviviridae	Flavivirus	Ilheus virus	59563	None	NC_009028,NC_040776,NC_009028
Flaviviridae	Flavivirus	Israel turkey meningoencephalomyelitis virus	64291	None	NC_043115
Flaviviridae	Flavivirus	Japanese encephalitis virus	11072	None	NC_001437
Flaviviridae	Flavivirus	Jugra virus	64309	None	NC_033699
Flaviviridae	Flavivirus	Jutiapa virus	64299	None	NC_026620
Flaviviridae	Flavivirus	Kadam virus	64310	None	NC_033724
Flaviviridae	Flavivirus	Kamiti River virus	218849	None	NC_005064
Flaviviridae	Flavivirus	Kedougou virus	64311	None	NC_012533
Flaviviridae	Flavivirus	Kokobera virus	44024	None	NC_009029,NC_032088,NC_032088,NC_009029
Flaviviridae	Flavivirus	Kyasanur Forest disease virus	33743	None	NC_039218
Flaviviridae	Flavivirus	Langat virus	11085	None	NC_003690
Flaviviridae	Flavivirus	Louping ill virus	11086	None	NC_001809
Flaviviridae	Flavivirus	Meaban virus	35279	None	NC_033721
Flaviviridae	Flavivirus	Mercadeo virus	1708574	None	NC_027819
Flaviviridae	Flavivirus	Modoc virus	64300	None	NC_003635
Flaviviridae	Flavivirus	Montana myotis leukoencephalitis virus	64312	None	NC_004119
Flaviviridae	Flavivirus	Murray Valley encephalitis virus	11079	None	NC_000943
Flaviviridae	Flavivirus	Nounane virus	486494	None	NC_033715
Flaviviridae	Flavivirus	Ntaya virus	64292	None	NC_018705
Flaviviridae	Flavivirus	Ochlerotatus caspius flavivirus	1244565	None	NC_034242
Flaviviridae	Flavivirus	Omsk hemorrhagic fever virus	12542	None	NC_005062
Flaviviridae	Flavivirus	Palm Creek virus	1302179	None	NC_033694
Flaviviridae	Flavivirus	Paraiso Escondido virus	1566298	None	NC_027999
Flaviviridae	Flavivirus	Parramatta River virus	1708654	None	NC_027817
Flaviviridae	Flavivirus	Phnom Penh bat virus	64894	None	NC_034007
Flaviviridae	Flavivirus	Powassan virus	11083	None	NC_003687
Flaviviridae	Flavivirus	Quang Binh virus	643132	None	NC_021069,NC_012671
Flaviviridae	Flavivirus	Rio Bravo virus	64285	None	NC_003675
Flaviviridae	Flavivirus	Royal Farm virus	64288	None	NC_039219
Flaviviridae	Flavivirus	Saboya virus	64284	None	NC_029054,NC_033697
Flaviviridae	Flavivirus	Saint Louis encephalitis virus	11080	None	NC_007580
Flaviviridae	Flavivirus	Saumarez Reef virus	40012	None	NC_033726
Flaviviridae	Flavivirus	Sepik virus	44026	None	NC_008719
Flaviviridae	Flavivirus	Sokoluk virus	64317	None	NC_026624
Flaviviridae	Flavivirus	Spanish goat encephalitis virus	1691889	None	NC_027709
Flaviviridae	Flavivirus	Spondweni virus	64318	None	NC_029055
Flaviviridae	Flavivirus	T'Ho virus	577122	None	NC_034151
Flaviviridae	Flavivirus	Tamana bat virus	161675	None	NC_003996
Flaviviridae	Flavivirus	Tembusu virus	64293	None	NC_015843
Flaviviridae	Flavivirus	Tick-borne encephalitis virus	11084	None	NC_001672
Flaviviridae	Flavivirus	Uganda S virus	64297	None	NC_033698
Flaviviridae	Flavivirus	Usutu virus	64286	None	NC_006551
Flaviviridae	Flavivirus	Wesselsbron virus	164416	None	NC_012735
Flaviviridae	Flavivirus	West Nile virus	11082	None	NC_001563,NC_009942
Flaviviridae	Flavivirus	Yaounde virus	64319	None	NC_034018
Flaviviridae	Flavivirus	Yellow fever virus	11089	None	NC_002031
Flaviviridae	Flavivirus	Yokose virus	64294	None	NC_005039
Flaviviridae	Flavivirus	Zika virus	64320	None	NC_035889,NC_012532
Flaviviridae	Hepacivirus	Bat hepacivirus	1325446	None	NC_031947
Flaviviridae	Hepacivirus	Bovine hepacivirus	1633878	None	NC_026797
Flaviviridae	Hepacivirus	Equine hepacivirus	1281455	None	NC_024889
Flaviviridae	Hepacivirus	Hepacivirus A	2008761	None	NC_038425
Flaviviridae	Hepacivirus	Hepacivirus B	2008762	None	NC_038426
Flaviviridae	Hepacivirus	Hepacivirus C	11103	None	NC_030791,NC_009827,NC_009825,NC_009824,NC_004102,NC_038882,NC_004102,NC_009827,NC_009826,NC_009825,NC_038882,NC_009824,NC_009823,NC_030791
Flaviviridae	Hepacivirus	Hepacivirus D	2008763	None	NC_031950
Flaviviridae	Hepacivirus	Hepacivirus F	2008765	None	NC_038427
Flaviviridae	Hepacivirus	Hepacivirus G	2008766	None	NC_025672
Flaviviridae	Hepacivirus	Hepacivirus H	2008767	None	NC_025673
Flaviviridae	Hepacivirus	Hepacivirus I	2008768	None	NC_038428
Flaviviridae	Hepacivirus	Hepacivirus J	2008769	None	NC_038429
Flaviviridae	Hepacivirus	Hepacivirus K	2008770	None	NC_038430
Flaviviridae	Hepacivirus	Hepacivirus L	2008771	None	NC_031916
Flaviviridae	Hepacivirus	Hepacivirus M	2008772	None	NC_038431
Flaviviridae	Hepacivirus	Hepacivirus N	2008773	None	NC_038432
Flaviviridae	Hepacivirus	Hepacivirus P	2202225	None	NC_040815
Flaviviridae	Hepacivirus	Hepatitis GB virus B	39113	None	NC_001655
Flaviviridae	Hepacivirus	Rodent hepacivirus	1281454	None	NC_021153
Flaviviridae	Hepacivirus	Wenling shark virus	1746066	None	NC_028377
Flaviviridae	Pegivirus	Norway rat pegivirus	1562065	None	NC_025679
Flaviviridae	Pegivirus	Pegivirus A	1307800	None	NC_024377
Flaviviridae	Pegivirus	Pegivirus B	1307801	None	NC_030291
Flaviviridae	Pegivirus	Pegivirus C	1985356	None	NC_001710
Flaviviridae	Pegivirus	Pegivirus D	1985357	None	NC_038433
Flaviviridae	Pegivirus	Pegivirus E	1985358	None	NC_020902
Flaviviridae	Pegivirus	Pegivirus F	1985359	None	NC_038434
Flaviviridae	Pegivirus	Pegivirus G	1985360	None	NC_038435
Flaviviridae	Pegivirus	Pegivirus H	1985361	None	NC_027998,NC_038436,NC_038436,NC_027998
Flaviviridae	Pegivirus	Pegivirus I	1985362	None	NC_038437
Flaviviridae	Pegivirus	Pegivirus K	1985364	None	NC_034442
Flaviviridae	Pegivirus	Rodent pegivirus	1321391	None	NC_021154
Flaviviridae	Pestivirus	Atypical porcine pestivirus	1914447	None	NC_030653
Flaviviridae	Pestivirus	Linda virus	2014960	None	NC_035432
Flaviviridae	Pestivirus	Norway rat pestivirus	1562066	None	NC_025677
Flaviviridae	Pestivirus	Pestivirus A	2170080	None	NC_001461
Flaviviridae	Pestivirus	Pestivirus B	2170081	None	NC_039237
Flaviviridae	Pestivirus	Pestivirus C	2170082	None	NC_002657,NC_038912
Flaviviridae	Pestivirus	Pestivirus D	2170083	None	NC_003679
Flaviviridae	Pestivirus	Pestivirus E	2170084	None	NC_024018
Flaviviridae	Pestivirus	Pestivirus F	2170085	None	NC_023176
Flaviviridae	Pestivirus	Pestivirus G	2170086	None	NC_003678
Flaviviridae	Pestivirus	Pestivirus H	2170087	None	NC_012812
Flaviviridae	Pestivirus	Pestivirus I	2170088	None	NC_018713
Flaviviridae	Pestivirus	Pestivirus K	2170090	None	NC_038964
Genomoviridae	unknown	Alces alces faeces associated circular virus MP65	2219143	None	NC_040327
Genomoviridae	unknown	Gopherus associated genomovirus 1	2041417	None	NC_040317
Genomoviridae	unknown	Lepus americanus faeces associated genomovirus SHP111	2219118	None	NC_040348
Genomoviridae	unknown	Lepus americanus faeces associated genomovirus SHP7	2219120	None	NC_040340
Genomoviridae	unknown	Lynx canadensis faeces associated genomovirus CL1 148	2219123	None	NC_040371
Genomoviridae	unknown	Lynx canadensis faeces associated genomovirus CL1 48	2219125	None	NC_040372
Genomoviridae	Gemycircularvirus	Blackbird associated gemycircularvirus 1	1985371	None	NC_025741
Genomoviridae	Gemycircularvirus	Bovine associated gemycircularvirus 1	1985372	None	NC_030146
Genomoviridae	Gemycircularvirus	Chickadee associated gemycircularvirus 1	1985375	None	NC_027776
Genomoviridae	Gemycircularvirus	Chicken associated gemycircularvirus 1	1985376	None	NC_030141
Genomoviridae	Gemycircularvirus	Chicken associated gemycircularvirus 2	1985377	None	NC_030140
Genomoviridae	Gemycircularvirus	Chicken stool-associated gemycircularvirus	1930298	None	NC_033270
Genomoviridae	Gemycircularvirus	Equine associated gemycircularvirus 1	1985379	None	NC_030143
Genomoviridae	Gemycircularvirus	Fur seal associated gemycircularvirus 1	1985380	None	NC_025736
Genomoviridae	Gemycircularvirus	Gemycircularvirus HV-GcV1	1862824	None	NC_030447
Genomoviridae	Gemycircularvirus	Gemycircularvirus sp.	1983771	None	NC_040379
Genomoviridae	Gemycircularvirus	Gerygone associated gemycircularvirus 1	1985381	None	NC_025734
Genomoviridae	Gemycircularvirus	Gerygone associated gemycircularvirus 2	1985382	None	NC_025735
Genomoviridae	Gemycircularvirus	Gerygone associated gemycircularvirus 3	1985383	None	NC_025737
Genomoviridae	Gemycircularvirus	Giant panda associated gemycircularvirus	2016461	None	NC_035197
Genomoviridae	Gemycircularvirus	Lama associated gemycircularvirus 1	1985385	None	NC_030142
Genomoviridae	Gemycircularvirus	Mallard associated gemycircularvirus 1	1985386	None	NC_025733
Genomoviridae	Gemycircularvirus	Miniopterus associated gemycircularvirus 1	1985387	None	NC_038480
Genomoviridae	Gemycircularvirus	Mongoose associated gemycircularvirus 1	1985388	None	NC_026810
Genomoviridae	Gemycircularvirus	Mongoose feces-associated gemycircularvirus a	1634485	None	NC_026807
Genomoviridae	Gemycircularvirus	Mongoose feces-associated gemycircularvirus c	1634488	None	NC_026809
Genomoviridae	Gemycircularvirus	Porcine associated gemycircularvirus 1	1985393	None	NC_030145
Genomoviridae	Gemycircularvirus	Porcine associated gemycircularvirus 2	1985394	None	NC_025738
Genomoviridae	Gemycircularvirus	Porcine feces-associated gemycircularvirus	2017712	None	NC_035477
Genomoviridae	Gemycircularvirus	Pteropus associated gemycircularvirus 1	1985395	None	NC_038484
Genomoviridae	Gemycircularvirus	Pteropus associated gemycircularvirus 10	1985404	None	NC_038493
Genomoviridae	Gemycircularvirus	Pteropus associated gemycircularvirus 2	1985396	None	NC_038485
Genomoviridae	Gemycircularvirus	Pteropus associated gemycircularvirus 3	1985397	None	NC_038486
Genomoviridae	Gemycircularvirus	Pteropus associated gemycircularvirus 4	1985398	None	NC_038487
Genomoviridae	Gemycircularvirus	Pteropus associated gemycircularvirus 5	1985399	None	NC_038488
Genomoviridae	Gemycircularvirus	Pteropus associated gemycircularvirus 6	1985400	None	NC_038489
Genomoviridae	Gemycircularvirus	Pteropus associated gemycircularvirus 7	1985401	None	NC_038490
Genomoviridae	Gemycircularvirus	Pteropus associated gemycircularvirus 8	1985402	None	NC_038491
Genomoviridae	Gemycircularvirus	Pteropus associated gemycircularvirus 9	1985403	None	NC_038492
Genomoviridae	Gemycircularvirus	Rat associated gemycircularvirus 1	1985405	None	NC_027821
Genomoviridae	Gemycircularvirus	Sewage associated gemycircularvirus 3	1843761	None	NC_030139
Genomoviridae	Gemycircularvirus	Sheep associated gemycircularvirus 1	1985412	None	NC_030144
Genomoviridae	Gemygorvirus	Canine associated gemygorvirus 1	1985425	None	NC_030147
Genomoviridae	Gemygorvirus	Mallard associated gemygorvirus 1	1985426	None	NC_030138
Genomoviridae	Gemygorvirus	Pteropus associated gemygorvirus 1	1985427	None	NC_038495
Genomoviridae	Gemygorvirus	Sewage derived gemygorvirus 1	1985428	None	NC_026161,NC_026817,NC_026817,NC_026161
Genomoviridae	Gemygorvirus	Starling associated gemygorvirus 1	1985429	None	NC_025730
Genomoviridae	Gemykibivirus	Badger associated gemykibivirus 1	1634484	None	NC_026806
Genomoviridae	Gemykibivirus	Black robin associated gemykibivirus 1	1391037	None	NC_025732
Genomoviridae	Gemykibivirus	Blackbird associated gemykibivirus 1	1391038	None	NC_025731
Genomoviridae	Gemykibivirus	Bovine associated gemykibivirus 1	2004486	None	NC_024689
Genomoviridae	Gemykibivirus	Human associated gemykibivirus 1	2004487	None	NC_024691,NC_024691,NC_026169
Genomoviridae	Gemykibivirus	Human associated gemykibivirus 2	2004957	None	NC_026818
Genomoviridae	Gemykibivirus	Human associated gemykibivirus 3	2004960	None	NC_038496,NC_026809
Genomoviridae	Gemykibivirus	Human associated gemykibivirus 4	2004961	None	NC_038497
Genomoviridae	Gemykibivirus	Human associated gemykibivirus 5	2004962	None	NC_030448
Genomoviridae	Gemykibivirus	Mongoose associated gemykibivirus 1	2004963	None	NC_026808
Genomoviridae	Gemykibivirus	Pteropus associated gemykibivirus 1	2004964	None	NC_038498
Genomoviridae	Gemykibivirus	Rhinolophus associated gemykibivirus 2	2004966	None	NC_038500
Genomoviridae	Gemykibivirus	Sewage derived gemykibivirus 1	2004967	None	NC_026168
Genomoviridae	Gemykolovirus	Pteropus associated gemykolovirus 1	2005505	None	NC_038501
Genomoviridae	Gemykolovirus	Pteropus associated gemykolovirus 2	2005506	None	NC_038502
Genomoviridae	Gemykrogvirus	Bovine associated gemykrogvirus 1	1985416	None	NC_024690
Genomoviridae	Gemykroznavirus	Rabbit associated gemykroznavirus 1	1985420	None	NC_025729
Genomoviridae	Gemytondvirus	Ostrich associated gemytondvirus 1	1985419	None	NC_025728
Genomoviridae	Gemyvongvirus	Human associated gemyvongvirus 1	1985415	None	NC_028459
Hantaviridae	Loanvirus	Longquan loanvirus	2501379	None	NC_043126,NC_043125,NC_043127
Hantaviridae	Mobatvirus	Laibin mobatvirus	2501380	M	NC_038513
Hantaviridae	Mobatvirus	Laibin mobatvirus	2501380	S	NC_038514
Hantaviridae	Mobatvirus	Laibin mobatvirus	2501380	L	NC_038515
Hantaviridae	Mobatvirus	Nova mobatvirus	2501381	S	NC_034464
Hantaviridae	Mobatvirus	Nova mobatvirus	2501381	L	NC_034465
Hantaviridae	Mobatvirus	Nova mobatvirus	2501381	M	NC_034470
Hantaviridae	Mobatvirus	Quezon mobatvirus	2501382	M	NC_034393
Hantaviridae	Mobatvirus	Quezon mobatvirus	2501382	S	NC_034400
Hantaviridae	Mobatvirus	Quezon mobatvirus	2501382	L	NC_034401
Hantaviridae	Orthohantavirus	Andes orthohantavirus	1980456	S	NC_003466
Hantaviridae	Orthohantavirus	Andes orthohantavirus	1980456	M	NC_003467
Hantaviridae	Orthohantavirus	Andes orthohantavirus	1980456	L	NC_003468
Hantaviridae	Orthohantavirus	Asama orthohantavirus	1980457	S	NC_038273
Hantaviridae	Orthohantavirus	Asama orthohantavirus	1980457	M	NC_038274
Hantaviridae	Orthohantavirus	Asikkala orthohantavirus	1980458	None	NC_043069,NC_043068,NC_043070
Hantaviridae	Orthohantavirus	Bayou orthohantavirus	1980459	S	NC_038298
Hantaviridae	Orthohantavirus	Bayou orthohantavirus	1980459	L	NC_038299
Hantaviridae	Orthohantavirus	Bayou orthohantavirus	1980459	M	NC_038300
Hantaviridae	Orthohantavirus	Black Creek Canal orthohantavirus	1980460	None	NC_043075,NC_043074,NC_043073
Hantaviridae	Orthohantavirus	Bowe orthohantavirus	1980461	S	NC_034405
Hantaviridae	Orthohantavirus	Bowe orthohantavirus	1980461	M	NC_034406
Hantaviridae	Orthohantavirus	Bowe orthohantavirus	1980461	L	NC_034407
Hantaviridae	Orthohantavirus	Bruges orthohantavirus	1980462	S	NC_034394
Hantaviridae	Orthohantavirus	Bruges orthohantavirus	1980462	M	NC_034395
Hantaviridae	Orthohantavirus	Bruges orthohantavirus	1980462	L	NC_034402
Hantaviridae	Orthohantavirus	Cano Delgadito orthohantavirus	1980463	L	NC_034515
Hantaviridae	Orthohantavirus	Cano Delgadito orthohantavirus	1980463	M	NC_034525
Hantaviridae	Orthohantavirus	Cano Delgadito orthohantavirus	1980463	S	NC_034528
Hantaviridae	Orthohantavirus	Cao Bang orthohantavirus	1980464	M	NC_034474
Hantaviridae	Orthohantavirus	Cao Bang orthohantavirus	1980464	S	NC_034484
Hantaviridae	Orthohantavirus	Cao Bang orthohantavirus	1980464	L	NC_034485
Hantaviridae	Orthohantavirus	Choclo orthohantavirus	1980465	S	NC_038373
Hantaviridae	Orthohantavirus	Choclo orthohantavirus	1980465	M	NC_038374
Hantaviridae	Orthohantavirus	Dabieshan orthohantavirus	1980466	M	NC_038383
Hantaviridae	Orthohantavirus	Dabieshan orthohantavirus	1980466	S	NC_038384
Hantaviridae	Orthohantavirus	Dobrava-Belgrade orthohantavirus	1980467	S	NC_005233
Hantaviridae	Orthohantavirus	Dobrava-Belgrade orthohantavirus	1980467	M	NC_005234
Hantaviridae	Orthohantavirus	Dobrava-Belgrade orthohantavirus	1980467	L	NC_005235
Hantaviridae	Orthohantavirus	El Moro Canyon orthohantavirus	1980468	S	NC_038423
Hantaviridae	Orthohantavirus	El Moro Canyon orthohantavirus	1980468	M	NC_038424
Hantaviridae	Orthohantavirus	Fugong orthohantavirus	1980469	M	NC_034466
Hantaviridae	Orthohantavirus	Fugong orthohantavirus	1980469	L	NC_034467
Hantaviridae	Orthohantavirus	Fugong orthohantavirus	1980469	S	NC_034473
Hantaviridae	Orthohantavirus	Fusong orthohantavirus	1980470	S	NC_038446
Hantaviridae	Orthohantavirus	Fusong orthohantavirus	1980470	M	NC_038447
Hantaviridae	Orthohantavirus	Hantaan orthohantavirus	1980471	S	NC_005218
Hantaviridae	Orthohantavirus	Hantaan orthohantavirus	1980471	M	NC_005219
Hantaviridae	Orthohantavirus	Hantaan orthohantavirus	1980471	L	NC_005222
Hantaviridae	Orthohantavirus	Hantavirus Z10	93830	S	NC_006433
Hantaviridae	Orthohantavirus	Hantavirus Z10	93830	L	NC_006435
Hantaviridae	Orthohantavirus	Hantavirus Z10	93830	M	NC_006437
Hantaviridae	Orthohantavirus	Jeju orthohantavirus	1980473	S	NC_034398
Hantaviridae	Orthohantavirus	Jeju orthohantavirus	1980473	L	NC_034399
Hantaviridae	Orthohantavirus	Jeju orthohantavirus	1980473	M	NC_034404
Hantaviridae	Orthohantavirus	Kenkeme orthohantavirus	1980474	S	NC_034559
Hantaviridae	Orthohantavirus	Kenkeme orthohantavirus	1980474	L	NC_034560
Hantaviridae	Orthohantavirus	Kenkeme orthohantavirus	1980474	M	NC_034565
Hantaviridae	Orthohantavirus	Khabarovsk orthohantavirus	1980475	M	NC_034518
Hantaviridae	Orthohantavirus	Khabarovsk orthohantavirus	1980475	L	NC_034519
Hantaviridae	Orthohantavirus	Khabarovsk orthohantavirus	1980475	S	NC_034527
Hantaviridae	Orthohantavirus	Laguna Negra orthohantavirus	1980476	S	NC_038505
Hantaviridae	Orthohantavirus	Laguna Negra orthohantavirus	1980476	M	NC_038506
Hantaviridae	Orthohantavirus	Luxi orthohantavirus	1980479	M	NC_038528
Hantaviridae	Orthohantavirus	Luxi orthohantavirus	1980479	L	NC_038529
Hantaviridae	Orthohantavirus	Luxi orthohantavirus	1980479	S	NC_038530
Hantaviridae	Orthohantavirus	Maporal orthohantavirus	1980480	M	NC_034552
Hantaviridae	Orthohantavirus	Maporal orthohantavirus	1980480	L	NC_034553
Hantaviridae	Orthohantavirus	Maporal orthohantavirus	1980480	S	NC_034566,NC_038233
Hantaviridae	Orthohantavirus	Montano orthohantavirus	1980481	S	NC_034396
Hantaviridae	Orthohantavirus	Montano orthohantavirus	1980481	M	NC_034397
Hantaviridae	Orthohantavirus	Montano orthohantavirus	1980481	L	NC_034403
Hantaviridae	Orthohantavirus	Necocli orthohantavirus	1980482	None	NC_043407,NC_043409,NC_043408
Hantaviridae	Orthohantavirus	Oxbow orthohantavirus	1980484	None	NC_043175,NC_043176,NC_043174
Hantaviridae	Orthohantavirus	Prospect Hill orthohantavirus	1980485	S	NC_038938
Hantaviridae	Orthohantavirus	Prospect Hill orthohantavirus	1980485	L	NC_038939
Hantaviridae	Orthohantavirus	Prospect Hill orthohantavirus	1980485	M	NC_038940
Hantaviridae	Orthohantavirus	Puumala orthohantavirus	1980486	M	NC_005223
Hantaviridae	Orthohantavirus	Puumala orthohantavirus	1980486	S	NC_005224
Hantaviridae	Orthohantavirus	Puumala orthohantavirus	1980486	L	NC_005225
Hantaviridae	Orthohantavirus	Rockport orthohantavirus	1980488	M	NC_038694
Hantaviridae	Orthohantavirus	Rockport orthohantavirus	1980488	L	NC_038695
Hantaviridae	Orthohantavirus	Rockport orthohantavirus	1980488	S	NC_038696
Hantaviridae	Orthohantavirus	Sangassou orthohantavirus	1980489	M	NC_034516
Hantaviridae	Orthohantavirus	Sangassou orthohantavirus	1980489	L	NC_034517
Hantaviridae	Orthohantavirus	Sangassou orthohantavirus	1980489	S	NC_034526
Hantaviridae	Orthohantavirus	Seoul orthohantavirus	1980490	S	NC_005236
Hantaviridae	Orthohantavirus	Seoul orthohantavirus	1980490	M	NC_005237
Hantaviridae	Orthohantavirus	Seoul orthohantavirus	1980490	L	NC_005238
Hantaviridae	Orthohantavirus	Sin Nombre orthohantavirus	1980491	M	NC_005215
Hantaviridae	Orthohantavirus	Sin Nombre orthohantavirus	1980491	S	NC_005216
Hantaviridae	Orthohantavirus	Sin Nombre orthohantavirus	1980491	L	NC_005217
Hantaviridae	Orthohantavirus	Thailand orthohantavirus	1980492	S	NC_034555
Hantaviridae	Orthohantavirus	Thailand orthohantavirus	1980492	L	NC_034556
Hantaviridae	Orthohantavirus	Thailand orthohantavirus	1980492	M	NC_034563
Hantaviridae	Orthohantavirus	Tula orthohantavirus	1980494	L	NC_005226
Hantaviridae	Orthohantavirus	Tula orthohantavirus	1980494	S	NC_005227
Hantaviridae	Orthohantavirus	Tula orthohantavirus	1980494	M	NC_005228
Hantaviridae	Orthohantavirus	Yakeshi orthohantavirus	1980495	S	NC_038704
Hantaviridae	Orthohantavirus	Yakeshi orthohantavirus	1980495	M	NC_038705
Hantaviridae	Thottimvirus	Imjin thottimvirus	2501369	M	NC_034557
Hantaviridae	Thottimvirus	Imjin thottimvirus	2501369	S	NC_034558
Hantaviridae	Thottimvirus	Imjin thottimvirus	2501369	L	NC_034564
Hantaviridae	Thottimvirus	Thottopalayam thottimvirus	2501370	S	NC_010704
Hantaviridae	Thottimvirus	Thottopalayam thottimvirus	2501370	L	NC_010707
Hantaviridae	Thottimvirus	Thottopalayam thottimvirus	2501370	M	NC_010708
Hepadnaviridae	unknown	Bluegill hepatitis B virus	2169918	None	NC_030445
Hepadnaviridae	unknown	Domestic cat hepadnavirus	2107574	None	NC_040719
Hepadnaviridae	unknown	Tibetan frog hepatitis B virus	2169919	None	NC_030446
Hepadnaviridae	unknown	White sucker hepatitis B virus	1690672	None	NC_027922
Hepadnaviridae	Avihepadnavirus	Duck hepatitis B virus	12639	None	NC_005888,NC_005890,NC_001344,NC_005950
Hepadnaviridae	Avihepadnavirus	Heron hepatitis B virus	28300	None	NC_001486
Hepadnaviridae	Avihepadnavirus	Parrot hepatitis B virus	1128118	None	NC_016561
Hepadnaviridae	Avihepadnavirus	Tinamou hepatitis B virus	2018685	None	NC_035210
Hepadnaviridae	Orthohepadnavirus	Capuchin monkey hepatitis B virus	2163996	None	NC_043528
Hepadnaviridae	Orthohepadnavirus	Ground squirrel hepatitis virus	10406	None	NC_001484
Hepadnaviridae	Orthohepadnavirus	Hepatitis B virus	10407	None	NC_003977
Hepadnaviridae	Orthohepadnavirus	Long-fingered bat hepatitis B virus	2050037	None	NC_020881
Hepadnaviridae	Orthohepadnavirus	Pomona bat hepatitis B virus	2049933	None	NC_038503
Hepadnaviridae	Orthohepadnavirus	Roundleaf bat hepatitis B virus	1508710	None	NC_024444,NC_024443
Hepadnaviridae	Orthohepadnavirus	Tent-making bat hepatitis B virus	1508712	None	NC_024445
Hepadnaviridae	Orthohepadnavirus	Woodchuck hepatitis virus	35269	None	NC_004107
Hepadnaviridae	Orthohepadnavirus	Woolly monkey hepatitis B virus	68416	None	NC_028129
Hepeviridae	unknown	Rana hepevirus	2185281	None	NC_040835
Hepeviridae	Orthohepevirus	Orthohepevirus A	1678143	None	NC_001434
Hepeviridae	Orthohepevirus	Orthohepevirus B	1678144	None	NC_023425
Hepeviridae	Orthohepevirus	Orthohepevirus C	1678145	None	NC_038504
Hepeviridae	Orthohepevirus	Orthohepevirus D	1678146	None	NC_018382
Hepeviridae	Piscihepevirus	Piscihepevirus A	1678147	None	NC_015521
Herpesviridae	unknown	Caviid betaherpesvirus 2	33706	None	NC_020231
Herpesviridae	unknown	Chelonid alphaherpesvirus 6	702738	None	NC_043053
Herpesviridae	unknown	Eptesicus fuscus gammaherpesvirus	2035399	None	NC_040615
Herpesviridae	unknown	Equid gammaherpesvirus 7	291612	None	NC_043061
Herpesviridae	unknown	Felis catus gammaherpesvirus 1	1452540	None	NC_028099
Herpesviridae	unknown	Myotis gammaherpesvirus 8	1780507	None	NC_029255
Herpesviridae	unknown	Phocid gammaherpesvirus 2	47419	None	NC_043062
Herpesviridae	unknown	Rhinolophus gammaherpesvirus 1	2054179	None	NC_040539
Herpesviridae	unknown	Tupaiid betaherpesvirus 1	10397	None	NC_002794
Herpesviridae	Cytomegalovirus	Aotine betaherpesvirus 1	50290	None	NC_016447
Herpesviridae	Cytomegalovirus	Cebine betaherpesvirus 1	1125844	None	NC_038260
Herpesviridae	Cytomegalovirus	Cercopithecine betaherpesvirus 5	50292	None	NC_027016
Herpesviridae	Cytomegalovirus	Cynomolgus cytomegalovirus	1919083	None	NC_033176
Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5	10359	None	NC_006273
Herpesviridae	Cytomegalovirus	Macacine betaherpesvirus 3	47929	None	NC_006150
Herpesviridae	Cytomegalovirus	Panine betaherpesvirus 2	188763	None	NC_003521
Herpesviridae	Cytomegalovirus	Saimiriine betaherpesvirus 4	1535247	None	NC_016448
Herpesviridae	Iltovirus	Gallid alphaherpesvirus 1	10386	None	NC_006623
Herpesviridae	Iltovirus	Psittacid alphaherpesvirus 1	50294	None	NC_005264
Herpesviridae	Lymphocryptovirus	Callitrichine gammaherpesvirus 3	106331	None	NC_004367
Herpesviridae	Lymphocryptovirus	Gorilline gammaherpesvirus 1	159604	None	NC_038937
Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	10376	None	NC_007605,NC_009334,NC_007605
Herpesviridae	Lymphocryptovirus	Macacine gammaherpesvirus 4	45455	None	NC_006146
Herpesviridae	Lymphocryptovirus	Panine gammaherpesvirus 1	159602	None	NC_038859
Herpesviridae	Lymphocryptovirus	Papiine gammaherpesvirus 1	106332	None	NC_043058
Herpesviridae	Lymphocryptovirus	Pongine gammaherpesvirus 2	159603	None	NC_038860
Herpesviridae	Macavirus	Alcelaphine gammaherpesvirus 1	35252	None	NC_002531
Herpesviridae	Macavirus	Alcelaphine gammaherpesvirus 2	138184	None	NC_024382
Herpesviridae	Macavirus	Bovine gammaherpesvirus 6	1504288	None	NC_024303
Herpesviridae	Macavirus	Caprine gammaherpesvirus 2	135102	None	NC_043059
Herpesviridae	Macavirus	Hippotragine gammaherpesvirus 1	333341	None	NC_043060
Herpesviridae	Macavirus	Ovine gammaherpesvirus 2	10398	None	NC_007646
Herpesviridae	Macavirus	Suid gammaherpesvirus 3	1960249	None	NC_038264
Herpesviridae	Macavirus	Suid gammaherpesvirus 4	1960250	None	NC_038265
Herpesviridae	Mardivirus	Anatid alphaherpesvirus 1	104388	None	NC_013036
Herpesviridae	Mardivirus	Columbid alphaherpesvirus 1	93386	None	NC_034266,NC_024450,NC_024450,NC_034266
Herpesviridae	Mardivirus	Gallid alphaherpesvirus 2	10390	None	NC_002229
