name	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	H13	H14	H15	H16
H10-u1	0.0	0.0	0.0	0.0	0.0003132832080200501	0.0	0.0	0.0	0.0	0.6897727272727273	0.0	0.0	0.0	0.0	0.0	0.0
H10-u2	0.0	0.0	0.0	0.0	0.0003132832080200501	0.0	0.0	0.0	0.0	0.8465909090909091	0.0	0.0	0.0	0.0	0.0	0.0
H10-u3	0.0	0.0	0.0	0.0	0.0003132832080200501	0.0	0.4565727699530516	0.0	0.0	0.35113636363636364	0.0	0.0	0.0	0.0	0.0	0.0
H10-u4	0.0	0.0	0.0	0.0	0.0003132832080200501	0.0	0.4565727699530516	0.0	0.0	0.2875	0.0	0.0	0.0	0.0	0.0	0.0
H10-u5	0.0	0.0	5.076399817249606e-05	0.0	0.0003132832080200501	0.0	0.54518779342723	0.0	0.0	0.21477272727272728	0.0	0.0	0.0	0.0	0.0	0.0
H10-u6	0.0	0.0	5.076399817249606e-05	0.0	0.0003132832080200501	0.0	0.54518779342723	0.0	0.0	0.21477272727272728	0.0	0.0	0.0	0.0	0.0	0.0
H11-u1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7578347578347578	0.0	0.0	0.0	0.0	0.0
H11-u10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6923076923076923	0.0	0.0	0.0	0.0	0.0
H11-u11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6923076923076923	0.0	0.0	0.0	0.0	0.0
H11-u12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7948717948717948	0.0	0.0	0.0	0.0	0.0
H11-u13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7948717948717948	0.0	0.0	0.0	0.0	0.0
H11-u14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8404558404558404	0.0	0.0	0.0	0.0	0.0
H11-u15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8319088319088319	0.0	0.0	0.0	0.0	0.0
