year	num.seqs	num.covered	frac.covered
2007	1	0	0
2008	713	0	0
2009	1124	0	0
2010	1275	0	0
2011	2057	0	0
2012	2328	1	.0004
2013	2245	1	.0004
2014	2315	0	0
2015	2934	0	0
2016	2959	0	0
2017	2961	0	0
2018	6	0	0
