name	N1	N2	N3	N4	N5	N6	N7	N8	N9
N1-u1-g1	0.04568286363876699	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u1-g2	0.7158568180616507	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u1-g3	0.10283931687199281	9.561143512764126e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u2-g1	0.04568286363876699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u2-g2	0.7384867551419658	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u2-g3	0.10283931687199281	9.561143512764126e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u3-g1	0.04874953735525829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u3-g2	0.10511288531697774	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.008144269924374637	0.0
N1-u3-g3	0.7051763337386983	4.780571756382063e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N5-u1-g1	5.287368476709142e-05	0.0	0.0	0.0	0.7264957264957265	0.0	0.0	0.4444444444444444	0.0
N5-u1-g2	5.287368476709142e-05	0.0	0.0	0.04639175257731959	0.03418803418803419	0.0	0.0	0.0	0.0
N5-u1-g3	0.0	0.0	0.0	0.0	0.1282051282051282	0.0	0.0	0.0	0.0
N5-u2-g1	5.287368476709142e-05	0.0	0.0	0.0	0.045584045584045586	0.0	0.0	0.038976148923792905	0.0
N5-u2-g2	0.000634484217205097	0.0	0.0	0.0	0.1282051282051282	0.0	0.0	0.005235602094240838	0.0
N5-u2-g3	5.287368476709142e-05	0.0	0.0	0.0	0.6495726495726496	0.0	0.0	0.4688772542175684	0.0
N5-u3-g1	5.287368476709142e-05	0.0	0.0	0.0	0.6866096866096866	0.0	0.0	0.004072134962187318	0.0
N5-u3-g2	5.287368476709142e-05	0.0	0.0	0.0	0.17663817663817663	0.0	0.0	0.1948807446189645	0.0
N5-u3-g3	5.287368476709142e-05	0.0	0.0	0.0	0.18803418803418803	0.0	0.0	0.006399069226294357	0.0
N8-u1-g1	5.287368476709142e-05	0.0	0.0	0.0	0.6495726495726496	0.0	0.0	0.6678301337987201	0.0
N8-u1-g2	0.0	0.0	0.0	0.0	0.005698005698005698	0.0	0.0	0.11751018033740547	0.0
N8-u2-g1	5.287368476709142e-05	0.0	0.0	0.0	0.6495726495726496	0.0	0.0	0.6660849331006399	0.0
N8-u2-g2	0.0	0.0	0.0	0.0	0.005698005698005698	0.0	0.0	0.11634671320535195	0.0
N8-u3-g1	0.0	0.0	0.0	0.0	0.008547008547008548	0.0	0.0	0.6340895869691682	0.0
N8-u3-g2	0.009252894834240999	4.780571756382063e-05	0.0	0.0	0.002849002849002849	0.0	0.0	0.32577079697498545	0.0
N8-u3-g3	0.0	0.0	0.0	0.0	0.014245014245014245	0.0	0.0	0.15939499709133217	0.0
