coverage.against.year	num.seqs.against.year	design.up.to.year	num.seqs.up.to.year	coverage
2008	11	2009	60	0.972727
2008	11	2009	60	0.881818
2008	11	2009	60	1
2008	11	2009	60	0.95
2008	11	2009	60	0.8
2008	11	2009	60	0.713636
2008	11	2009	60	0.972727
2008	11	2009	60	0.922727
2008	11	2010	82	0.990909
2008	11	2010	82	0.95
2008	11	2010	82	0.909091
2008	11	2010	82	0.840909
2008	11	2010	82	0.936364
2008	11	2010	82	0.827273
2008	11	2010	82	0.990909
2008	11	2010	82	0.995455
2008	11	2010	82	0.931818
2008	11	2010	82	0.840909
2008	11	2011	126	0.95
2008	11	2011	126	0.840909
2008	11	2011	126	0.881818
2008	11	2011	126	0.986364
2008	11	2011	126	0.945455
2008	11	2011	126	0.827273
2008	11	2011	126	0.931818
2008	11	2011	126	0.845455
2008	11	2011	126	0.772727
2008	11	2011	126	0.995455
2008	11	2012	193	0.931818
2008	11	2012	193	1
2008	11	2012	193	0.845455
2008	11	2012	193	0.95
2008	11	2012	193	0.9
2008	11	2012	193	0.945455
2008	11	2012	193	0.963636
2008	11	2012	193	0.904545
2008	11	2012	193	0.972727
2008	11	2012	193	0.872727
2008	11	2013	212	0.940909
2008	11	2013	212	0.945455
2008	11	2013	212	0.813636
2008	11	2013	212	0.890909
2008	11	2013	212	0.859091
2008	11	2013	212	0.827273
2008	11	2013	212	0.927273
2008	11	2013	212	0.840909
2008	11	2013	212	0.945455
2008	11	2013	212	0.836364
2008	11	2014	218	0.936364
2008	11	2014	218	0.822727
2008	11	2014	218	0.922727
2008	11	2014	218	0.977273
2008	11	2014	218	0.977273
2008	11	2014	218	0.963636
2008	11	2014	218	0.859091
2008	11	2014	218	0.936364
2008	11	2014	218	0.863636
2008	11	2014	218	0.854545
2008	11	2015	228	0.904545
2008	11	2015	228	0.954545
2008	11	2015	228	0.827273
2008	11	2015	228	0.913636
2008	11	2015	228	0.890909
2008	11	2015	228	0.963636
2008	11	2015	228	0.809091
2008	11	2015	228	0.954545
2008	11	2015	228	0.972727
2008	11	2015	228	0.840909
2008	11	2016	280	0.968182
2008	11	2016	280	0.931818
2008	11	2016	280	0.981818
2008	11	2016	280	0.972727
2008	11	2016	280	0.95
2008	11	2016	280	0.968182
2008	11	2016	280	0.909091
2008	11	2016	280	0.990909
2008	11	2016	280	0.918182
2008	11	2016	280	0.990909
2008	11	2017	280	0.986364
2008	11	2017	280	0.990909
2008	11	2017	280	0.940909
2008	11	2017	280	0.959091
2008	11	2017	280	0.95
2008	11	2017	280	0.986364
2008	11	2017	280	0.977273
2008	11	2017	280	0.968182
2008	11	2017	280	0.981818
2008	11	2017	280	0.954545
2008	11	2018	290	0.963636
2008	11	2018	290	0.927273
2008	11	2018	290	0.904545
2008	11	2018	290	0.972727
2008	11	2018	290	0.940909
2008	11	2018	290	0.977273
2008	11	2018	290	0.981818
2008	11	2018	290	0.968182
2008	11	2018	290	0.940909
2008	11	2018	290	0.995455
2008	11	2019	290	0.972727
2008	11	2019	290	0.986364
2008	11	2019	290	0.918182
2008	11	2019	290	0.981818
2008	11	2019	290	0.931818
2008	11	2019	290	0.940909
2008	11	2019	290	0.995455
2008	11	2019	290	0.9
2008	11	2019	290	0.972727
2008	11	2019	290	0.986364
2009	44	2005	5	0.00909091
2009	44	2005	5	0.00454545
2009	44	2005	5	0.00454545
2009	44	2005	5	0
2009	44	2005	5	0.00681818
2009	44	2005	5	0
2009	44	2005	5	0.00681818
2009	44	2005	5	0.00454545
2009	44	2005	5	0
2009	44	2005	5	0
2009	44	2006	5	0
2009	44	2006	5	0
2009	44	2006	5	0
2009	44	2006	5	0
2009	44	2006	5	0
2009	44	2006	5	0.00909091
2009	44	2006	5	0
2009	44	2006	5	0
2009	44	2006	5	0.00568182
2009	44	2007	5	0
2009	44	2007	5	0.00454545
2009	44	2007	5	0
2009	44	2007	5	0.0113636
2009	44	2007	5	0.00340909
2009	44	2007	5	0
2009	44	2007	5	0
2009	44	2007	5	0
2009	44	2007	5	0.00909091
2009	44	2008	16	0.778409
2009	44	2008	16	0.7
2009	44	2008	16	0.740909
2009	44	2008	16	0.772727
2009	44	2008	16	0.709091
2009	44	2008	16	0.775
2009	44	2008	16	0.761364
2009	44	2008	16	0.719318
2009	44	2008	16	0.753409
2009	44	2008	16	0.721591
2009	44	2009	60	0.980682
2009	44	2009	60	0.984091
2009	44	2009	60	0.990909
2009	44	2009	60	0.959091
2009	44	2009	60	0.985227
2009	44	2009	60	0.9875
2009	44	2009	60	0.977273
2009	44	2009	60	0.953409
2009	44	2009	60	0.996591
2009	44	2009	60	0.956818
2009	44	2010	82	0.990909
2009	44	2010	82	0.996591
2009	44	2010	82	0.988636
2009	44	2010	82	0.989773
2009	44	2010	82	0.996591
2009	44	2010	82	0.971591
2009	44	2010	82	0.980682
2009	44	2010	82	0.990909
2009	44	2010	82	0.995455
2009	44	2010	82	0.977273
2009	44	2011	126	0.975
2009	44	2011	126	0.996591
2009	44	2011	126	0.979545
2009	44	2011	126	0.986364
2009	44	2011	126	0.980682
2009	44	2011	126	0.975
2009	44	2011	126	0.973864
2009	44	2011	126	0.993182
2009	44	2011	126	0.971591
2009	44	2011	126	0.986364
2009	44	2012	193	0.998864
2009	44	2012	193	0.988636
2009	44	2012	193	0.982955
2009	44	2012	193	0.989773
2009	44	2012	193	0.994318
2009	44	2012	193	0.997727
2009	44	2012	193	0.978409
2009	44	2012	193	0.978409
2009	44	2012	193	0.973864
2009	44	2012	193	0.990909
2009	44	2013	212	0.976136
2009	44	2013	212	0.976136
2009	44	2013	212	0.988636
2009	44	2013	212	0.972727
2009	44	2013	212	0.985227
2009	44	2013	212	0.986364
2009	44	2013	212	0.932955
2009	44	2013	212	0.939773
2009	44	2013	212	0.992045
2009	44	2013	212	0.981818
2009	44	2014	218	0.994318
2009	44	2014	218	0.988636
2009	44	2014	218	0.975
2009	44	2014	218	0.977273
2009	44	2014	218	0.982955
2009	44	2014	218	0.989773
2009	44	2014	218	0.984091
2009	44	2014	218	0.980682
2009	44	2014	218	0.996591
2009	44	2014	218	0.842045
2009	44	2015	228	0.979545
2009	44	2015	228	0.954545
2009	44	2015	228	0.961364
2009	44	2015	228	0.993182
2009	44	2015	228	0.981818
2009	44	2015	228	0.992045
2009	44	2015	228	0.988636
2009	44	2015	228	0.981818
2009	44	2015	228	0.9875
2009	44	2015	228	0.984091
2009	44	2016	280	0.994318
2009	44	2016	280	0.976136
2009	44	2016	280	0.977273
2009	44	2016	280	0.992045
2009	44	2016	280	0.985227
2009	44	2016	280	0.985227
2009	44	2016	280	0.993182
2009	44	2016	280	0.998864
2009	44	2016	280	0.982955
2009	44	2016	280	1
2009	44	2017	280	0.981818
2009	44	2017	280	0.996591
2009	44	2017	280	0.9875
2009	44	2017	280	0.990909
2009	44	2017	280	0.992045
2009	44	2017	280	0.990909
2009	44	2017	280	0.997727
2009	44	2017	280	0.993182
2009	44	2017	280	0.992045
2009	44	2017	280	0.988636
2009	44	2018	290	0.982955
2009	44	2018	290	0.986364
2009	44	2018	290	0.9875
2009	44	2018	290	0.998864
2009	44	2018	290	0.998864
2009	44	2018	290	0.9875
2009	44	2018	290	0.982955
2009	44	2018	290	0.990909
2009	44	2018	290	0.993182
2009	44	2018	290	0.997727
2009	44	2019	290	0.985227
2009	44	2019	290	0.995455
2009	44	2019	290	0.992045
2009	44	2019	290	0.997727
2009	44	2019	290	0.994318
2009	44	2019	290	0.9875
2009	44	2019	290	0.984091
2009	44	2019	290	0.990909
2009	44	2019	290	0.988636
2009	44	2019	290	0.986364
2010	22	2005	5	0.0272727
2010	22	2005	5	0.00909091
2010	22	2005	5	0.00227273
2010	22	2005	5	0
2010	22	2005	5	0.00227273
2010	22	2005	5	0
2010	22	2005	5	0.00681818
2010	22	2005	5	0.00227273
2010	22	2005	5	0
2010	22	2005	5	0
2010	22	2006	5	0
2010	22	2006	5	0
2010	22	2006	5	0
2010	22	2006	5	0
2010	22	2006	5	0
2010	22	2006	5	0.0272727
2010	22	2006	5	0
2010	22	2006	5	0
2010	22	2006	5	0.00681818
2010	22	2007	5	0
2010	22	2007	5	0.00227273
2010	22	2007	5	0
2010	22	2007	5	0.0227273
2010	22	2007	5	0.00454545
2010	22	2007	5	0
2010	22	2007	5	0
2010	22	2007	5	0
2010	22	2007	5	0.0272727
2010	22	2008	16	0.615909
2010	22	2008	16	0.520455
2010	22	2008	16	0.559091
2010	22	2008	16	0.593182
2010	22	2008	16	0.518182
2010	22	2008	16	0.597727
2010	22	2008	16	0.602273
2010	22	2008	16	0.55
2010	22	2008	16	0.577273
2010	22	2008	16	0.540909
2010	22	2009	60	0.861364
2010	22	2009	60	0.820455
2010	22	2009	60	0.861364
2010	22	2009	60	0.768182
2010	22	2009	60	0.870455
2010	22	2009	60	0.872727
2010	22	2009	60	0.825
2010	22	2009	60	0.847727
2010	22	2009	60	0.886364
2010	22	2009	60	0.793182
2010	22	2010	82	0.934091
2010	22	2010	82	1
2010	22	2010	82	0.945455
2010	22	2010	82	0.993182
2010	22	2010	82	0.981818
2010	22	2010	82	0.938636
2010	22	2010	82	1
2010	22	2010	82	0.940909
2010	22	2010	82	0.959091
2010	22	2010	82	0.954545
2010	22	2011	126	0.938636
2010	22	2011	126	0.954545
2010	22	2011	126	0.911364
2010	22	2011	126	0.95
2010	22	2011	126	0.984091
2010	22	2011	126	0.975
2010	22	2011	126	0.968182
2010	22	2011	126	0.988636
2010	22	2011	126	0.963636
2010	22	2011	126	0.890909
2010	22	2012	193	0.972727
2010	22	2012	193	0.993182
2010	22	2012	193	0.995455
2010	22	2012	193	0.984091
2010	22	2012	193	0.984091
2010	22	2012	193	0.984091
2010	22	2012	193	0.986364
2010	22	2012	193	0.997727
2010	22	2012	193	0.959091
2010	22	2012	193	0.984091
2010	22	2013	212	0.993182
2010	22	2013	212	0.988636
2010	22	2013	212	0.984091
2010	22	2013	212	0.961364
2010	22	2013	212	0.997727
2010	22	2013	212	0.990909
2010	22	2013	212	0.95
2010	22	2013	212	0.95
2010	22	2013	212	0.984091
2010	22	2013	212	0.979545
2010	22	2014	218	0.956818
2010	22	2014	218	0.986364
2010	22	2014	218	0.986364
2010	22	2014	218	0.984091
2010	22	2014	218	0.981818
2010	22	2014	218	0.977273
2010	22	2014	218	0.984091
2010	22	2014	218	0.990909
2010	22	2014	218	0.990909
2010	22	2014	218	0.843182
2010	22	2015	228	0.961364
2010	22	2015	228	0.965909
2010	22	2015	228	0.995455
2010	22	2015	228	0.986364
2010	22	2015	228	0.995455
2010	22	2015	228	0.990909
2010	22	2015	228	0.995455
2010	22	2015	228	0.981818
2010	22	2015	228	0.988636
2010	22	2015	228	0.993182
2010	22	2016	280	0.988636
2010	22	2016	280	0.956818
2010	22	2016	280	1
2010	22	2016	280	0.997727
2010	22	2016	280	1
2010	22	2016	280	0.990909
2010	22	2016	280	0.963636
2010	22	2016	280	0.993182
2010	22	2016	280	0.986364
2010	22	2016	280	1
2010	22	2017	280	0.984091
2010	22	2017	280	0.943182
2010	22	2017	280	0.997727
2010	22	2017	280	0.990909
2010	22	2017	280	0.990909
2010	22	2017	280	0.977273
2010	22	2017	280	0.993182
2010	22	2017	280	0.997727
2010	22	2017	280	0.961364
2010	22	2017	280	0.997727
2010	22	2018	290	0.990909
2010	22	2018	290	0.984091
2010	22	2018	290	0.988636
2010	22	2018	290	0.995455
2010	22	2018	290	0.997727
2010	22	2018	290	0.993182
2010	22	2018	290	0.997727
2010	22	2018	290	0.972727
2010	22	2018	290	0.986364
2010	22	2018	290	0.990909
2010	22	2019	290	0.972727
2010	22	2019	290	0.995455
2010	22	2019	290	0.975
2010	22	2019	290	1
2010	22	2019	290	0.997727
2010	22	2019	290	0.977273
2010	22	2019	290	0.981818
2010	22	2019	290	0.981818
2010	22	2019	290	0.981818
2010	22	2019	290	0.993182
2011	44	2005	5	0.0204545
2011	44	2005	5	0.00454545
2011	44	2005	5	0
2011	44	2005	5	0
2011	44	2005	5	0.0113636
2011	44	2005	5	0
2011	44	2005	5	0.00454545
2011	44	2005	5	0
2011	44	2005	5	0
2011	44	2005	5	0
2011	44	2006	5	0
2011	44	2006	5	0
2011	44	2006	5	0
2011	44	2006	5	0
2011	44	2006	5	0
2011	44	2006	5	0.0204545
2011	44	2006	5	0
2011	44	2006	5	0
2011	44	2006	5	0.0159091
2011	44	2007	5	0
2011	44	2007	5	0
2011	44	2007	5	0
2011	44	2007	5	0.0227273
2011	44	2007	5	0.00909091
2011	44	2007	5	0
2011	44	2007	5	0
2011	44	2007	5	0
2011	44	2007	5	0.0204545
2011	44	2008	16	0.540909
2011	44	2008	16	0.476136
2011	44	2008	16	0.453409
2011	44	2008	16	0.565909
2011	44	2008	16	0.429545
2011	44	2008	16	0.538636
2011	44	2008	16	0.494318
2011	44	2008	16	0.445455
2011	44	2008	16	0.492045
2011	44	2008	16	0.472727
2011	44	2009	60	0.860227
2011	44	2009	60	0.782955
2011	44	2009	60	0.879545
2011	44	2009	60	0.722727
2011	44	2009	60	0.871591
2011	44	2009	60	0.8875
2011	44	2009	60	0.744318
2011	44	2009	60	0.819318
2011	44	2009	60	0.844318
2011	44	2009	60	0.773864
2011	44	2010	82	0.905682
2011	44	2010	82	0.913636
2011	44	2010	82	0.918182
2011	44	2010	82	0.882955
2011	44	2010	82	0.903409
2011	44	2010	82	0.851136
2011	44	2010	82	0.913636
2011	44	2010	82	0.909091
2011	44	2010	82	0.890909
2011	44	2010	82	0.890909
2011	44	2011	126	0.969318
2011	44	2011	126	0.964773
2011	44	2011	126	0.9625
2011	44	2011	126	0.934091
2011	44	2011	126	0.953409
2011	44	2011	126	0.953409
2011	44	2011	126	0.935227
2011	44	2011	126	0.978409
2011	44	2011	126	0.935227
2011	44	2011	126	0.951136
2011	44	2012	193	0.984091
2011	44	2012	193	0.990909
2011	44	2012	193	0.980682
2011	44	2012	193	0.981818
2011	44	2012	193	0.975
2011	44	2012	193	0.970455
2011	44	2012	193	0.990909
2011	44	2012	193	0.944318
2011	44	2012	193	0.978409
2011	44	2012	193	0.947727
2011	44	2013	212	0.942045
2011	44	2013	212	0.994318
2011	44	2013	212	0.948864
2011	44	2013	212	0.965909
2011	44	2013	212	0.948864
2011	44	2013	212	0.982955
2011	44	2013	212	0.934091
2011	44	2013	212	0.930682
2011	44	2013	212	0.947727
2011	44	2013	212	0.952273
2011	44	2014	218	0.968182
2011	44	2014	218	0.960227
2011	44	2014	218	0.968182
2011	44	2014	218	0.959091
2011	44	2014	218	0.989773
2011	44	2014	218	0.970455
2011	44	2014	218	0.969318
2011	44	2014	218	0.992045
2011	44	2014	218	0.984091
2011	44	2014	218	0.864773
2011	44	2015	228	0.975
2011	44	2015	228	0.939773
2011	44	2015	228	0.954545
2011	44	2015	228	0.963636
2011	44	2015	228	0.965909
2011	44	2015	228	0.993182
2011	44	2015	228	0.973864
2011	44	2015	228	0.955682
2011	44	2015	228	0.975
2011	44	2015	228	0.992045
2011	44	2016	280	0.965909
2011	44	2016	280	0.990909
2011	44	2016	280	0.992045
2011	44	2016	280	0.985227
2011	44	2016	280	0.982955
2011	44	2016	280	0.986364
2011	44	2016	280	0.9875
2011	44	2016	280	0.990909
2011	44	2016	280	0.957955
2011	44	2016	280	0.973864
2011	44	2017	280	0.975
2011	44	2017	280	0.970455
2011	44	2017	280	0.978409
2011	44	2017	280	0.986364
2011	44	2017	280	0.992045
2011	44	2017	280	0.976136
2011	44	2017	280	0.973864
2011	44	2017	280	0.989773
2011	44	2017	280	0.979545
2011	44	2017	280	0.984091
2011	44	2018	290	0.976136
2011	44	2018	290	0.993182
2011	44	2018	290	0.992045
2011	44	2018	290	0.972727
2011	44	2018	290	0.994318
2011	44	2018	290	0.985227
2011	44	2018	290	0.984091
2011	44	2018	290	0.985227
2011	44	2018	290	0.992045
2011	44	2018	290	0.968182
2011	44	2019	290	0.989773
2011	44	2019	290	0.9875
2011	44	2019	290	0.984091
2011	44	2019	290	0.976136
2011	44	2019	290	0.992045
2011	44	2019	290	0.9625
2011	44	2019	290	0.996591
2011	44	2019	290	0.986364
2011	44	2019	290	0.964773
2011	44	2019	290	0.971591
2012	67	2005	5	0.0223881
2012	67	2005	5	0.011194
2012	67	2005	5	0.00447761
2012	67	2005	5	0
2012	67	2005	5	0.0134328
2012	67	2005	5	0
2012	67	2005	5	0.0119403
2012	67	2005	5	0.00447761
2012	67	2005	5	0.00522388
2012	67	2005	5	0
2012	67	2006	5	0
2012	67	2006	5	0
2012	67	2006	5	0
2012	67	2006	5	0
2012	67	2006	5	0
2012	67	2006	5	0.0223881
2012	67	2006	5	0
2012	67	2006	5	0
2012	67	2006	5	0.0208955
2012	67	2007	5	0
2012	67	2007	5	0.00447761
2012	67	2007	5	0
2012	67	2007	5	0.0298507
2012	67	2007	5	0.0104478
2012	67	2007	5	0
2012	67	2007	5	0
2012	67	2007	5	0
2012	67	2007	5	0.0223881
2012	67	2008	16	0.449254
2012	67	2008	16	0.374627
2012	67	2008	16	0.377612
2012	67	2008	16	0.471642
2012	67	2008	16	0.343284
2012	67	2008	16	0.439552
2012	67	2008	16	0.44403
2012	67	2008	16	0.334328
2012	67	2008	16	0.362687
2012	67	2008	16	0.323134
2012	67	2009	60	0.78806
2012	67	2009	60	0.728358
2012	67	2009	60	0.802985
2012	67	2009	60	0.647761
2012	67	2009	60	0.807463
2012	67	2009	60	0.792537
2012	67	2009	60	0.670149
2012	67	2009	60	0.683582
2012	67	2009	60	0.770896
2012	67	2009	60	0.654478
2012	67	2010	82	0.832836
2012	67	2010	82	0.858955
2012	67	2010	82	0.81194
2012	67	2010	82	0.819403
2012	67	2010	82	0.820896
2012	67	2010	82	0.750746
2012	67	2010	82	0.838806
2012	67	2010	82	0.813433
2012	67	2010	82	0.822388
2012	67	2010	82	0.801493
2012	67	2011	126	0.815672
2012	67	2011	126	0.823881
2012	67	2011	126	0.848507
2012	67	2011	126	0.852239
2012	67	2011	126	0.841045
2012	67	2011	126	0.807463
2012	67	2011	126	0.847015
2012	67	2011	126	0.848507
2012	67	2011	126	0.8
2012	67	2011	126	0.828358
2012	67	2012	193	0.979851
2012	67	2012	193	0.945522
2012	67	2012	193	0.952985
2012	67	2012	193	0.931343
2012	67	2012	193	0.956716
2012	67	2012	193	0.970149
2012	67	2012	193	0.938806
2012	67	2012	193	0.956716
2012	67	2012	193	0.933582
2012	67	2012	193	0.955224
2012	67	2013	212	0.924627
2012	67	2013	212	0.927612
2012	67	2013	212	0.928358
2012	67	2013	212	0.923134
2012	67	2013	212	0.950746
2012	67	2013	212	0.930597
2012	67	2013	212	0.923134
2012	67	2013	212	0.93209
2012	67	2013	212	0.937313
2012	67	2013	212	0.929104
2012	67	2014	218	0.935075
2012	67	2014	218	0.930597
2012	67	2014	218	0.922388
2012	67	2014	218	0.920896
2012	67	2014	218	0.946269
2012	67	2014	218	0.944776
2012	67	2014	218	0.973134
2012	67	2014	218	0.930597
2012	67	2014	218	0.926866
2012	67	2014	218	0.889552
2012	67	2015	228	0.952239
2012	67	2015	228	0.93806
2012	67	2015	228	0.939552
2012	67	2015	228	0.937313
2012	67	2015	228	0.939552
2012	67	2015	228	0.952985
2012	67	2015	228	0.941045
2012	67	2015	228	0.939552
2012	67	2015	228	0.958209
2012	67	2015	228	0.941791
2012	67	2016	280	0.961194
2012	67	2016	280	0.943284
2012	67	2016	280	0.952985
2012	67	2016	280	0.928358
2012	67	2016	280	0.955224
2012	67	2016	280	0.952985
2012	67	2016	280	0.947015
2012	67	2016	280	0.96791
2012	67	2016	280	0.958955
2012	67	2016	280	0.969403
2012	67	2017	280	0.949254
2012	67	2017	280	0.953731
2012	67	2017	280	0.93806
2012	67	2017	280	0.96791
2012	67	2017	280	0.963433
2012	67	2017	280	0.965672
2012	67	2017	280	0.961194
2012	67	2017	280	0.948507
2012	67	2017	280	0.955224
2012	67	2017	280	0.963433
2012	67	2018	290	0.951493
2012	67	2018	290	0.940299
2012	67	2018	290	0.971642
2012	67	2018	290	0.958209
2012	67	2018	290	0.947761
2012	67	2018	290	0.947761
2012	67	2018	290	0.948507
2012	67	2018	290	0.980597
2012	67	2018	290	0.963433
2012	67	2018	290	0.972388
2012	67	2019	290	0.949254
2012	67	2019	290	0.952239
2012	67	2019	290	0.95
2012	67	2019	290	0.954478
2012	67	2019	290	0.959701
2012	67	2019	290	0.943284
2012	67	2019	290	0.965672
2012	67	2019	290	0.943284
2012	67	2019	290	0.964179
2012	67	2019	290	0.972388
2013	19	2005	5	0.0157895
2013	19	2005	5	0
2013	19	2005	5	0
2013	19	2005	5	0
2013	19	2005	5	0.0157895
2013	19	2005	5	0
2013	19	2005	5	0.00263158
2013	19	2005	5	0
2013	19	2005	5	0
2013	19	2005	5	0
2013	19	2006	5	0
2013	19	2006	5	0
2013	19	2006	5	0
2013	19	2006	5	0
2013	19	2006	5	0
2013	19	2006	5	0.0157895
2013	19	2006	5	0
2013	19	2006	5	0
2013	19	2006	5	0.0157895
2013	19	2007	5	0
2013	19	2007	5	0
2013	19	2007	5	0
2013	19	2007	5	0.0342105
2013	19	2007	5	0.0184211
2013	19	2007	5	0
2013	19	2007	5	0
2013	19	2007	5	0
2013	19	2007	5	0.0157895
2013	19	2008	16	0.136842
2013	19	2008	16	0.1
2013	19	2008	16	0.0184211
2013	19	2008	16	0.160526
2013	19	2008	16	0.0289474
2013	19	2008	16	0.123684
2013	19	2008	16	0.126316
2013	19	2008	16	0
2013	19	2008	16	0.0210526
2013	19	2008	16	0.05
2013	19	2009	60	0.694737
2013	19	2009	60	0.573684
2013	19	2009	60	0.626316
2013	19	2009	60	0.373684
2013	19	2009	60	0.721053
2013	19	2009	60	0.723684
2013	19	2009	60	0.452632
2013	19	2009	60	0.494737
2013	19	2009	60	0.713158
2013	19	2009	60	0.484211
2013	19	2010	82	0.807895
2013	19	2010	82	0.828947
2013	19	2010	82	0.768421
