aedes_flavivirus	390845	None	NC_012932
apoi_virus	64280	None	NC_003676
aroa_virus	64303	None	NC_009026
bagaza_virus	64290	None	NC_012534
banzi_virus	38837	None	DQ859056
bouboui_virus	64295	None	NC_033693
cacipacore_virus	64305	None	NC_026623
cell_fusing_agent_virus	31658	None	NC_001564
chaoyang_virus	631267	None	NC_017086
culex_flavivirus	390844	None	NC_008604
dengue_virus	12637	None	NC_001477,NC_002640,NC_001475,NC_001474
donggang_virus	985683	None	NC_016997
edge_hill_virus	64296	None	NC_030289
entebbe_bat_virus	64283	None	NC_008718
gadgets_gully_virus	64307	None	NC_033723
hanko_virus	1125677	None	NC_030401
ilheus_virus	59563	None	NC_009028
japanese_encephalitis_virus	11072	None	NC_001437
jugra_virus	64309	None	NC_033699
kadam_virus	64310	None	NC_033724
kamiti_river_virus	218849	None	NC_005064
kedougou_virus	64311	None	NC_012533
kokobera_virus	44024	None	NC_032088,NC_009029
kyasanur_forest_disease_virus	33743	None	NC_039218
langat_virus	11085	None	NC_003690
louping_ill_virus	11086	None	NC_001809
meaban_virus	35279	None	NC_033721
mercadeo_virus	1708574	None	NC_027819
modoc_virus	64300	None	NC_003635
montana_myotis_leukoencephalitis_virus	64312	None	NC_004119
murray_valley_encephalitis_virus	11079	None	NC_000943
nounane_virus	486494	None	NC_033715
ntaya_virus	64292	None	NC_018705
ochlerotatus_caspius_flavivirus	1244565	None	NC_034242
omsk_hemorrhagic_fever_virus	12542	None	NC_005062
palm_creek_virus	1302179	None	NC_033694
paraiso_escondido_virus	1566298	None	NC_027999
parramatta_river_virus	1708654	None	NC_027817
phnom_penh_bat_virus	64894	None	NC_034007
powassan_virus	11083	None	NC_003687
quang_binh_virus	643132	None	NC_012671,NC_021069
rio_bravo_virus	64285	None	NC_003675
royal_farm_virus	64288	None	NC_039219
saboya_virus	64284	None	NC_033697,NC_029054
saint_louis_encephalitis_virus	11080	None	NC_007580
saumarez_reef_virus	40012	None	NC_033726
sepik_virus	44026	None	NC_008719
spanish_goat_encephalitis_virus	1691889	None	NC_027709
spondweni_virus	64318	None	NC_029055
tho_virus	577122	None	NC_034151
tamana_bat_virus	161675	None	NC_003996
tembusu_virus	64293	None	NC_015843
tick-borne_encephalitis_virus	11084	None	NC_001672
uganda_s_virus	64297	None	NC_033698
usutu_virus	64286	None	NC_006551
wesselsbron_virus	164416	None	NC_012735
west_nile_virus	11082	None	NC_001563,NC_009942
yaounde_virus	64319	None	NC_034018
yellow_fever_virus	11089	None	NC_002031
yokose_virus	64294	None	NC_005039
zika_virus	64320	None	NC_012532,NC_035889
