name	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12	H13	H14	H15	H16
H10-u1	0.0	0.0	0.0	0.0	0.0003132832080200501	0.0	0.0	0.0	0.0	0.9761363636363637	0.0	0.0	0.0	0.0	0.0	0.0
H10-u2	0.0	0.0	0.0	0.0	0.0003132832080200501	0.0	0.0	0.0	0.0	0.9795454545454545	0.0	0.0	0.0	0.0	0.0	0.0
H10-u3	0.0	0.0	0.0	0.0	0.0003132832080200501	0.0	0.5592723004694836	0.0	0.0	0.9840909090909091	0.0	0.0	0.0	0.0	0.0	0.0
H10-u4	0.0	0.0	0.0	0.0	0.0003132832080200501	0.0	0.5592723004694836	0.0	0.0	0.9431818181818182	0.0	0.0	0.0	0.0	0.0	0.0
H10-u5	0.0	0.0	5.076399817249606e-05	0.0	0.0003132832080200501	0.0	0.54518779342723	0.0	0.0	0.9431818181818182	0.0	0.0	0.0	0.0	0.0	0.0
H10-u6	0.0	0.0	5.076399817249606e-05	0.0	0.0003132832080200501	0.0	0.54518779342723	0.0	0.0	0.9431818181818182	0.0	0.0	0.0	0.0	0.0	0.0
H11-u1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9886039886039886	0.0	0.0	0.0	0.0	0.0
H11-u10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9686609686609686	0.0	0.0	0.0	0.0	0.0
H11-u11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9686609686609686	0.0	0.0	0.0	0.0	0.0
H11-u12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9658119658119658	0.0	0.0	0.0	0.0	0.0
H11-u13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9658119658119658	0.0	0.0	0.0	0.0	0.0
H11-u14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9601139601139601	0.0	0.0	0.0	0.0	0.0
H11-u15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98005698005698	0.0	0.0	0.0	0.0	0.0
H11-u16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98005698005698	0.0	0.0	0.0	0.0	0.0
H11-u17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98005698005698	0.0	0.0	0.0	0.0	0.0
H11-u18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98005698005698	0.0	0.0	0.0	0.0	0.0
H11-u19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98005698005698	0.0	0.0	0.0	0.0	0.0
H11-u2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9914529914529915	0.0	0.0	0.0	0.0	0.0
H11-u3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9943019943019943	0.0	0.0	0.0	0.0	0.0
H11-u4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9943019943019943	0.0	0.0	0.0	0.0	0.0
H11-u5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9943019943019943	0.0	0.0	0.0	0.0	0.0
H11-u6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9943019943019943	0.0	0.0	0.0	0.0	0.0
