year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	114	8	.0701
2009	113	25	.2212
2010	87	24	.2758
2011	54	7	.1296
2012	31	8	.2580
2013	54	20	.3703
2014	108	25	.2314
2015	39	5	.1282
2016	4	2	.5000
2017	0	0	0
2018	0	0	0
