year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	20	12	.6000
2009	28	7	.2500
2010	8	6	.7500
2011	16	11	.6875
2012	43	33	.7674
2013	18	17	.9444
2014	18	18	1.0000
2015	13	3	.2307
2016	1	0	0
2017	0	0	0
2018	0	0	0
