year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	287	0	0
2009	281	0	0
2010	276	0	0
2011	405	0	0
2012	272	0	0
2013	362	0	0
2014	458	0	0
2015	415	0	0
2016	65	0	0
2017	1	0	0
2018	0	0	0
