year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	22	14	.6363
2009	18	15	.8333
2010	21	11	.5238
2011	40	29	.7250
2012	57	57	1.0000
2013	26	22	.8461
2014	10	9	.9000
2015	7	7	1.0000
2016	4	4	1.0000
2017	0	0	0
2018	0	0	0
