year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	72	0	0
2009	205	0	0
2010	52	0	0
2011	23	0	0
2012	21	0	0
2013	128	0	0
2014	152	0	0
2015	27	0	0
2016	1	0	0
2017	0	0	0
2018	0	0	0
