year	num.seqs	num.covered	frac.covered
0214	1	1	1.0000
2007	1	1	1.0000
2008	713	576	.8078
2009	1124	951	.8460
2010	1275	1158	.9082
2011	2057	1836	.8925
2012	2328	2110	.9063
2013	2245	2016	.8979
2014	2314	2075	.8967
2015	2934	2712	.9243
2016	2959	2773	.9371
2017	2961	2777	.9378
2018	6	2	.3333
