year	num.seqs	num.covered	frac.covered
2008	59	42	.7118
2009	101	86	.8514
2010	39	24	.6153
2011	50	45	.9000
2012	27	27	1.0000
2013	293	290	.9897
2014	425	422	.9929
2015	83	63	.7590
2016	42	34	.8095
2017	47	30	.6382
