year	num.seqs	num.covered	frac.covered
2008	162	155	.9567
2009	292	235	.8047
2010	255	229	.8980
2011	149	140	.9395
2012	244	240	.9836
2013	140	126	.9000
2014	246	227	.9227
2015	193	178	.9222
2016	134	129	.9626
2017	47	44	.9361
