year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	44	16	.3636
2009	29	12	.4137
2010	28	23	.8214
2011	31	24	.7741
2012	7	5	.7142
2013	40	33	.8250
2014	3	2	.6666
2015	7	4	.5714
2016	1	0	0
2017	0	0	0
2018	0	0	0
