year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	50	49	.9800
2009	44	25	.5681
2010	16	13	.8125
2011	17	13	.7647
2012	4	4	1.0000
2013	6	6	1.0000
2014	17	17	1.0000
2015	5	5	1.0000
2016	1	1	1.0000
2017	0	0	0
2018	0	0	0
