year	num.seqs	num.covered	frac.covered
2008	182	179	.9835
2009	214	203	.9485
2010	285	270	.9473
2011	231	196	.8484
2012	84	75	.8928
2013	212	196	.9245
2014	230	220	.9565
2015	185	169	.9135
2016	85	84	.9882
2017	11	11	1.0000
