year	num.seqs	num.covered	frac.covered
2008	123	109	.8861
2009	121	114	.9421
2010	155	141	.9096
2011	122	106	.8688
2012	90	86	.9555
2013	158	145	.9177
2014	93	79	.8494
2015	71	70	.9859
2016	80	70	.8750
2017	13	10	.7692
