coverage.against.year	num.seqs.against.year	design.up.to.year	num.seqs.up.to.year	coverage
2005	70	2005	416	0.97
2005	70	2005	416	0.975
2005	70	2005	416	0.981429
2005	70	2005	416	0.977143
2005	70	2006	519	0.982143
2005	70	2006	519	0.977143
2005	70	2006	519	0.983571
2005	70	2006	519	0.975
2005	70	2006	519	0.99
2005	70	2006	519	0.974286
2005	70	2006	519	0.984286
2005	70	2006	519	0.972143
2005	70	2006	519	0.979286
2005	70	2006	519	0.973571
2005	70	2007	550	0.986429
2005	70	2007	550	0.978571
2005	70	2007	550	0.978571
2005	70	2007	550	0.978571
2005	70	2007	550	0.979286
2005	70	2007	550	0.984286
2005	70	2007	550	0.979286
2005	70	2007	550	0.978571
2005	70	2007	550	0.979286
2005	70	2007	550	0.980714
2005	70	2008	569	0.981429
2005	70	2008	569	0.979286
2005	70	2008	569	0.987857
2005	70	2008	569	0.975714
2005	70	2008	569	0.976429
2005	70	2008	569	0.980714
2005	70	2008	569	0.979286
2005	70	2008	569	0.977857
2005	70	2008	569	0.978571
2005	70	2008	569	0.977857
2005	70	2009	580	0.984286
2005	70	2009	580	0.982857
2005	70	2009	580	0.982857
2005	70	2009	580	0.986429
2005	70	2009	580	0.985
2005	70	2009	580	0.974286
2005	70	2009	580	0.980714
2005	70	2009	580	0.987857
2005	70	2009	580	0.987143
2005	70	2009	580	0.976429
2005	70	2010	609	0.985
2005	70	2010	609	0.982143
2005	70	2010	609	0.981429
2005	70	2010	609	0.985
2005	70	2010	609	0.982857
2005	70	2010	609	0.982143
2005	70	2010	609	0.975714
2005	70	2010	609	0.987857
2005	70	2010	609	0.988571
2005	70	2010	609	0.98
2005	70	2011	680	0.993571
2005	70	2011	680	0.983571
2005	70	2011	680	0.990714
2005	70	2011	680	0.990714
2005	70	2011	680	0.992143
2005	70	2011	680	0.98
2005	70	2011	680	0.989286
2005	70	2011	680	0.985714
2005	70	2011	680	0.985714
2005	70	2011	680	0.990714
2005	70	2012	715	0.985
2005	70	2012	715	0.992143
2005	70	2012	715	0.987857
2005	70	2012	715	0.984286
2005	70	2012	715	0.988571
2005	70	2012	715	0.985714
2005	70	2012	715	0.984286
2005	70	2012	715	0.992143
2005	70	2012	715	0.982143
2005	70	2012	715	0.991429
2005	70	2013	888	0.992857
2005	70	2013	888	0.992857
2005	70	2013	888	0.988571
2005	70	2013	888	0.989286
2005	70	2013	888	0.988571
2005	70	2013	888	0.984286
2005	70	2013	888	0.99
2005	70	2013	888	0.984286
2005	70	2013	888	0.987143
2005	70	2013	888	0.987857
2005	70	2014	1304	0.982143
2005	70	2014	1304	0.987857
2005	70	2014	1304	0.985
2005	70	2014	1304	0.969286
2005	70	2014	1304	0.99
2005	70	2014	1304	0.989286
2005	70	2014	1304	0.982857
2005	70	2014	1304	0.985714
2005	70	2014	1304	0.990714
2005	70	2014	1304	0.984286
2005	70	2015	1307	0.977143
2005	70	2015	1307	0.983571
2005	70	2015	1307	0.993571
2005	70	2015	1307	0.979286
2005	70	2015	1307	0.977857
2005	70	2015	1307	0.991429
2005	70	2015	1307	0.985714
2005	70	2015	1307	0.972143
2005	70	2015	1307	0.976429
2005	70	2015	1307	0.967143
2005	70	2016	1307	0.979286
2005	70	2016	1307	0.99
2005	70	2016	1307	0.987857
2005	70	2016	1307	0.99
2005	70	2016	1307	0.971429
2005	70	2016	1307	0.993571
2005	70	2016	1307	0.989286
2005	70	2016	1307	0.983571
2005	70	2016	1307	0.982857
2005	70	2016	1307	0.990714
2005	70	2017	1309	0.972143
2005	70	2017	1309	0.986429
2005	70	2017	1309	0.981429
2005	70	2017	1309	0.982857
2005	70	2017	1309	0.979286
2005	70	2017	1309	0.972143
2005	70	2017	1309	0.991429
2005	70	2017	1309	0.982143
2005	70	2017	1309	0.987143
2005	70	2017	1309	0.989286
2005	70	2018	1310	0.981429
2005	70	2018	1310	0.986429
2005	70	2018	1310	0.982143
2005	70	2018	1310	0.989286
2005	70	2018	1310	0.984286
2005	70	2018	1310	0.989286
2005	70	2018	1310	0.97
2005	70	2018	1310	0.991429
2005	70	2018	1310	0.977143
2005	70	2018	1310	0.982143
2005	70	2019	1310	0.977857
2005	70	2019	1310	0.972143
2005	70	2019	1310	0.975714
2005	70	2019	1310	0.982857
2005	70	2019	1310	0.988571
2005	70	2019	1310	0.993571
2005	70	2019	1310	0.980714
2005	70	2019	1310	0.982143
2005	70	2019	1310	0.977143
2005	70	2019	1310	0.995714
2006	103	2005	416	0.923786
2006	103	2005	416	0.92233
2006	103	2005	416	0.935437
2006	103	2005	416	0.920388
2006	103	2005	416	0.929126
2006	103	2005	416	0.934466
2006	103	2005	416	0.921359
2006	103	2005	416	0.92767
2006	103	2005	416	0.940291
2006	103	2005	416	0.92233
2006	103	2006	519	0.97233
2006	103	2006	519	0.989806
2006	103	2006	519	0.993689
2006	103	2006	519	0.949029
2006	103	2006	519	0.975728
2006	103	2006	519	0.98835
2006	103	2006	519	0.992718
2006	103	2006	519	0.995631
2006	103	2006	519	0.976214
2006	103	2006	519	0.988835
2006	103	2007	550	0.99466
2006	103	2007	550	0.98835
2006	103	2007	550	0.977184
2006	103	2007	550	0.986893
2006	103	2007	550	0.995146
2006	103	2007	550	0.994175
2006	103	2007	550	0.990777
2006	103	2007	550	0.993204
2006	103	2007	550	0.993204
2006	103	2007	550	0.994175
2006	103	2008	569	0.988835
2006	103	2008	569	0.998544
2006	103	2008	569	0.969903
2006	103	2008	569	0.997573
2006	103	2008	569	0.997087
2006	103	2008	569	0.98835
2006	103	2008	569	0.996602
2006	103	2008	569	0.996602
2006	103	2008	569	0.999029
2006	103	2008	569	0.994175
2006	103	2009	580	0.997573
2006	103	2009	580	0.995631
2006	103	2009	580	0.98932
2006	103	2009	580	0.98301
2006	103	2009	580	0.998058
2006	103	2009	580	0.993204
2006	103	2009	580	0.98932
2006	103	2009	580	0.995146
2006	103	2009	580	0.992718
2006	103	2009	580	0.994175
2006	103	2010	609	0.991748
2006	103	2010	609	0.995146
2006	103	2010	609	0.993204
2006	103	2010	609	0.997087
2006	103	2010	609	0.987379
2006	103	2010	609	0.994175
2006	103	2010	609	0.997573
2006	103	2010	609	0.996602
2006	103	2010	609	0.997573
2006	103	2010	609	0.995631
2006	103	2011	680	0.991262
2006	103	2011	680	0.99466
2006	103	2011	680	0.996117
2006	103	2011	680	0.990777
2006	103	2011	680	0.999029
2006	103	2011	680	0.993204
2006	103	2011	680	0.978641
2006	103	2011	680	0.995146
2006	103	2011	680	0.99466
2006	103	2011	680	0.992233
2006	103	2012	715	0.997573
2006	103	2012	715	0.993204
2006	103	2012	715	0.995631
2006	103	2012	715	0.995146
2006	103	2012	715	0.983495
2006	103	2012	715	0.987864
2006	103	2012	715	0.996602
2006	103	2012	715	0.996117
2006	103	2012	715	0.992233
2006	103	2012	715	0.990291
2006	103	2013	888	0.991748
2006	103	2013	888	0.995631
2006	103	2013	888	0.999515
2006	103	2013	888	0.990291
2006	103	2013	888	0.993204
2006	103	2013	888	0.992718
2006	103	2013	888	0.98835
2006	103	2013	888	0.984466
2006	103	2013	888	0.995146
2006	103	2013	888	0.996602
2006	103	2014	1304	0.985437
2006	103	2014	1304	0.993689
2006	103	2014	1304	0.978641
2006	103	2014	1304	0.968447
2006	103	2014	1304	0.998544
2006	103	2014	1304	0.990291
2006	103	2014	1304	0.982524
2006	103	2014	1304	0.953398
2006	103	2014	1304	0.985437
2006	103	2014	1304	0.990777
2006	103	2015	1307	0.962136
2006	103	2015	1307	0.991262
2006	103	2015	1307	0.989806
2006	103	2015	1307	0.967476
2006	103	2015	1307	0.993204
2006	103	2015	1307	0.985437
2006	103	2015	1307	0.997087
2006	103	2015	1307	0.964078
2006	103	2015	1307	0.958738
2006	103	2015	1307	0.977184
2006	103	2016	1307	0.970388
2006	103	2016	1307	0.955825
2006	103	2016	1307	0.973301
2006	103	2016	1307	0.967961
2006	103	2016	1307	0.986408
2006	103	2016	1307	0.974757
2006	103	2016	1307	0.95534
2006	103	2016	1307	0.980097
2006	103	2016	1307	0.980583
2006	103	2016	1307	0.979126
2006	103	2017	1309	0.97767
2006	103	2017	1309	0.992233
2006	103	2017	1309	0.976214
2006	103	2017	1309	0.982039
2006	103	2017	1309	0.966019
2006	103	2017	1309	0.996602
2006	103	2017	1309	0.973786
2006	103	2017	1309	0.985437
2006	103	2017	1309	0.953398
2006	103	2017	1309	0.999515
2006	103	2018	1310	0.965049
2006	103	2018	1310	0.963592
2006	103	2018	1310	0.988835
2006	103	2018	1310	0.997087
2006	103	2018	1310	0.985437
2006	103	2018	1310	0.995146
2006	103	2018	1310	0.963107
2006	103	2018	1310	0.991748
2006	103	2018	1310	0.954369
2006	103	2018	1310	0.982039
2006	103	2019	1310	0.98835
2006	103	2019	1310	0.987864
2006	103	2019	1310	0.969903
2006	103	2019	1310	0.962621
2006	103	2019	1310	0.970388
2006	103	2019	1310	0.965534
2006	103	2019	1310	0.966019
2006	103	2019	1310	0.983495
2006	103	2019	1310	0.995631
2006	103	2019	1310	0.997573
2007	31	2005	416	0.874194
2007	31	2005	416	0.887097
2007	31	2005	416	0.883871
2007	31	2005	416	0.895161
2007	31	2005	416	0.879032
2007	31	2005	416	0.88871
2007	31	2005	416	0.882258
2007	31	2005	416	0.903226
2007	31	2005	416	0.903226
2007	31	2005	416	0.896774
2007	31	2006	519	0.916129
2007	31	2006	519	0.954839
2007	31	2006	519	0.979032
2007	31	2006	519	0.890323
2007	31	2006	519	0.925806
2007	31	2006	519	0.930645
2007	31	2006	519	0.959677
2007	31	2006	519	0.954839
2007	31	2006	519	0.919355
2007	31	2006	519	0.937097
2007	31	2007	550	0.970968
2007	31	2007	550	0.977419
2007	31	2007	550	0.953226
2007	31	2007	550	0.964516
2007	31	2007	550	0.975806
2007	31	2007	550	0.969355
2007	31	2007	550	0.985484
2007	31	2007	550	0.987097
2007	31	2007	550	0.983871
2007	31	2007	550	0.98871
2007	31	2008	569	0.95
2007	31	2008	569	0.995161
2007	31	2008	569	0.967742
2007	31	2008	569	0.983871
2007	31	2008	569	0.995161
2007	31	2008	569	0.940323
2007	31	2008	569	0.996774
2007	31	2008	569	0.993548
2007	31	2008	569	0.983871
2007	31	2008	569	0.982258
2007	31	2009	580	0.993548
2007	31	2009	580	0.977419
2007	31	2009	580	0.983871
2007	31	2009	580	0.962903
2007	31	2009	580	1
2007	31	2009	580	0.995161
2007	31	2009	580	0.974194
2007	31	2009	580	0.991935
2007	31	2009	580	0.982258
2007	31	2009	580	0.98871
2007	31	2010	609	0.966129
2007	31	2010	609	0.975806
2007	31	2010	609	0.985484
2007	31	2010	609	0.983871
2007	31	2010	609	0.980645
2007	31	2010	609	0.98871
2007	31	2010	609	0.974194
2007	31	2010	609	0.987097
2007	31	2010	609	0.972581
2007	31	2010	609	0.990323
2007	31	2011	680	0.977419
2007	31	2011	680	0.996774
2007	31	2011	680	0.991935
2007	31	2011	680	0.993548
2007	31	2011	680	0.985484
2007	31	2011	680	0.95
2007	31	2011	680	0.96129
2007	31	2011	680	0.996774
2007	31	2011	680	0.991935
2007	31	2011	680	0.996774
2007	31	2012	715	0.990323
2007	31	2012	715	0.987097
2007	31	2012	715	1
2007	31	2012	715	0.993548
2007	31	2012	715	0.943548
2007	31	2012	715	0.996774
2007	31	2012	715	0.987097
2007	31	2012	715	0.996774
2007	31	2012	715	0.982258
2007	31	2012	715	0.98871
2007	31	2013	888	0.987097
2007	31	2013	888	0.998387
2007	31	2013	888	0.995161
2007	31	2013	888	0.991935
2007	31	2013	888	0.996774
2007	31	2013	888	0.998387
2007	31	2013	888	0.993548
2007	31	2013	888	0.996774
2007	31	2013	888	0.998387
2007	31	2013	888	0.998387
2007	31	2014	1304	0.967742
2007	31	2014	1304	0.995161
2007	31	2014	1304	0.964516
2007	31	2014	1304	0.970968
2007	31	2014	1304	0.993548
2007	31	2014	1304	0.974194
2007	31	2014	1304	0.970968
2007	31	2014	1304	0.96129
2007	31	2014	1304	0.972581
2007	31	2014	1304	0.975806
2007	31	2015	1307	0.996774
2007	31	2015	1307	0.966129
2007	31	2015	1307	0.980645
2007	31	2015	1307	0.990323
2007	31	2015	1307	1
2007	31	2015	1307	0.991935
2007	31	2015	1307	0.98871
2007	31	2015	1307	0.953226
2007	31	2015	1307	0.990323
2007	31	2015	1307	0.956452
2007	31	2016	1307	0.91129
2007	31	2016	1307	0.91129
2007	31	2016	1307	0.95
2007	31	2016	1307	0.972581
2007	31	2016	1307	0.958065
2007	31	2016	1307	0.96129
2007	31	2016	1307	0.982258
2007	31	2016	1307	0.98871
2007	31	2016	1307	0.974194
2007	31	2016	1307	0.983871
2007	31	2017	1309	0.993548
2007	31	2017	1309	0.995161
2007	31	2017	1309	0.966129
2007	31	2017	1309	0.980645
2007	31	2017	1309	0.982258
2007	31	2017	1309	0.998387
2007	31	2017	1309	0.948387
2007	31	2017	1309	0.990323
2007	31	2017	1309	0.975806
2007	31	2017	1309	1
2007	31	2018	1310	0.964516
2007	31	2018	1310	0.96129
2007	31	2018	1310	0.987097
2007	31	2018	1310	0.998387
2007	31	2018	1310	0.995161
2007	31	2018	1310	0.996774
2007	31	2018	1310	0.996774
2007	31	2018	1310	0.993548
2007	31	2018	1310	0.980645
2007	31	2018	1310	0.962903
2007	31	2019	1310	0.974194
2007	31	2019	1310	0.979032
2007	31	2019	1310	0.982258
2007	31	2019	1310	0.996774
2007	31	2019	1310	0.996774
2007	31	2019	1310	0.962903
2007	31	2019	1310	0.962903
2007	31	2019	1310	0.983871
2007	31	2019	1310	0.975806
2007	31	2019	1310	0.975806
2008	19	2005	416	0.721053
2008	19	2005	416	0.747368
2008	19	2005	416	0.713158
2008	19	2005	416	0.665789
2008	19	2005	416	0.763158
2008	19	2005	416	0.676316
2008	19	2005	416	0.602632
2008	19	2005	416	0.784211
2008	19	2005	416	0.8
2008	19	2005	416	0.697368
2008	19	2006	519	0.681579
2008	19	2006	519	0.676316
2008	19	2006	519	0.752632
2008	19	2006	519	0.673684
2008	19	2006	519	0.713158
2008	19	2006	519	0.65
2008	19	2006	519	0.726316
2008	19	2006	519	0.702632
2008	19	2006	519	0.742105
2008	19	2006	519	0.636842
2008	19	2007	550	0.734211
2008	19	2007	550	0.681579
2008	19	2007	550	0.694737
2008	19	2007	550	0.673684
2008	19	2007	550	0.671053
2008	19	2007	550	0.736842
2008	19	2007	550	0.752632
2008	19	2007	550	0.7
2008	19	2007	550	0.784211
2008	19	2007	550	0.728947
2008	19	2008	569	0.8
2008	19	2008	569	0.892105
2008	19	2008	569	0.810526
2008	19	2008	569	0.85
2008	19	2008	569	0.868421
2008	19	2008	569	0.784211
2008	19	2008	569	0.842105
2008	19	2008	569	0.855263
2008	19	2008	569	0.789474
2008	19	2008	569	0.921053
2008	19	2009	580	0.9
2008	19	2009	580	0.873684
2008	19	2009	580	0.878947
2008	19	2009	580	0.960526
2008	19	2009	580	0.747368
2008	19	2009	580	0.889474
2008	19	2009	580	0.9
2008	19	2009	580	0.873684
2008	19	2009	580	0.818421
2008	19	2009	580	0.886842
2008	19	2010	609	0.897368
2008	19	2010	609	0.860526
2008	19	2010	609	0.871053
2008	19	2010	609	0.928947
2008	19	2010	609	0.910526
2008	19	2010	609	0.921053
2008	19	2010	609	0.865789
2008	19	2010	609	0.942105
2008	19	2010	609	0.839474
2008	19	2010	609	0.939474
2008	19	2011	680	0.942105
2008	19	2011	680	0.936842
2008	19	2011	680	0.957895
2008	19	2011	680	0.915789
2008	19	2011	680	0.95
2008	19	2011	680	0.934211
2008	19	2011	680	0.971053
2008	19	2011	680	0.957895
2008	19	2011	680	0.947368
2008	19	2011	680	0.942105
2008	19	2012	715	0.952632
2008	19	2012	715	0.931579
2008	19	2012	715	0.947368
2008	19	2012	715	0.934211
2008	19	2012	715	0.960526
2008	19	2012	715	0.928947
2008	19	2012	715	0.936842
2008	19	2012	715	0.968421
2008	19	2012	715	0.915789
2008	19	2012	715	0.928947
2008	19	2013	888	0.944737
2008	19	2013	888	0.971053
2008	19	2013	888	0.939474
2008	19	2013	888	0.963158
2008	19	2013	888	0.918421
2008	19	2013	888	0.978947
2008	19	2013	888	0.95
2008	19	2013	888	0.934211
2008	19	2013	888	0.965789
2008	19	2013	888	0.939474
2008	19	2014	1304	0.952632
2008	19	2014	1304	0.936842
2008	19	2014	1304	0.884211
2008	19	2014	1304	0.902632
2008	19	2014	1304	0.907895
2008	19	2014	1304	0.921053
2008	19	2014	1304	0.907895
2008	19	2014	1304	0.926316
2008	19	2014	1304	0.944737
2008	19	2014	1304	0.902632
2008	19	2015	1307	0.913158
2008	19	2015	1307	0.892105
2008	19	2015	1307	0.907895
2008	19	2015	1307	0.873684
2008	19	2015	1307	0.947368
2008	19	2015	1307	0.939474
2008	19	2015	1307	0.957895
2008	19	2015	1307	0.821053
2008	19	2015	1307	0.860526
2008	19	2015	1307	0.894737
2008	19	2016	1307	0.897368
2008	19	2016	1307	0.876316
2008	19	2016	1307	0.897368
2008	19	2016	1307	0.947368
2008	19	2016	1307	0.873684
2008	19	2016	1307	0.939474
2008	19	2016	1307	0.857895
2008	19	2016	1307	0.939474
2008	19	2016	1307	0.894737
2008	19	2016	1307	0.913158
2008	19	2017	1309	0.897368
2008	19	2017	1309	0.973684
2008	19	2017	1309	0.855263
2008	19	2017	1309	0.918421
2008	19	2017	1309	0.915789
2008	19	2017	1309	0.955263
2008	19	2017	1309	0.910526
2008	19	2017	1309	0.884211
2008	19	2017	1309	0.855263
2008	19	2017	1309	0.931579
2008	19	2018	1310	0.918421
2008	19	2018	1310	0.923684
2008	19	2018	1310	0.884211
2008	19	2018	1310	0.978947
2008	19	2018	1310	0.905263
2008	19	2018	1310	0.939474
2008	19	2018	1310	0.881579
2008	19	2018	1310	0.965789
2008	19	2018	1310	0.915789
2008	19	2018	1310	0.936842
2008	19	2019	1310	0.918421
2008	19	2019	1310	0.952632
2008	19	2019	1310	0.826316
2008	19	2019	1310	0.921053
2008	19	2019	1310	0.878947
2008	19	2019	1310	0.894737
2008	19	2019	1310	0.910526
2008	19	2019	1310	0.897368
2008	19	2019	1310	0.976316
2008	19	2019	1310	0.921053
2009	11	2005	416	0.609091
2009	11	2005	416	0.640909
2009	11	2005	416	0.713636
2009	11	2005	416	0.577273
2009	11	2005	416	0.668182
2009	11	2005	416	0.590909
2009	11	2005	416	0.522727
2009	11	2005	416	0.718182
2009	11	2005	416	0.7
2009	11	2005	416	0.622727
2009	11	2006	519	0.681818
2009	11	2006	519	0.604545
2009	11	2006	519	0.690909
2009	11	2006	519	0.568182
2009	11	2006	519	0.740909
2009	11	2006	519	0.604545
2009	11	2006	519	0.654545
2009	11	2006	519	0.618182
2009	11	2006	519	0.709091
2009	11	2006	519	0.554545
2009	11	2007	550	0.681818
2009	11	2007	550	0.627273
2009	11	2007	550	0.595455
2009	11	2007	550	0.586364
2009	11	2007	550	0.604545
2009	11	2007	550	0.677273
2009	11	2007	550	0.640909
2009	11	2007	550	0.618182
2009	11	2007	550	0.736364
2009	11	2007	550	0.672727
2009	11	2008	569	0.536364
2009	11	2008	569	0.772727
2009	11	2008	569	0.672727
2009	11	2008	569	0.6
2009	11	2008	569	0.777273
2009	11	2008	569	0.681818
2009	11	2008	569	0.740909
2009	11	2008	569	0.763636
2009	11	2008	569	0.777273
2009	11	2008	569	0.709091
2009	11	2009	580	0.836364
2009	11	2009	580	0.790909
2009	11	2009	580	0.745455
2009	11	2009	580	0.931818
2009	11	2009	580	0.727273
2009	11	2009	580	0.831818
2009	11	2009	580	0.822727
2009	11	2009	580	0.872727
2009	11	2009	580	0.759091
2009	11	2009	580	0.818182
2009	11	2010	609	0.8
2009	11	2010	609	0.763636
2009	11	2010	609	0.772727
2009	11	2010	609	0.863636
2009	11	2010	609	0.781818
2009	11	2010	609	0.831818
2009	11	2010	609	0.813636
2009	11	2010	609	0.881818
2009	11	2010	609	0.790909
2009	11	2010	609	0.872727
2009	11	2011	680	0.877273
2009	11	2011	680	0.795455
2009	11	2011	680	0.890909
2009	11	2011	680	0.831818
2009	11	2011	680	0.890909
2009	11	2011	680	0.75
2009	11	2011	680	0.9
2009	11	2011	680	0.859091
2009	11	2011	680	0.868182
2009	11	2011	680	0.890909
2009	11	2012	715	0.868182
2009	11	2012	715	0.904545
2009	11	2012	715	0.840909
2009	11	2012	715	0.836364
2009	11	2012	715	0.859091
2009	11	2012	715	0.863636
2009	11	2012	715	0.818182
2009	11	2012	715	0.809091
2009	11	2012	715	0.840909
2009	11	2012	715	0.868182
2009	11	2013	888	0.863636
2009	11	2013	888	0.881818
2009	11	2013	888	0.836364
2009	11	2013	888	0.9
2009	11	2013	888	0.9
2009	11	2013	888	0.872727
2009	11	2013	888	0.859091
2009	11	2013	888	0.840909
2009	11	2013	888	0.895455
2009	11	2013	888	0.854545
2009	11	2014	1304	0.859091
2009	11	2014	1304	0.904545
2009	11	2014	1304	0.777273
2009	11	2014	1304	0.772727
2009	11	2014	1304	0.827273
2009	11	2014	1304	0.845455
2009	11	2014	1304	0.754545
2009	11	2014	1304	0.768182
2009	11	2014	1304	0.827273
2009	11	2014	1304	0.754545
2009	11	2015	1307	0.777273
2009	11	2015	1307	0.809091
2009	11	2015	1307	0.772727
2009	11	2015	1307	0.722727
2009	11	2015	1307	0.922727
2009	11	2015	1307	0.859091
2009	11	2015	1307	0.913636
2009	11	2015	1307	0.663636
2009	11	2015	1307	0.718182
2009	11	2015	1307	0.731818
2009	11	2016	1307	0.727273
2009	11	2016	1307	0.718182
2009	11	2016	1307	0.804545
2009	11	2016	1307	0.818182
2009	11	2016	1307	0.740909
2009	11	2016	1307	0.854545
2009	11	2016	1307	0.790909
2009	11	2016	1307	0.781818
2009	11	2016	1307	0.745455
2009	11	2016	1307	0.863636
2009	11	2017	1309	0.790909
2009	11	2017	1309	0.909091
2009	11	2017	1309	0.727273
2009	11	2017	1309	0.822727
2009	11	2017	1309	0.786364
2009	11	2017	1309	0.895455
2009	11	2017	1309	0.836364
2009	11	2017	1309	0.754545
2009	11	2017	1309	0.736364
2009	11	2017	1309	0.868182
2009	11	2018	1310	0.813636
2009	11	2018	1310	0.754545
2009	11	2018	1310	0.704545
2009	11	2018	1310	0.872727
2009	11	2018	1310	0.822727
2009	11	2018	1310	0.895455
2009	11	2018	1310	0.759091
