year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	178	0	0
2009	267	0	0
2010	193	0	0
2011	180	0	0
2012	76	0	0
2013	110	0	0
2014	95	0	0
2015	76	0	0
2016	1	0	0
2017	0	0	0
2018	0	0	0
