year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	114	90	.7894
2009	113	89	.7876
2010	87	69	.7931
2011	54	47	.8703
2012	31	14	.4516
2013	54	44	.8148
2014	108	80	.7407
2015	39	28	.7179
2016	4	2	.5000
2017	0	0	0
2018	0	0	0
