year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	23	22	.9565
2009	31	30	.9677
2010	10	9	.9000
2011	6	6	1.0000
2012	3	3	1.0000
2013	0	0	0
2014	7	7	1.0000
2015	3	3	1.0000
2016	3	1	.3333
2017	0	0	0
2018	0	0	0
