year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	30	29	.9666
2009	22	22	1.0000
2010	24	23	.9583
2011	14	14	1.0000
2012	3	3	1.0000
2013	3	3	1.0000
2014	0	0	0
2015	2	2	1.0000
2016	1	1	1.0000
2017	0	0	0
2018	0	0	0
