year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	287	285	.9930
2009	281	273	.9715
2010	276	259	.9384
2011	405	330	.8148
2012	272	255	.9375
2013	362	319	.8812
2014	458	441	.9628
2015	415	400	.9638
2016	65	64	.9846
2017	1	0	0
2018	0	0	0
