year	num.seqs	num.covered	frac.covered
2007	1	1	1.0000
2008	501	393	.7844
2009	986	783	.7941
2010	1179	863	.7319
2011	1475	1234	.8366
2012	2110	1785	.8459
2013	1757	1528	.8696
2014	2609	2314	.8869
2015	2919	2525	.8650
2016	2913	2680	.9200
2017	3629	3472	.9567
2018	224	217	.9687
