year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	100	68	.6800
2009	139	103	.7410
2010	203	136	.6699
2011	266	185	.6954
2012	343	283	.8250
2013	565	486	.8601
2014	1208	934	.7731
2015	117	95	.8119
2016	31	28	.9032
2017	0	0	0
2018	0	0	0
