year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	72	55	.7638
2009	205	201	.9804
2010	52	43	.8269
2011	23	21	.9130
2012	21	19	.9047
2013	128	128	1.0000
2014	152	145	.9539
2015	27	25	.9259
2016	1	1	1.0000
2017	0	0	0
2018	0	0	0
