year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	72	53	.7361
2009	205	190	.9268
2010	52	42	.8076
2011	23	19	.8260
2012	21	19	.9047
2013	128	128	1.0000
2014	152	144	.9473
2015	27	18	.6666
2016	1	1	1.0000
2017	0	0	0
2018	0	0	0
