year	num.seqs	num.covered	frac.covered
2007	1	1	1.0000
2008	565	442	.7823
2009	7656	7464	.9749
2010	2097	1905	.9084
2011	1874	1615	.8617
2012	1280	1006	.7859
2013	1871	1653	.8834
2014	1371	1157	.8439
2015	1286	1091	.8483
2016	2782	2641	.9493
2017	431	401	.9303
2018	0	0	0
