year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	20	19	.9500
2009	28	15	.5357
2010	8	6	.7500
2011	16	5	.3125
2012	43	36	.8372
2013	18	18	1.0000
2014	18	18	1.0000
2015	13	3	.2307
2016	1	0	0
2017	0	0	0
2018	0	0	0
