year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	178	110	.6179
2009	267	181	.6779
2010	193	170	.8808
2011	180	154	.8555
2012	76	44	.5789
2013	110	78	.7090
2014	95	71	.7473
2015	76	49	.6447
2016	1	1	1.0000
2017	0	0	0
2018	0	0	0
