year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	51	50	.9803
2009	77	71	.9220
2010	42	42	1.0000
2011	41	39	.9512
2012	35	34	.9714
2013	23	17	.7391
2014	12	5	.4166
2015	35	31	.8857
2016	1	1	1.0000
2017	0	0	0
2018	0	0	0
