year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	15	15	1.0000
2009	9	6	.6666
2010	13	5	.3846
2011	33	33	1.0000
2012	14	14	1.0000
2013	17	13	.7647
2014	24	24	1.0000
2015	8	8	1.0000
2016	1	1	1.0000
2017	0	0	0
2018	0	0	0
