year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	59	0	0
2009	101	0	0
2010	39	0	0
2011	50	0	0
2012	27	0	0
2013	293	0	0
2014	425	0	0
2015	83	0	0
2016	42	0	0
2017	47	0	0
2018	0	0	0
