year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	79	77	.9746
2009	175	168	.9600
2010	69	63	.9130
2011	25	19	.7600
2012	31	21	.6774
2013	88	72	.8181
2014	69	65	.9420
2015	23	18	.7826
2016	23	22	.9565
2017	1	1	1.0000
2018	0	0	0
