name	N1	N2	N3	N4	N5	N6	N7	N8	N9
N1-u1-g1	0.7069170676186042	4.624705175045091e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u1-g2	0.04770034662941694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N1-u1-g3	0.10279890320244192	4.624705175045091e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N2-u1-g1	0.0	0.7951255607455024	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N2-u1-g2	0.0	0.8016001479905656	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N2-u1-g3	0.0	0.6850575775794293	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N2-u1-g4	0.0	0.6888960828747167	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N2-u1-g5	0.0	0.7295934884151135	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N3-u1-g1	0.0	0.0	0.5614430665163472	0.0	0.0	0.0	0.0	0.0	0.0
N3-u1-g2	0.0	0.0	0.20293122886133033	0.0	0.0	0.0	0.0	0.0	0.0
N3-u1-g3	0.0	0.0	0.10484780157835401	0.0	0.0	0.0	0.0	0.0	0.0
N3-u1-g4	0.0	0.0	0.636978579481398	0.0	0.0	0.0	0.0	0.0	0.0
N4-u1-g1	0.0	0.0	0.0	0.69375	0.0	0.0	0.0	0.0	0.0
N4-u1-g2	0.0	0.0	0.0	0.74375	0.0	0.0	0.0	0.0	0.0
N4-u1-g3	0.0	0.0	0.0	0.2875	0.0	0.0	0.0	0.0	0.0
N4-u1-g4	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0
N5-u1-g1	0.0	0.0	0.0	0.0	0.7473684210526316	0.0	0.0	0.6049136786188579	0.0
N5-u1-g2	0.0	0.0	0.0	0.0	0.021052631578947368	0.0	0.0	0.04050464807436919	0.0
N5-u1-g3	0.0	0.0	0.0	0.0	0.15263157894736842	0.0	0.0	0.0099601593625498	0.0
N6-u1-g1	0.0	0.0	0.0	0.0	0.0	0.09934640522875816	0.0	0.0	0.0
N6-u1-g2	0.0	0.0	0.0	0.0	0.0	0.4738562091503268	0.0	0.0	0.0
N6-u1-g3	0.0	0.0	0.0	0.0	0.0	0.5019607843137255	0.0	0.0	0.0
N6-u1-g4	0.0	0.0	0.0	0.0	0.0	0.056862745098039215	0.0	0.0	0.0
N6-u1-g5	0.0	0.0	0.0	0.0	0.0	0.16470588235294117	0.0	0.0	0.0
N7-u1-g1	0.0	0.0	0.0	0.0	0.0	0.0	0.22998296422487224	0.0	0.0
N7-u1-g2	0.0	0.0	0.0	0.0	0.0	0.0	0.616695059625213	0.0	0.0
N7-u1-g3	0.0	0.0	0.0	0.0	0.0	0.0	0.05110732538330494	0.0	0.0
N7-u1-g4	0.0	0.0	0.0	0.0	0.0	0.0	0.48722316865417375	0.0	0.0
N8-u1-g1	0.0	0.0	0.0	0.0	0.05789473684210526	0.0	0.0	0.6321381142098274	0.0
N8-u1-g2	0.0	0.0	0.0	0.0	0.2578947368421053	0.0	0.0	0.601593625498008	0.0
N8-u1-g3	0.0	0.0	0.0	0.0	0.02631578947368421	0.0	0.0	0.15405046480743692	0.0
N9-u1-g1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10422812192723697
N9-u1-g2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14454277286135694
N9-u1-g3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7581120943952803
N9-u1-g4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09931170108161258
