year	num.seqs	num.covered	frac.covered
2007	0	0	0
2008	58	23	.3965
2009	100	75	.7500
2010	39	22	.5641
2011	49	43	.8775
2012	27	27	1.0000
2013	282	278	.9858
2014	393	391	.9949
2015	55	38	.6909
2016	6	5	.8333
2017	8	8	1.0000
2018	0	0	0
